PlanningKey	ItemReference	Family	EraAdmissions	ProductionRoute	Reused	InventoryFile	InventoryLine	BindingSourceFile	BindingSourceLine	BindingSourceKind	Material	CandidateComponents	RequiredTags	RequestedWearProfile	RequiredLayerWeight	MissingStockNames	ComponentCapabilities	ComponentCompositionIssues	OutfitReferences	AdditionalSkinBriefs	OpenRequirements	Validation	DependencySourceSha256
clerical_shirt	industrialised_clothing_clerical_shirt	religious	modern;nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	269	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	257	authored-dependency-decision	cotton	["Holdable","Destroyable_Clothing","Wear_Shirt_Layer_0_5","Variable_2Colour"]	["Functions / Worn Items / Bodywear"]	Shirt	0.5	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["clerical_modern"]	["narrow woven texture"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance.","Attachment for separately supplied clerical collar."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
closed_lace_shoes	industrialised_clothing_closed_lace_shoes	footwear	industrial;modern;nuclear;information	S	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	239	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	227	authored-dependency-decision	leather	["Holdable","Destroyable_Clothing","Wear_Shoes","Variable_2Colour"]	["Functions / Worn Items / Footwear"]	Shoes	1	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["academic_ceremony","clerk_industrial","dinner_formal","eastern_clerical","eastern_liturgy","evening_tailored","hand_tailored_suit","judicial_court","morning_formal","officer_mess","peaked_dinner_formal","preaching_service","professional_industrial","spatted_formal"]	["cap toe","brogued","contrasting stitch"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
cloth_nappy	industrialised_clothing_cloth_nappy	infant	industrial;modern;nuclear;information	H	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	40	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	28	authored-dependency-decision	cotton	["Holdable","Destroyable_Clothing","Wear_Nappy_Layer_0_25","Variable_2Colour"]	["Functions / Worn Items / Bodywear"]	Nappy	0.25	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["infant_day","infant_historic"]	["bordered weave"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance.","Independent nappy_pins fastening and infant fit; not adult briefs."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
cloth_parka	industrialised_clothing_cloth_parka	outerwear	modern;nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	135	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	123	authored-dependency-decision	cotton	["Holdable","Destroyable_Clothing","Wear_Hooded_Long_Coat","Variable_2Colour","Container_LargePocket","Insulation_Strong"]	["Functions / Worn Items / Bodywear"]	Hooded Long Coat	1	[]	["IAffectQuality","IContainer","IDestroyable","IHoldable","IInsulating","ILockable","IOpenable","IVariable","IWearable"]	[]	[]	["contrast edging","geometric yoke"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
cloth_sunhat	industrialised_clothing_cloth_sunhat	headwear	modern;nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	180	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	168	authored-dependency-decision	cotton	["Holdable","Destroyable_Clothing","Wear_Hat_Layer_0_5","Variable_2Colour"]	["Functions / Worn Items / Hats"]	Hat	0.5	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["arid_field","interwar_bathing","modern_onepiece_swim","two_piece_swim","wet_weather_work","woodland_field"]	["floral","stitched band"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
collarless_shirt_batch	industrialised_clothing_collarless_shirt_batch	upper	industrial;modern;nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	59	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	47	authored-dependency-decision	cotton	["Holdable","Destroyable_Clothing","Wear_Shirt_Layer_0_5","Variable_2Colour"]	["Functions / Worn Items / Bodywear"]	Shirt	0.5	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["farm_overalls","foundry_clothing","mill_worker"]	["narrow stripe","checked","plain contrast placket"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
collarless_shirt_hand	industrialised_clothing_collarless_shirt_hand	upper	industrial;modern;nuclear;information	H	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	58	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	46	authored-dependency-decision	cotton	["Holdable","Destroyable_Clothing","Wear_Shirt_Layer_0_5","Variable_2Colour"]	["Functions / Worn Items / Bodywear"]	Shirt	0.5	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["gaitered_walking","rural_worker","walking_country"]	["fine tucks","handworked placket"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
corduroy_trousers	industrialised_clothing_corduroy_trousers	lower	industrial;modern;nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	83	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	71	authored-dependency-decision	cotton	["Holdable","Destroyable_Clothing","Wear_Trousers_Layer_0_5","Variable_2Colour","Container_Pocket"]	["Functions / Worn Items / Bodywear"]	Trousers	0.5	[]	["IAffectQuality","IContainer","IDestroyable","IHoldable","ILockable","IOpenable","IVariable","IWearable"]	[]	["walking_country"]	["narrow wale","broad wale"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
cotton_camisole	industrialised_clothing_cotton_camisole	underwear	industrial;modern;nuclear;information	S	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	34	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	22	authored-dependency-decision	cotton	["Holdable","Destroyable_Clothing","Wear_Camisole_Layer_0_25","Variable_2Colour"]	["Functions / Worn Items / Bodywear"]	Camisole	0.25	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["hospital_nursing_early","hot_weather_tailoring","riding","school_pinafore","school_uniform_skirt","walking_reform"]	["broderie edging","tucked front"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
cotton_daydress	industrialised_clothing_cotton_daydress	dresses	industrial;modern;nuclear;information	S	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	103	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	91	authored-dependency-decision	cotton	["Holdable","Destroyable_Clothing","Wear_Long-Sleeved_Dress_Layer_0_5","Variable_2Colour"]	["Functions / Worn Items / Bodywear"]	Long-Sleeved Dress	0.5	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["town_daydress"]	["small floral","checked","contrast binding"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
cotton_knickers	industrialised_clothing_cotton_knickers	underwear	modern;nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	32	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	20	authored-dependency-decision	cotton	["Holdable","Destroyable_Clothing","Wear_Briefs_Layer_0_25","Variable_2Colour"]	["Functions / Worn Items / Bodywear"]	Briefs	0.25	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["assisted_dressing","ballet_performance","ballet_practice","cotton_daywear","evening_bias","hospital_scrubs","hotel_housekeeping","modern_office_skirt","patient_recovery","qipao_formal","school_uniform_skirt","service_skirt_uniform"]	["picot edging","small floral print"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
cotton_longjohns	industrialised_clothing_cotton_longjohns	underwear	modern;nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	26	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	14	authored-dependency-decision	cotton	["Holdable","Destroyable_Clothing","Wear_Trousers_Layer_0_25","Variable_2Colour"]	["Functions / Worn Items / Bodywear"]	Trousers	0.25	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["winter_city"]	["narrow striped"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
cotton_service_gloves	industrialised_clothing_cotton_service_gloves	gloves	industrial;modern;nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	166	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	154	authored-dependency-decision	cotton	["Holdable","Destroyable_Clothing","Wear_Gloves_Layer_0_25","Variable_2Colour"]	["Functions / Worn Items / Gloves"]	Gloves	0.25	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["cotton_daywear","crinoline_day","parade_service"]	["stitched backs","piped wrists"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
cotton_singlet	industrialised_clothing_cotton_singlet	underwear	modern;nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	28	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	16	authored-dependency-decision	cotton	["Holdable","Destroyable_Clothing","Wear_Vest_Layer_0_25","Variable_2Colour"]	["Functions / Worn Items / Bodywear"]	Vest	0.25	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["arid_field","clerical_modern","hospitality_service","laboratory_staff","machine_shop","martial_training","military_working","modern_leisure","officer_mess","school_uniform_trousers","wet_weather_work"]	["contrast piping","fine vertical rib"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
cotton_socks	industrialised_clothing_cotton_socks	hosiery	industrial;modern;nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	158	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	146	authored-dependency-decision	cotton	["Holdable","Destroyable_Clothing","Wear_Socks_Layer_0_25","Variable_2Colour"]	["Functions / Worn Items / Footwear"]	Socks	0.25	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["academic_ceremony","arid_field","assisted_dressing","chinese_cool","clerical_modern","clerk_industrial","contemporary_rain","daoist_clerical","denim_everyday","dinner_formal","eastern_clerical","eastern_liturgy","evening_tailored","field_sport","hand_tailored_suit","hospital_scrubs","hospitality_service","hot_weather_tailoring","hotel_housekeeping","information_office","judicial_court","kitchen_staff","korean_skirt_ensemble","korean_trousers_ensemble","laboratory_staff","late_casual","liturgical_deacon","liturgical_procession","liturgical_service","machine_shop","manufactured_suit","maternity_day","modern_leisure","morning_formal","officer_mess","patient_recovery","peaked_dinner_formal","postal_service","preaching_service","railway_service","school_uniform_skirt","school_uniform_trousers","shopkeeper","spatted_formal","tropical_service","wet_weather_work"]	["ribbed","argyle","stripe"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
cotton_stockings	industrialised_clothing_cotton_stockings	hosiery	industrial;modern;nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	154	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	142	authored-dependency-decision	cotton	["Holdable","Destroyable_Clothing","Wear_Stockings_Layer_0_25","Variable_2Colour"]	["Functions / Worn Items / Footwear"]	Stockings	0.25	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["convent_daily","crinolette_day","domestic_worker","hospital_nursing_early","mill_worker","mourning_day","school_pinafore","town_daydress","walking_reform"]	["ribbed","narrow stripe"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
cotton_trousers	industrialised_clothing_cotton_trousers	lower	industrial;modern;nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	82	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	70	authored-dependency-decision	cotton	["Holdable","Destroyable_Clothing","Wear_Trousers_Layer_0_5","Variable_2Colour","Container_Pocket"]	["Functions / Worn Items / Bodywear"]	Trousers	0.5	[]	["IAffectQuality","IContainer","IDestroyable","IHoldable","ILockable","IOpenable","IVariable","IWearable"]	[]	["aviator_clothing","contemporary_rain","hot_weather_tailoring","kitchen_staff","laboratory_staff","military_working","mill_worker","moccasin_travel","modern_leisure","shopkeeper","wet_weather_work"]	["herringbone","tonal stripe"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
court_shoes	industrialised_clothing_court_shoes	footwear	industrial;modern;nuclear;information	S	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	241	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	229	authored-dependency-decision	leather	["Holdable","Destroyable_Clothing","Wear_Low-Cut_Shoes","Variable_2Colour"]	["Functions / Worn Items / Footwear"]	Low-Cut Shoes	1	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["bustle_visit","crinoline_day","evening_bias","industrial_evening","modern_office_skirt","postwar_office","qipao_formal","service_skirt_uniform","sixties_daywear"]	["bow trim","stitched edging"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
cowboy_boots	industrialised_clothing_cowboy_boots	footwear	industrial;modern;nuclear;information	S	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	250	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	238	authored-dependency-decision	leather	["Holdable","Destroyable_Clothing","Wear_High_Boots","Variable_2Colour"]	["Functions / Worn Items / Footwear"]	High Boots	1	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["ranch_work"]	["embroidered shaft","contrast inlay"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
cravat	industrialised_clothing_cravat	accessories	industrial;modern;nuclear;information	H	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	147	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	135	authored-dependency-decision	silk	["Holdable","Destroyable_Clothing","Wear_Scarf_Layer_0_25","Variable_2Colour"]	["Functions / Worn Items / Fashion Accessories"]	Scarf	0.25	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["morning_formal","professional_industrial","spatted_formal"]	["paisley-like","woven border"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
cummerbund	industrialised_clothing_cummerbund	accessories	industrial;modern;nuclear;information	S	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	148	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	136	authored-dependency-decision	silk	["Holdable","Destroyable_Clothing","Wear_Waist_Layer_0_25","Variable_2Colour"]	["Functions / Worn Items / Fashion Accessories"]	Waist	0.25	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["dinner_formal","officer_mess","peaked_dinner_formal"]	["subtle woven stripe"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
cycling_jersey	industrialised_clothing_cycling_jersey	sportswear	nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	206	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	194	authored-dependency-decision	polyester	["Holdable","Destroyable_Clothing","Wear_T-Shirt_Layer_0_25","Variable_2Colour","Container_Pocket"]	["Functions / Worn Items / Bodywear"]	T-Shirt	0.25	[]	["IAffectQuality","IContainer","IDestroyable","IHoldable","ILockable","IOpenable","IVariable","IWearable"]	[]	["cycling"]	["geometric panels","stripe"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
cycling_shorts	industrialised_clothing_cycling_shorts	sportswear	nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	205	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	193	authored-dependency-decision	nylon	["Holdable","Destroyable_Clothing","Wear_Shorts_Layer_0_25","Variable_2Colour"]	["Functions / Worn Items / Bodywear"]	Shorts	0.25	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["cycling"]	["side stripe"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
dance_tights	industrialised_clothing_dance_tights	hosiery	modern;nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	155	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	143	authored-dependency-decision	cotton	["Holdable","Destroyable_Clothing","Wear_Tights_Layer_0_25","Variable_2Colour"]	["Functions / Worn Items / Footwear"]	Tights	0.25	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["ballet_performance","ballet_practice"]	["contrast waist binding","ribbed ankle"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
dance_tutu	industrialised_clothing_dance_tutu	sportswear	modern;nuclear;information	H	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	208	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	196	authored-dependency-decision	cotton	["Holdable","Destroyable_Clothing","Wear_Net_Skirt_Layer_0_5","Variable_2Colour"]	["Functions / Worn Items / Bodywear"]	Net Skirt	0.5	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["ballet_performance"]	["ribbon edging"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance.","Layered transparent net skirt; separate leotard/tights."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
deck_shoes	industrialised_clothing_deck_shoes	footwear	modern;nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	248	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	236	authored-dependency-decision	leather	["Holdable","Destroyable_Clothing","Wear_Shoes","Variable_2Colour"]	["Functions / Worn Items / Footwear"]	Shoes	1	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	[]	["contrast laces"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance.","Flexible rubber sole input."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
