RecordKind	StableReference	SourceFile	SourceLine	PhysicalKind	Family	Admissions	ConsumerOrIngredient	MaterialOrLiquid	Components	Tags	Nutrition	Dietary	Freshness	Health	ProductionRoute	FailureFamily	Evidence	ServingParticipation	ReviewState	Validation	CatalogueSourceSha256
concept	industrialised_food_composite_011	Food/concepts.tsv	188	Item	composite-dishes	industrial;modern;nuclear;information	ingredient_industrialised_food_composite_011	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_industrialised_food_composite_011	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_composite_012	Food/concepts.tsv	189	Item	composite-dishes	industrial;modern;nuclear;information	ingredient_industrialised_food_composite_012	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_industrialised_food_composite_012	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_composite_013	Food/concepts.tsv	190	Item	composite-dishes	industrial;modern;nuclear;information	ingredient_industrialised_food_composite_013	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_industrialised_food_composite_013	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_composite_014	Food/concepts.tsv	191	Item	composite-dishes	industrial;modern;nuclear;information	ingredient_industrialised_food_composite_014	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_industrialised_food_composite_014	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_composite_015	Food/concepts.tsv	192	Item	composite-dishes	industrial;modern;nuclear;information	ingredient_industrialised_food_composite_015	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_industrialised_food_composite_015	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_composite_016	Food/concepts.tsv	193	Item	composite-dishes	industrial;modern;nuclear;information	ingredient_industrialised_food_composite_016	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_industrialised_food_composite_016	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_composite_017	Food/concepts.tsv	194	Item	composite-dishes	industrial;modern;nuclear;information	ingredient_industrialised_food_composite_017	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_industrialised_food_composite_017	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_composite_018	Food/concepts.tsv	195	Item	composite-dishes	industrial;modern;nuclear;information	ingredient_industrialised_food_composite_018	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_industrialised_food_composite_018	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_composite_019	Food/concepts.tsv	196	Item	composite-dishes	industrial;modern;nuclear;information	ingredient_industrialised_food_composite_019	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_industrialised_food_composite_019	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_composite_020	Food/concepts.tsv	197	Item	composite-dishes	industrial;modern;nuclear;information	ingredient_industrialised_food_composite_020	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_industrialised_food_composite_020	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_composite_021	Food/concepts.tsv	198	Item	composite-dishes	industrial;modern;nuclear;information	ingredient_industrialised_food_composite_021	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_industrialised_food_composite_021	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_composite_022	Food/concepts.tsv	199	Item	composite-dishes	industrial;modern;nuclear;information	ingredient_industrialised_food_composite_022	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_industrialised_food_composite_022	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_composite_023	Food/concepts.tsv	200	Item	composite-dishes	industrial;modern;nuclear;information	ingredient_industrialised_food_composite_023	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_industrialised_food_composite_023	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_composite_024	Food/concepts.tsv	201	Item	composite-dishes	industrial;modern;nuclear;information	ingredient_industrialised_food_composite_024	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_industrialised_food_composite_024	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_composite_025	Food/concepts.tsv	202	Item	composite-dishes	industrial;modern;nuclear;information	ingredient_industrialised_food_composite_025	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_industrialised_food_composite_025	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_composite_026	Food/concepts.tsv	203	Item	composite-dishes	industrial;modern;nuclear;information	ingredient_industrialised_food_composite_026	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_industrialised_food_composite_026	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_composite_027	Food/concepts.tsv	204	Item	composite-dishes	industrial;modern;nuclear;information	ingredient_industrialised_food_composite_027	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_industrialised_food_composite_027	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_composite_028	Food/concepts.tsv	205	Item	composite-dishes	industrial;modern;nuclear;information	ingredient_industrialised_food_composite_028	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_industrialised_food_composite_028	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrial_food_composite_001	Food/concepts.tsv	206	Item	composite-dishes	industrial	ingredient_industrial_food_composite_001	food	PreparedFood	Food and Drink;Era / Industrial Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_industrial_food_composite_001	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrial_food_composite_002	Food/concepts.tsv	207	Item	composite-dishes	industrial	ingredient_industrial_food_composite_002	food	PreparedFood	Food and Drink;Era / Industrial Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_industrial_food_composite_002	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrial_food_composite_003	Food/concepts.tsv	208	Item	composite-dishes	industrial	ingredient_industrial_food_composite_003	food	PreparedFood	Food and Drink;Era / Industrial Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_industrial_food_composite_003	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrial_food_composite_004	Food/concepts.tsv	209	Item	composite-dishes	industrial	ingredient_industrial_food_composite_004	food	PreparedFood	Food and Drink;Era / Industrial Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_industrial_food_composite_004	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrial_food_composite_005	Food/concepts.tsv	210	Item	composite-dishes	industrial	ingredient_industrial_food_composite_005	food	PreparedFood	Food and Drink;Era / Industrial Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_industrial_food_composite_005	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	modern_food_composite_001	Food/concepts.tsv	211	Item	composite-dishes	modern	ingredient_modern_food_composite_001	food	PreparedFood	Food and Drink;Era / Modern Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_modern_food_composite_001	failure_food_unusable	evidence_composite-dishes	modern_food_serving_airline_tray	DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	modern_food_composite_002	Food/concepts.tsv	212	Item	composite-dishes	modern	ingredient_modern_food_composite_002	food	PreparedFood	Food and Drink;Era / Modern Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_modern_food_composite_002	failure_food_unusable	evidence_composite-dishes	modern_food_serving_office_lunch	DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	modern_food_composite_003	Food/concepts.tsv	213	Item	composite-dishes	modern	ingredient_modern_food_composite_003	food	PreparedFood	Food and Drink;Era / Modern Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_modern_food_composite_003	failure_food_unusable	evidence_composite-dishes	modern_food_serving_drive_in	DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	modern_food_composite_004	Food/concepts.tsv	214	Item	composite-dishes	modern	ingredient_modern_food_composite_004	food	PreparedFood	Food and Drink;Era / Modern Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_modern_food_composite_004	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	modern_food_composite_005	Food/concepts.tsv	215	Item	composite-dishes	modern	ingredient_modern_food_composite_005	food	PreparedFood	Food and Drink;Era / Modern Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_modern_food_composite_005	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	modern_food_composite_006	Food/concepts.tsv	216	Item	composite-dishes	modern	ingredient_modern_food_composite_006	food	PreparedFood	Food and Drink;Era / Modern Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_modern_food_composite_006	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	modern_food_composite_007	Food/concepts.tsv	217	Item	composite-dishes	modern	ingredient_modern_food_composite_007	food	PreparedFood	Food and Drink;Era / Modern Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_modern_food_composite_007	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	modern_food_composite_008	Food/concepts.tsv	218	Item	composite-dishes	modern	ingredient_modern_food_composite_008	food	PreparedFood	Food and Drink;Era / Modern Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_modern_food_composite_008	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	modern_food_composite_009	Food/concepts.tsv	219	Item	composite-dishes	modern	ingredient_modern_food_composite_009	food	PreparedFood	Food and Drink;Era / Modern Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_modern_food_composite_009	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	nuclear_food_composite_001	Food/concepts.tsv	220	Item	composite-dishes	nuclear	ingredient_nuclear_food_composite_001	food	PreparedFood	Food and Drink;Era / Nuclear Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_nuclear_food_composite_001	failure_food_unusable	evidence_composite-dishes	nuclear_food_serving_factory_night	DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	nuclear_food_composite_002	Food/concepts.tsv	221	Item	composite-dishes	nuclear	ingredient_nuclear_food_composite_002	food	PreparedFood	Food and Drink;Era / Nuclear Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_nuclear_food_composite_002	failure_food_unusable	evidence_composite-dishes	nuclear_food_serving_frozen_dinner	DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	nuclear_food_composite_003	Food/concepts.tsv	222	Item	composite-dishes	nuclear	ingredient_nuclear_food_composite_003	food	PreparedFood	Food and Drink;Era / Nuclear Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_nuclear_food_composite_003	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	information_food_composite_001	Food/concepts.tsv	223	Item	composite-dishes	information	ingredient_information_food_composite_001	food	PreparedFood	Food and Drink;Era / Information Age Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_information_food_composite_001	failure_food_unusable	evidence_composite-dishes	information_food_serving_office_delivery	DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	information_food_composite_002	Food/concepts.tsv	224	Item	composite-dishes	information	ingredient_information_food_composite_002	food	PreparedFood	Food and Drink;Era / Information Age Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_information_food_composite_002	failure_food_unusable	evidence_composite-dishes	information_food_serving_plant_cafe	DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	information_food_composite_003	Food/concepts.tsv	225	Item	composite-dishes	information	ingredient_information_food_composite_003	food	PreparedFood	Food and Drink;Era / Information Age Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_information_food_composite_003	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	information_food_composite_004	Food/concepts.tsv	226	Item	composite-dishes	information	ingredient_information_food_composite_004	food	PreparedFood	Food and Drink;Era / Information Age Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_information_food_composite_004	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	information_food_composite_005	Food/concepts.tsv	227	Item	composite-dishes	information	ingredient_information_food_composite_005	food	PreparedFood	Food and Drink;Era / Information Age Era	nutrition_composite-dishes	dietary_composite-dishes	freshness_chilled	Food-Borne Illness	route_information_food_composite_005	failure_food_unusable	evidence_composite-dishes		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_preserve_condiment_001	Food/concepts.tsv	228	Item	preserves-and-condiments	industrial;modern;nuclear;information	ingredient_industrialised_food_preserve_condiment_001	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_preserves-and-condiments	dietary_preserves-and-condiments	freshness_shelf		route_industrialised_food_preserve_condiment_001	failure_food_unusable	evidence_preserves-and-condiments	industrial_food_serving_naval_watch	DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_preserve_condiment_002	Food/concepts.tsv	229	Item	preserves-and-condiments	industrial;modern;nuclear;information	ingredient_industrialised_food_preserve_condiment_002	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_preserves-and-condiments	dietary_preserves-and-condiments	freshness_shelf		route_industrialised_food_preserve_condiment_002	failure_food_unusable	evidence_preserves-and-condiments	industrial_food_serving_railway_worker	DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_preserve_condiment_003	Food/concepts.tsv	230	Item	preserves-and-condiments	industrial;modern;nuclear;information	ingredient_industrialised_food_preserve_condiment_003	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_preserves-and-condiments	dietary_preserves-and-condiments	freshness_shelf		route_industrialised_food_preserve_condiment_003	failure_food_unusable	evidence_preserves-and-condiments	modern_food_serving_migrant_household	DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_preserve_condiment_004	Food/concepts.tsv	231	Item	preserves-and-condiments	industrial;modern;nuclear;information	ingredient_industrialised_food_preserve_condiment_004	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_preserves-and-condiments	dietary_preserves-and-condiments	freshness_shelf		route_industrialised_food_preserve_condiment_004	failure_food_unusable	evidence_preserves-and-condiments		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_preserve_condiment_005	Food/concepts.tsv	232	Item	preserves-and-condiments	industrial;modern;nuclear;information	ingredient_industrialised_food_preserve_condiment_005	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_preserves-and-condiments	dietary_preserves-and-condiments	freshness_shelf		route_industrialised_food_preserve_condiment_005	failure_food_unusable	evidence_preserves-and-condiments		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_preserve_condiment_006	Food/concepts.tsv	233	Item	preserves-and-condiments	industrial;modern;nuclear;information	ingredient_industrialised_food_preserve_condiment_006	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_preserves-and-condiments	dietary_preserves-and-condiments	freshness_shelf		route_industrialised_food_preserve_condiment_006	failure_food_unusable	evidence_preserves-and-condiments		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_preserve_condiment_007	Food/concepts.tsv	234	Item	preserves-and-condiments	industrial;modern;nuclear;information	ingredient_industrialised_food_preserve_condiment_007	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_preserves-and-condiments	dietary_preserves-and-condiments	freshness_shelf		route_industrialised_food_preserve_condiment_007	failure_food_unusable	evidence_preserves-and-condiments		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_preserve_condiment_008	Food/concepts.tsv	235	Item	preserves-and-condiments	industrial;modern;nuclear;information	ingredient_industrialised_food_preserve_condiment_008	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_preserves-and-condiments	dietary_preserves-and-condiments	freshness_shelf		route_industrialised_food_preserve_condiment_008	failure_food_unusable	evidence_preserves-and-condiments		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_preserve_condiment_009	Food/concepts.tsv	236	Item	preserves-and-condiments	industrial;modern;nuclear;information	ingredient_industrialised_food_preserve_condiment_009	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_preserves-and-condiments	dietary_preserves-and-condiments	freshness_shelf		route_industrialised_food_preserve_condiment_009	failure_food_unusable	evidence_preserves-and-condiments		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_preserve_condiment_010	Food/concepts.tsv	237	Item	preserves-and-condiments	industrial;modern;nuclear;information	ingredient_industrialised_food_preserve_condiment_010	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_preserves-and-condiments	dietary_preserves-and-condiments	freshness_shelf		route_industrialised_food_preserve_condiment_010	failure_food_unusable	evidence_preserves-and-condiments		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_preserve_condiment_011	Food/concepts.tsv	238	Item	preserves-and-condiments	industrial;modern;nuclear;information	ingredient_industrialised_food_preserve_condiment_011	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_preserves-and-condiments	dietary_preserves-and-condiments	freshness_shelf		route_industrialised_food_preserve_condiment_011	failure_food_unusable	evidence_preserves-and-condiments		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_preserve_condiment_012	Food/concepts.tsv	239	Item	preserves-and-condiments	industrial;modern;nuclear;information	ingredient_industrialised_food_preserve_condiment_012	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_preserves-and-condiments	dietary_preserves-and-condiments	freshness_shelf		route_industrialised_food_preserve_condiment_012	failure_food_unusable	evidence_preserves-and-condiments		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
