unique_reference,owner_era,availability,family,subfamily,culture_admission,noun,sdesc,material,size,quality,weight_g,cost,tags,components,craft_category,craft_trait,builder_notes
renaissance_jewellery_iba_pin_41,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Iberian Atlantic,pin,a geometric carnelian pin,carnelian,Tiny,Standard,69,62,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pins; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Iberian Atlantic,Holdable; Wear_Pin; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Iberian Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_iba_hairpin_42,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Iberian Atlantic,hairpin,a cloud lapis lazuli hairpin,lapis lazuli,Tiny,Good,76,71,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Iberian Atlantic,Holdable; Wear_Hairpin; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Iberian Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_iba_circlet_43,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Iberian Atlantic,circlet,a shell turquoise circlet,turquoise,Tiny,Good,83,80,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Circlets; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Iberian Atlantic,Holdable; Wear_Circlet; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Iberian Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_iba_diadem_44,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Iberian Atlantic,diadem,a reed jade diadem,jade,Tiny,Standard,90,89,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Diadems; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Iberian Atlantic,Holdable; Wear_Diadem; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Iberian Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_iba_waist_chain_45,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Iberian Atlantic,waist chain,a rosette quartz waist chain,quartz,Tiny,VeryGood,20,98,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Waist Chains; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Iberian Atlantic,Holdable; Wear_Waist_Chain; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Iberian Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_iba_belt_ornament_46,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Iberian Atlantic,belt ornament,a checker faience belt ornament,faience,Tiny,Good,27,107,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Belt Ornaments; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Iberian Atlantic,Holdable; Wear_Belt_Ornament; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Renaissance personal adornment catalogue; culture admission Iberian Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_iba_badge_47,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Iberian Atlantic,badge,a braided pewter badge,pewter,Tiny,Standard,34,116,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Iberian Atlantic,Holdable; Wear_Badge; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Iberian Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_iba_temple_ring_48,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Iberian Atlantic,temple ring,a radiating copper temple ring,copper,Tiny,Poor,41,125,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Temple Rings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Iberian Atlantic,Holdable; Wear_Temple_Rings; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Iberian Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_iba_torc_49,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Iberian Atlantic,torc,a leaf-scroll bronze torc,bronze,Tiny,Standard,48,134,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Torcs; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Iberian Atlantic,Holdable; Wear_Torc; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Iberian Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_iba_wreath_50,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Iberian Atlantic,wreath,a sunburst silver wreath,silver,Tiny,Good,55,143,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Wreaths; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Iberian Atlantic,Holdable; Wear_Wreath; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Iberian Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_iba_prayer_beads_51,Renaissance,Renaissance,Jewellery & devotional,personal devotional,Iberian Atlantic,prayer bead strand,a water-wave gold prayer bead strand,gold,Tiny,Good,62,152,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bead Strings; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Iberian Atlantic,Holdable; Wear_Necklace; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal devotional catalogue; culture admission Iberian Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_iba_devotional_medal_52,Renaissance,Renaissance,Jewellery & devotional,personal devotional,Iberian Atlantic,devotional medal,a knotted brass devotional medal,brass,Tiny,Standard,69,8,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pendants; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Iberian Atlantic,Holdable; Wear_Necklace; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal devotional catalogue; culture admission Iberian Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_iba_devotional_badge_53,Renaissance,Renaissance,Jewellery & devotional,personal devotional,Iberian Atlantic,devotional badge,a flower-head glass devotional badge,glass,Tiny,VeryGood,76,17,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Iberian Atlantic,Holdable; Wear_Badge; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Renaissance personal devotional catalogue; culture admission Iberian Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_iba_prayer_cord_54,Renaissance,Renaissance,Jewellery & devotional,personal devotional,Iberian Atlantic,prayer cord,a star linen prayer cord,linen,Tiny,Good,83,26,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Neck Garlands; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Iberian Atlantic,Holdable; Wear_Neck_Garland; Destroyable_Clothing,Jewellery and devotional work,Weaving,Renaissance personal devotional catalogue; culture admission Iberian Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_iba_votive_token_55,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,Iberian Atlantic,votive token,a bird shell votive token,shell,Small,Standard,90,35,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Iberian Atlantic,Holdable; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance institutional devotional catalogue; culture admission Iberian Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_iba_scripture_box_56,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,Iberian Atlantic,small scripture box,a vine ivory small scripture box,ivory,Small,Poor,20,44,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Iberian Atlantic,Holdable; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance institutional devotional catalogue; culture admission Iberian Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_iba_offering_bowl_57,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,Iberian Atlantic,offering bowl,a geometric bronze offering bowl,bronze,Small,Standard,27,53,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Iberian Atlantic,Holdable; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance institutional devotional catalogue; culture admission Iberian Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_iba_incense_holder_58,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,Iberian Atlantic,incense holder,a cloud brass incense holder,brass,Small,Good,34,62,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Iberian Atlantic,Holdable; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance institutional devotional catalogue; culture admission Iberian Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_iba_portable_panel_59,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,Iberian Atlantic,small devotional panel,a shell wood small devotional panel,wood,Small,Good,41,71,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Iberian Atlantic,Holdable; Destroyable_Misc,Jewellery and devotional work,Carpentry,Renaissance institutional devotional catalogue; culture admission Iberian Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_iba_processional_ornament_60,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,Iberian Atlantic,processional ornament,a reed pewter processional ornament,pewter,Small,Standard,48,80,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Iberian Atlantic,Holdable; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance institutional devotional catalogue; culture admission Iberian Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_cen_ring_61,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Central European,ring,a rosette agate ring,agate,Tiny,VeryGood,55,89,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Central European,Holdable; Wear_Ring; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Central European; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_cen_signet_ring_62,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Central European,ring,a checker carnelian ring,carnelian,Tiny,VeryGood,62,98,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Central European,Holdable; Wear_Ring; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Central European; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_cen_pendant_63,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Central European,pendant,a braided lapis lazuli pendant,lapis lazuli,Tiny,Standard,69,107,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pendants; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Central European,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Central European; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_cen_bead_necklace_64,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Central European,necklace,a radiating turquoise necklace,turquoise,Tiny,Poor,76,116,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bead Strings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Central European,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Central European; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_cen_chain_necklace_65,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Central European,necklace,a leaf-scroll jade necklace,jade,Tiny,Standard,83,125,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Necklaces; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Central European,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Central European; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_cen_bracelet_66,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Central European,bracelet,a sunburst quartz bracelet,quartz,Tiny,Good,90,134,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bracelets; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Central European,Holdable; Wear_Bracelet; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Central European; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_cen_armlet_67,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Central European,armlet,a water-wave faience armlet,faience,Tiny,Good,20,143,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Armlets; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Central European,Holdable; Wear_Armlet; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Renaissance personal adornment catalogue; culture admission Central European; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_cen_anklet_68,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Central European,anklet,a knotted pewter anklet,pewter,Tiny,Standard,27,152,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Anklets; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Central European,Holdable; Wear_Anklet; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Central European; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_cen_earrings_69,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Central European,earrings,a flower-head copper earrings,copper,Tiny,VeryGood,34,8,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Central European,Holdable; Wear_Earrings; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Central European; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_cen_brooch_70,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Central European,brooch,a star bronze brooch,bronze,Tiny,Good,41,17,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Brooches; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Central European,Holdable; Wear_Brooch; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Central European; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_cen_pin_71,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Central European,pin,a bird silver pin,silver,Tiny,Standard,48,26,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pins; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Central European,Holdable; Wear_Pin; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Central European; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_cen_hairpin_72,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Central European,hairpin,a vine gold hairpin,gold,Tiny,Poor,55,35,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Central European,Holdable; Wear_Hairpin; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Central European; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_cen_circlet_73,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Central European,circlet,a geometric brass circlet,brass,Tiny,Standard,62,44,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Circlets; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Central European,Holdable; Wear_Circlet; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Central European; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_cen_diadem_74,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Central European,diadem,a cloud glass diadem,glass,Tiny,Good,69,53,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Diadems; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Central European,Holdable; Wear_Diadem; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Renaissance personal adornment catalogue; culture admission Central European; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_cen_waist_chain_75,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Central European,waist chain,a shell bone waist chain,bone,Tiny,Good,76,62,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Waist Chains; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Central European,Holdable; Wear_Waist_Chain; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance personal adornment catalogue; culture admission Central European; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_cen_belt_ornament_76,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Central European,belt ornament,a reed shell belt ornament,shell,Tiny,Standard,83,71,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Belt Ornaments; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Central European,Holdable; Wear_Belt_Ornament; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance personal adornment catalogue; culture admission Central European; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_cen_badge_77,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Central European,badge,a rosette ivory badge,ivory,Tiny,VeryGood,90,80,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Central European,Holdable; Wear_Badge; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance personal adornment catalogue; culture admission Central European; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_cen_temple_ring_78,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Central European,temple ring,a checker pearl temple ring,pearl,Tiny,Good,20,89,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Temple Rings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Central European,Holdable; Wear_Temple_Rings; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Central European; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_cen_torc_79,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Central European,torc,a braided amber torc,amber,Tiny,Standard,27,98,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Torcs; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Central European,Holdable; Wear_Torc; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Central European; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_cen_wreath_80,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Central European,wreath,a radiating coral wreath,coral,Tiny,Poor,34,107,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Wreaths; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Central European,Holdable; Wear_Wreath; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance personal adornment catalogue; culture admission Central European; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_cen_prayer_beads_81,Renaissance,Renaissance,Jewellery & devotional,personal devotional,Central European,prayer bead strand,a leaf-scroll garnet prayer bead strand,garnet,Tiny,Standard,41,116,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bead Strings; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Central European,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal devotional catalogue; culture admission Central European; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_cen_devotional_medal_82,Renaissance,Renaissance,Jewellery & devotional,personal devotional,Central European,devotional medal,a sunburst agate devotional medal,agate,Tiny,Good,48,125,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pendants; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Central European,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal devotional catalogue; culture admission Central European; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_cen_devotional_badge_83,Renaissance,Renaissance,Jewellery & devotional,personal devotional,Central European,devotional badge,a water-wave carnelian devotional badge,carnelian,Tiny,Good,55,134,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Central European,Holdable; Wear_Badge; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal devotional catalogue; culture admission Central European; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_cen_prayer_cord_84,Renaissance,Renaissance,Jewellery & devotional,personal devotional,Central European,prayer cord,a knotted linen prayer cord,linen,Tiny,Standard,62,143,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Neck Garlands; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Central European,Holdable; Wear_Neck_Garland; Destroyable_Clothing,Jewellery and devotional work,Weaving,Renaissance personal devotional catalogue; culture admission Central European; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_cen_votive_token_85,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,Central European,votive token,a flower-head turquoise votive token,turquoise,Small,VeryGood,69,152,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Central European,Holdable; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance institutional devotional catalogue; culture admission Central European; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_cen_scripture_box_86,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,Central European,small scripture box,a star jade small scripture box,jade,Small,Good,76,8,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Central European,Holdable; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance institutional devotional catalogue; culture admission Central European; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_cen_offering_bowl_87,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,Central European,offering bowl,a bird silver offering bowl,silver,Small,Standard,83,17,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Central European,Holdable; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance institutional devotional catalogue; culture admission Central European; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_cen_incense_holder_88,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,Central European,incense holder,a vine pewter incense holder,pewter,Small,Poor,90,26,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Central European,Holdable; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance institutional devotional catalogue; culture admission Central European; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_cen_portable_panel_89,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,Central European,small devotional panel,a geometric wood small devotional panel,wood,Small,Standard,20,35,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Central European,Holdable; Destroyable_Misc,Jewellery and devotional work,Carpentry,Renaissance institutional devotional catalogue; culture admission Central European; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_cen_processional_ornament_90,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,Central European,processional ornament,a cloud brass processional ornament,brass,Small,Good,27,44,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Central European,Holdable; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance institutional devotional catalogue; culture admission Central European; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
