unique_reference,sdesc,fdesc
earlymodern_jewellery_rus_wreath_180,a knotted bronze wreath,The bronze wreath is worked into a knotted pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_ott_ring_181,a cloud faience ring,The faience ring is worked into a cloud pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_ott_signet_ring_182,a shell pewter ring,The pewter ring is worked into a shell pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_ott_pendant_183,a reed copper pendant,The copper pendant is worked into a reed pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_ott_bead_necklace_184,a rosette bronze necklace,The bronze necklace is worked into a rosette pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_ott_chain_necklace_185,a checker silver necklace,The silver necklace is worked into a checker pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_ott_bracelet_186,a braided gold bracelet,The gold bracelet is worked into a braided pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_ott_armlet_187,a radiating brass armlet,The brass armlet is worked into a radiating pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_ott_anklet_188,a leaf-scroll glass anklet,The glass anklet is worked into a leaf-scroll pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_ott_earrings_189,a sunburst bone earrings,The bone earrings is worked into a sunburst pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_ott_brooch_190,a water-wave shell brooch,The shell brooch is worked into a water-wave pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_ott_pin_191,a knotted ivory pin,The ivory pin is worked into a knotted pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_ott_hairpin_192,a flower-head pearl hairpin,The pearl hairpin is worked into a flower-head pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_ott_circlet_193,a star amber circlet,The amber circlet is worked into a star pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_ott_diadem_194,a bird coral diadem,The coral diadem is worked into a bird pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_ott_waist_chain_195,a vine garnet waist chain,The garnet waist chain is worked into a vine pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_ott_belt_ornament_196,a geometric agate belt ornament,The agate belt ornament is worked into a geometric pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_ott_badge_197,a cloud carnelian badge,The carnelian badge is worked into a cloud pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_ott_temple_ring_198,a shell lapis lazuli temple ring,The lapis lazuli temple ring is worked into a shell pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_ott_torc_199,a reed turquoise torc,The turquoise torc is worked into a reed pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_ott_wreath_200,a rosette jade wreath,The jade wreath is worked into a rosette pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mag_ring_201,a shell garnet ring,The garnet ring is worked into a shell pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mag_signet_ring_202,a reed agate ring,The agate ring is worked into a reed pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mag_pendant_203,a rosette carnelian pendant,The carnelian pendant is worked into a rosette pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mag_bead_necklace_204,a checker lapis lazuli necklace,The lapis lazuli necklace is worked into a checker pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mag_chain_necklace_205,a braided turquoise necklace,The turquoise necklace is worked into a braided pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mag_bracelet_206,a radiating jade bracelet,The jade bracelet is worked into a radiating pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mag_armlet_207,a leaf-scroll quartz armlet,The quartz armlet is worked into a leaf-scroll pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mag_anklet_208,a sunburst faience anklet,The faience anklet is worked into a sunburst pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mag_earrings_209,a water-wave pewter earrings,The pewter earrings is worked into a water-wave pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mag_brooch_210,a knotted copper brooch,The copper brooch is worked into a knotted pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mag_pin_211,a flower-head bronze pin,The bronze pin is worked into a flower-head pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mag_hairpin_212,a star silver hairpin,The silver hairpin is worked into a star pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mag_circlet_213,a bird gold circlet,The gold circlet is worked into a bird pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mag_diadem_214,a vine brass diadem,The brass diadem is worked into a vine pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mag_waist_chain_215,a geometric glass waist chain,The glass waist chain is worked into a geometric pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mag_belt_ornament_216,a cloud bone belt ornament,The bone belt ornament is worked into a cloud pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mag_badge_217,a shell shell badge,The shell badge is worked into a shell pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mag_temple_ring_218,a reed ivory temple ring,The ivory temple ring is worked into a reed pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mag_torc_219,a rosette pearl torc,The pearl torc is worked into a rosette pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mag_wreath_220,a checker amber wreath,The amber wreath is worked into a checker pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_saf_ring_221,a cloud pewter ring,The pewter ring is worked into a cloud pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_saf_signet_ring_222,a shell copper ring,The copper ring is worked into a shell pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_saf_pendant_223,a reed bronze pendant,The bronze pendant is worked into a reed pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_saf_bead_necklace_224,a rosette silver necklace,The silver necklace is worked into a rosette pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_saf_chain_necklace_225,a checker gold necklace,The gold necklace is worked into a checker pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_saf_bracelet_226,a braided brass bracelet,The brass bracelet is worked into a braided pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_saf_armlet_227,a radiating glass armlet,The glass armlet is worked into a radiating pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_saf_anklet_228,a leaf-scroll bone anklet,The bone anklet is worked into a leaf-scroll pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_saf_earrings_229,a sunburst shell earrings,The shell earrings is worked into a sunburst pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_saf_brooch_230,a water-wave ivory brooch,The ivory brooch is worked into a water-wave pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_saf_pin_231,a knotted pearl pin,The pearl pin is worked into a knotted pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_saf_hairpin_232,a flower-head amber hairpin,The amber hairpin is worked into a flower-head pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_saf_circlet_233,a star coral circlet,The coral circlet is worked into a star pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_saf_diadem_234,a bird garnet diadem,The garnet diadem is worked into a bird pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_saf_waist_chain_235,a vine agate waist chain,The agate waist chain is worked into a vine pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_saf_belt_ornament_236,a geometric carnelian belt ornament,The carnelian belt ornament is worked into a geometric pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_saf_badge_237,a cloud lapis lazuli badge,The lapis lazuli badge is worked into a cloud pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_saf_temple_ring_238,a shell turquoise temple ring,The turquoise temple ring is worked into a shell pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_saf_torc_239,a reed jade torc,The jade torc is worked into a reed pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_saf_wreath_240,a rosette quartz wreath,The quartz wreath is worked into a rosette pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mug_ring_241,a cloud shell ring,The shell ring is worked into a cloud pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mug_signet_ring_242,a shell ivory ring,The ivory ring is worked into a shell pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mug_pendant_243,a reed pearl pendant,The pearl pendant is worked into a reed pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mug_bead_necklace_244,a rosette amber necklace,The amber necklace is worked into a rosette pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mug_chain_necklace_245,a checker coral necklace,The coral necklace is worked into a checker pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mug_bracelet_246,a braided garnet bracelet,The garnet bracelet is worked into a braided pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mug_armlet_247,a radiating agate armlet,The agate armlet is worked into a radiating pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mug_anklet_248,a leaf-scroll carnelian anklet,The carnelian anklet is worked into a leaf-scroll pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mug_earrings_249,a sunburst lapis lazuli earrings,The lapis lazuli earrings is worked into a sunburst pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mug_brooch_250,a water-wave turquoise brooch,The turquoise brooch is worked into a water-wave pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mug_pin_251,a knotted jade pin,The jade pin is worked into a knotted pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mug_hairpin_252,a flower-head quartz hairpin,The quartz hairpin is worked into a flower-head pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mug_circlet_253,a star faience circlet,The faience circlet is worked into a star pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mug_diadem_254,a bird pewter diadem,The pewter diadem is worked into a bird pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mug_waist_chain_255,a vine copper waist chain,The copper waist chain is worked into a vine pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mug_belt_ornament_256,a geometric bronze belt ornament,The bronze belt ornament is worked into a geometric pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mug_badge_257,a cloud silver badge,The silver badge is worked into a cloud pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mug_temple_ring_258,a shell gold temple ring,The gold temple ring is worked into a shell pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mug_torc_259,a reed brass torc,The brass torc is worked into a reed pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mug_wreath_260,a rosette glass wreath,The glass wreath is worked into a rosette pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mrd_ring_261,a knotted ivory ring,The ivory ring is worked into a knotted pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mrd_signet_ring_262,a flower-head pearl ring,The pearl ring is worked into a flower-head pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mrd_pendant_263,a star amber pendant,The amber pendant is worked into a star pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mrd_bead_necklace_264,a bird coral necklace,The coral necklace is worked into a bird pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mrd_chain_necklace_265,a vine garnet necklace,The garnet necklace is worked into a vine pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mrd_bracelet_266,a geometric agate bracelet,The agate bracelet is worked into a geometric pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mrd_armlet_267,a cloud carnelian armlet,The carnelian armlet is worked into a cloud pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mrd_anklet_268,a shell lapis lazuli anklet,The lapis lazuli anklet is worked into a shell pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mrd_earrings_269,a reed turquoise earrings,The turquoise earrings is worked into a reed pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mrd_brooch_270,a rosette jade brooch,The jade brooch is worked into a rosette pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mrd_pin_271,a checker quartz pin,The quartz pin is worked into a checker pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mrd_hairpin_272,a braided faience hairpin,The faience hairpin is worked into a braided pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mrd_circlet_273,a radiating pewter circlet,The pewter circlet is worked into a radiating pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mrd_diadem_274,a leaf-scroll copper diadem,The copper diadem is worked into a leaf-scroll pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mrd_waist_chain_275,a sunburst bronze waist chain,The bronze waist chain is worked into a sunburst pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mrd_belt_ornament_276,a water-wave silver belt ornament,The silver belt ornament is worked into a water-wave pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mrd_badge_277,a knotted gold badge,The gold badge is worked into a knotted pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mrd_temple_ring_278,a flower-head brass temple ring,The brass temple ring is worked into a flower-head pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mrd_torc_279,a star glass torc,The glass torc is worked into a star pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_mrd_wreath_280,a bird bone wreath,The bone wreath is worked into a bird pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_sic_ring_281,a bird garnet ring,The garnet ring is worked into a bird pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_sic_signet_ring_282,a vine agate ring,The agate ring is worked into a vine pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_sic_pendant_283,a geometric carnelian pendant,The carnelian pendant is worked into a geometric pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_sic_bead_necklace_284,a cloud lapis lazuli necklace,The lapis lazuli necklace is worked into a cloud pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_sic_chain_necklace_285,a shell turquoise necklace,The turquoise necklace is worked into a shell pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_sic_bracelet_286,a reed jade bracelet,The jade bracelet is worked into a reed pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_sic_armlet_287,a rosette quartz armlet,The quartz armlet is worked into a rosette pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_sic_anklet_288,a checker faience anklet,The faience anklet is worked into a checker pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_sic_earrings_289,a braided pewter earrings,The pewter earrings is worked into a braided pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_sic_brooch_290,a radiating copper brooch,The copper brooch is worked into a radiating pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_sic_pin_291,a leaf-scroll bronze pin,The bronze pin is worked into a leaf-scroll pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_sic_hairpin_292,a sunburst silver hairpin,The silver hairpin is worked into a sunburst pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_sic_circlet_293,a water-wave gold circlet,The gold circlet is worked into a water-wave pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_sic_diadem_294,a knotted brass diadem,The brass diadem is worked into a knotted pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_sic_waist_chain_295,a flower-head glass waist chain,The glass waist chain is worked into a flower-head pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_sic_belt_ornament_296,a star bone belt ornament,The bone belt ornament is worked into a star pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_sic_badge_297,a bird shell badge,The shell badge is worked into a bird pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_sic_temple_ring_298,a vine ivory temple ring,The ivory temple ring is worked into a vine pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_sic_torc_299,a geometric pearl torc,The pearl torc is worked into a geometric pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_sic_wreath_300,a cloud amber wreath,The amber wreath is worked into a cloud pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_qing_ring_301,a shell turquoise ring,The turquoise ring is worked into a shell pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_qing_signet_ring_302,a reed jade ring,The jade ring is worked into a reed pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_qing_pendant_303,a rosette quartz pendant,The quartz pendant is worked into a rosette pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_qing_bead_necklace_304,a checker faience necklace,The faience necklace is worked into a checker pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_qing_chain_necklace_305,a braided pewter necklace,The pewter necklace is worked into a braided pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_qing_bracelet_306,a radiating copper bracelet,The copper bracelet is worked into a radiating pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_qing_armlet_307,a leaf-scroll bronze armlet,The bronze armlet is worked into a leaf-scroll pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_qing_anklet_308,a sunburst silver anklet,The silver anklet is worked into a sunburst pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_qing_earrings_309,a water-wave gold earrings,The gold earrings is worked into a water-wave pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_qing_brooch_310,a knotted brass brooch,The brass brooch is worked into a knotted pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_qing_pin_311,a flower-head glass pin,The glass pin is worked into a flower-head pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_qing_hairpin_312,a star bone hairpin,The bone hairpin is worked into a star pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_qing_circlet_313,a bird shell circlet,The shell circlet is worked into a bird pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_qing_diadem_314,a vine ivory diadem,The ivory diadem is worked into a vine pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_qing_waist_chain_315,a geometric pearl waist chain,The pearl waist chain is worked into a geometric pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_qing_belt_ornament_316,a cloud amber belt ornament,The amber belt ornament is worked into a cloud pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_qing_badge_317,a shell coral badge,The coral badge is worked into a shell pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
