unique_reference,owner_era,availability,family,subfamily,culture_admission,noun,sdesc,material,size,quality,weight_g,cost,tags,components,craft_category,craft_trait,builder_notes
earlymodern_jewellery_jos_temple_ring_358,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Joseon Korea,temple ring,a cloud garnet temple ring,garnet,Tiny,Good,55,8,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Temple Rings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Temple_Rings; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Joseon Korea; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_jos_torc_359,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Joseon Korea,torc,a shell agate torc,agate,Tiny,Standard,62,17,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Torcs; Market / Jewellery / Standard Jewellery,Holdable; Wear_Torc; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Joseon Korea; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_jos_wreath_360,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Joseon Korea,wreath,a reed carnelian wreath,carnelian,Tiny,Poor,69,26,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Wreaths; Market / Jewellery / Standard Jewellery,Holdable; Wear_Wreath; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Joseon Korea; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_edo_ring_361,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Edo Japan,ring,a knotted garnet ring,garnet,Tiny,Standard,76,35,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Ring; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Edo Japan; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_edo_signet_ring_362,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Edo Japan,ring,a flower-head agate ring,agate,Tiny,VeryGood,83,44,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Ring; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Edo Japan; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_edo_pendant_363,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Edo Japan,pendant,a star carnelian pendant,carnelian,Tiny,Good,90,53,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pendants; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Edo Japan; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_edo_bead_necklace_364,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Edo Japan,necklace,a bird lapis lazuli necklace,lapis lazuli,Tiny,Standard,20,62,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bead Strings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Edo Japan; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_edo_chain_necklace_365,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Edo Japan,necklace,a vine turquoise necklace,turquoise,Tiny,VeryGood,27,71,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Necklaces; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Edo Japan; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_edo_bracelet_366,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Edo Japan,bracelet,a geometric jade bracelet,jade,Tiny,Good,34,80,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bracelets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Bracelet; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Edo Japan; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_edo_armlet_367,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Edo Japan,armlet,a cloud quartz armlet,quartz,Tiny,Standard,41,89,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Armlets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Armlet; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Edo Japan; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_edo_anklet_368,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Edo Japan,anklet,a shell faience anklet,faience,Tiny,Poor,48,98,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Anklets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Anklet; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Early Modern personal adornment catalogue; culture admission Edo Japan; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_edo_earrings_369,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Edo Japan,earrings,a reed pewter earrings,pewter,Tiny,Standard,55,107,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Earrings; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Edo Japan; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_edo_brooch_370,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Edo Japan,brooch,a rosette copper brooch,copper,Tiny,Good,62,116,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Brooches; Market / Jewellery / Standard Jewellery,Holdable; Wear_Brooch; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Edo Japan; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_edo_pin_371,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Edo Japan,pin,a checker bronze pin,bronze,Tiny,Good,69,125,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pins; Market / Jewellery / Standard Jewellery,Holdable; Wear_Pin; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Edo Japan; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_edo_hairpin_372,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Edo Japan,hairpin,a braided silver hairpin,silver,Tiny,Standard,76,134,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Standard Jewellery,Holdable; Wear_Hairpin; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Edo Japan; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_edo_circlet_373,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Edo Japan,circlet,a radiating gold circlet,gold,Tiny,VeryGood,83,143,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Circlets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Circlet; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Edo Japan; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_edo_diadem_374,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Edo Japan,diadem,a leaf-scroll brass diadem,brass,Tiny,Good,90,152,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Diadems; Market / Jewellery / Standard Jewellery,Holdable; Wear_Diadem; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Edo Japan; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_edo_waist_chain_375,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Edo Japan,waist chain,a sunburst glass waist chain,glass,Tiny,Standard,20,8,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Waist Chains; Market / Jewellery / Standard Jewellery,Holdable; Wear_Waist_Chain; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Early Modern personal adornment catalogue; culture admission Edo Japan; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_edo_belt_ornament_376,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Edo Japan,belt ornament,a water-wave bone belt ornament,bone,Tiny,Poor,27,17,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Belt Ornaments; Market / Jewellery / Standard Jewellery,Holdable; Wear_Belt_Ornament; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Early Modern personal adornment catalogue; culture admission Edo Japan; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_edo_badge_377,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Edo Japan,badge,a knotted shell badge,shell,Tiny,Standard,34,26,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Standard Jewellery,Holdable; Wear_Badge; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Early Modern personal adornment catalogue; culture admission Edo Japan; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_edo_temple_ring_378,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Edo Japan,temple ring,a flower-head ivory temple ring,ivory,Tiny,Good,41,35,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Temple Rings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Temple_Rings; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Early Modern personal adornment catalogue; culture admission Edo Japan; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_edo_torc_379,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Edo Japan,torc,a star pearl torc,pearl,Tiny,Good,48,44,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Torcs; Market / Jewellery / Standard Jewellery,Holdable; Wear_Torc; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Edo Japan; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_edo_wreath_380,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Edo Japan,wreath,a bird amber wreath,amber,Tiny,Standard,55,53,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Wreaths; Market / Jewellery / Standard Jewellery,Holdable; Wear_Wreath; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Edo Japan; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ryu_ring_381,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Ryukyu maritime East Asia,ring,a vine bone ring,bone,Tiny,VeryGood,62,62,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Ring; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Early Modern personal adornment catalogue; culture admission Ryukyu maritime East Asia; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ryu_signet_ring_382,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Ryukyu maritime East Asia,ring,a geometric shell ring,shell,Tiny,Good,69,71,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Ring; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Early Modern personal adornment catalogue; culture admission Ryukyu maritime East Asia; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ryu_pendant_383,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Ryukyu maritime East Asia,pendant,a cloud ivory pendant,ivory,Tiny,Standard,76,80,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pendants; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Early Modern personal adornment catalogue; culture admission Ryukyu maritime East Asia; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ryu_bead_necklace_384,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Ryukyu maritime East Asia,necklace,a shell pearl necklace,pearl,Tiny,Poor,83,89,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bead Strings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Ryukyu maritime East Asia; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ryu_chain_necklace_385,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Ryukyu maritime East Asia,necklace,a reed amber necklace,amber,Tiny,Standard,90,98,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Necklaces; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Ryukyu maritime East Asia; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ryu_bracelet_386,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Ryukyu maritime East Asia,bracelet,a rosette coral bracelet,coral,Tiny,Good,20,107,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bracelets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Bracelet; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Early Modern personal adornment catalogue; culture admission Ryukyu maritime East Asia; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ryu_armlet_387,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Ryukyu maritime East Asia,armlet,a checker garnet armlet,garnet,Tiny,Good,27,116,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Armlets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Armlet; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Ryukyu maritime East Asia; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ryu_anklet_388,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Ryukyu maritime East Asia,anklet,a braided agate anklet,agate,Tiny,Standard,34,125,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Anklets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Anklet; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Ryukyu maritime East Asia; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ryu_earrings_389,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Ryukyu maritime East Asia,earrings,a radiating carnelian earrings,carnelian,Tiny,VeryGood,41,134,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Earrings; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Ryukyu maritime East Asia; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ryu_brooch_390,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Ryukyu maritime East Asia,brooch,a leaf-scroll lapis lazuli brooch,lapis lazuli,Tiny,Good,48,143,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Brooches; Market / Jewellery / Standard Jewellery,Holdable; Wear_Brooch; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Ryukyu maritime East Asia; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ryu_pin_391,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Ryukyu maritime East Asia,pin,a sunburst turquoise pin,turquoise,Tiny,Standard,55,152,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pins; Market / Jewellery / Standard Jewellery,Holdable; Wear_Pin; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Ryukyu maritime East Asia; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ryu_hairpin_392,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Ryukyu maritime East Asia,hairpin,a water-wave jade hairpin,jade,Tiny,Poor,62,8,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Standard Jewellery,Holdable; Wear_Hairpin; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Ryukyu maritime East Asia; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ryu_circlet_393,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Ryukyu maritime East Asia,circlet,a knotted quartz circlet,quartz,Tiny,Standard,69,17,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Circlets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Circlet; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Ryukyu maritime East Asia; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ryu_diadem_394,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Ryukyu maritime East Asia,diadem,a flower-head faience diadem,faience,Tiny,Good,76,26,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Diadems; Market / Jewellery / Standard Jewellery,Holdable; Wear_Diadem; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Early Modern personal adornment catalogue; culture admission Ryukyu maritime East Asia; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ryu_waist_chain_395,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Ryukyu maritime East Asia,waist chain,a star pewter waist chain,pewter,Tiny,Good,83,35,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Waist Chains; Market / Jewellery / Standard Jewellery,Holdable; Wear_Waist_Chain; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Ryukyu maritime East Asia; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ryu_belt_ornament_396,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Ryukyu maritime East Asia,belt ornament,a bird copper belt ornament,copper,Tiny,Standard,90,44,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Belt Ornaments; Market / Jewellery / Standard Jewellery,Holdable; Wear_Belt_Ornament; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Ryukyu maritime East Asia; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ryu_badge_397,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Ryukyu maritime East Asia,badge,a vine bronze badge,bronze,Tiny,VeryGood,20,53,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Standard Jewellery,Holdable; Wear_Badge; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Ryukyu maritime East Asia; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ryu_temple_ring_398,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Ryukyu maritime East Asia,temple ring,a geometric silver temple ring,silver,Tiny,Good,27,62,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Temple Rings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Temple_Rings; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Ryukyu maritime East Asia; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ryu_torc_399,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Ryukyu maritime East Asia,torc,a cloud gold torc,gold,Tiny,Standard,34,71,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Torcs; Market / Jewellery / Standard Jewellery,Holdable; Wear_Torc; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Ryukyu maritime East Asia; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ryu_wreath_400,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Ryukyu maritime East Asia,wreath,a shell brass wreath,brass,Tiny,Poor,41,80,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Wreaths; Market / Jewellery / Standard Jewellery,Holdable; Wear_Wreath; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Ryukyu maritime East Asia; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_sea_ring_401,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mainland South-east Asian courts,ring,a leaf-scroll garnet ring,garnet,Tiny,Standard,48,89,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Ring; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_sea_signet_ring_402,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mainland South-east Asian courts,ring,a sunburst agate ring,agate,Tiny,Excellent,55,98,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Ring; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_sea_pendant_403,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mainland South-east Asian courts,pendant,a water-wave carnelian pendant,carnelian,Tiny,Good,62,107,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pendants; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_sea_bead_necklace_404,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mainland South-east Asian courts,necklace,a knotted lapis lazuli necklace,lapis lazuli,Tiny,Standard,69,116,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bead Strings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_sea_chain_necklace_405,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mainland South-east Asian courts,necklace,a flower-head turquoise necklace,turquoise,Tiny,VeryGood,76,125,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Necklaces; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_sea_bracelet_406,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mainland South-east Asian courts,bracelet,a star jade bracelet,jade,Tiny,Good,83,134,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bracelets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Bracelet; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_sea_armlet_407,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mainland South-east Asian courts,armlet,a bird quartz armlet,quartz,Tiny,Standard,90,143,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Armlets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Armlet; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_sea_anklet_408,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mainland South-east Asian courts,anklet,a vine faience anklet,faience,Tiny,Poor,20,152,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Anklets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Anklet; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Early Modern personal adornment catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_sea_earrings_409,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mainland South-east Asian courts,earrings,a geometric pewter earrings,pewter,Tiny,Standard,27,8,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Earrings; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
