unique_reference,sdesc,fdesc
medieval_jewellery_ring_mother_of_pearl_ring,a mother-of-pearl ring,"A mother-of-pearl ring keeps its decoration low to the finger, without raised parts that would snag easily. The material shows as mother-of-pearl flashing softly under the surface, with the inner surface left plain and comfortable. Close inspection of the mother-of-pearl ring shows small tool marks rather than cast-perfect smoothness. The mother-of-pearl ring reads as wealthy adornment rather than a tool, charm, or container."
medieval_jewellery_ring_conch_shell_ring,a conch shell ring,"At close range, conch shell ring shows the compromises of hand work: polish where it is touched, duller texture where it is not. Pink-white shell smoothed into a narrow hoop draws the eye around the band. The worked parts of the conch shell ring are decorative, but none suggest a moving catch or concealed compartment. The conch shell ring leaves room for local marks or motifs without needing a different base object."
medieval_jewellery_ring_cowrie_shell_ring,a cowrie shell ring,"At close range, cowrie shell ring shows the compromises of hand work: polish where it is touched, duller texture where it is not. A shell cap lashed onto a small band draws the eye around the band. The hidden side of the cowrie shell ring is plainer, so attention stays on a shell cap lashed onto a small band and the visible finish. The cowrie shell ring carries value through visible material and workmanship, not through hidden mechanism."
medieval_jewellery_ring_double_wire_silver_ring,a double wire silver ring,"A double wire silver ring keeps its decoration low to the finger, without raised parts that would snag easily. The material shows as pale silver brightened at its raised surfaces, with the inner surface left plain and comfortable. Small handling marks cross the double wire silver ring unevenly, especially where it would brush cloth or skin. The piece would signal merchant taste while remaining straightforward jewellery."
medieval_jewellery_ring_heavy_gold_thumb_ring,a heavy gold thumb ring,"At close range, heavy gold thumb ring shows the compromises of hand work: polish where it is touched, duller texture where it is not. A broad smooth curve draws the eye around the band. Small handling marks cross the heavy gold thumb ring unevenly, especially where it would brush cloth or skin. The heavy gold thumb ring feels selected for appearance first, with practical wearing kept secondary."
medieval_jewellery_ring_stamped_brass_ring,a stamped brass ring,"A stamped brass ring is a compact band of yellow brass polished brighter on the edges, made with little punched triangles around the band rather than a perfectly anonymous surface. The inside has been smoothed more carefully than the outside, so the hand feels more work than the eye first sees. Rubbing has brightened the exposed parts of the stamped brass ring without making it look neglected. The piece would signal ordinary market taste while remaining straightforward jewellery."
medieval_jewellery_ring_finish_silver_ring,a $finish silver ring,"A $finish silver ring is a compact band of pale silver brightened at its raised surfaces, made with the chosen finish left deliberately visible on the worked surface rather than a perfectly anonymous surface. The inside has been smoothed more carefully than the outside, so the hand feels more work than the eye first sees. Fine wear gathers around the ring's highest places, leaving the chosen finish left deliberately visible on the worked surface easier to pick out. The $finish silver ring is meant to be noticed in wear, but nothing about it implies armour or magic."
medieval_jewellery_ring_shape_gem_ring,a $shape gem ring,"The ring is small, but the maker has given its outer face enough attention to keep it from looking like scrap. Pale silver brightened at its raised surfaces forms a steady circle, broken only by the chosen shape giving the object its main outline. Fine wear gathers around the ring's highest places, leaving the chosen shape giving the object its main outline easier to pick out. The $shape gem ring leaves room for local marks or motifs without needing a different base object."
medieval_jewellery_neck_blue_glass_bead_necklace,a blue glass bead necklace,"The blue glass bead necklace falls in a deliberate curve, not as a loose cord but as jewellery meant to frame the neckline. Its main body is coloured glass polished smooth enough to glow at the edges, with beads chosen more for visible rhythm than identical size giving the eye a place to pause. Close inspection of the blue glass bead necklace shows small tool marks rather than cast-perfect smoothness. The piece would signal ordinary market taste while remaining straightforward jewellery."
medieval_jewellery_neck_faience_bead_necklace,a faience bead necklace,"The faience bead necklace falls in a deliberate curve, not as a loose cord but as jewellery meant to frame the neckline. Its main body is glazed faience with small pooling marks in the colour, with beads chosen more for visible rhythm than identical size giving the eye a place to pause. The hidden side of the faience bead necklace is plainer, so attention stays on beads chosen more for visible rhythm than identical size and the visible finish. The faience bead necklace reads as ordinary market adornment rather than a tool, charm, or container."
medieval_jewellery_neck_amber_bead_necklace,an amber bead necklace,"The amber bead necklace falls in a deliberate curve, not as a loose cord but as jewellery meant to frame the neckline. Its main body is honey-coloured amber with cloudy threads caught inside, with beads chosen more for visible rhythm than identical size giving the eye a place to pause. The hidden side of the amber bead necklace is plainer, so attention stays on beads chosen more for visible rhythm than identical size and the visible finish. The piece would signal wealthy taste while remaining straightforward jewellery."
medieval_jewellery_neck_jet_bead_necklace,a jet bead necklace,"Seen flat, jet bead necklace shows a slight unevenness that would soften once worn. The front has the best polish and spacing, while the back is plainer and more practical. Rubbing has brightened the exposed parts of the jet bead necklace without making it look neglected. The jet bead necklace leaves room for local marks or motifs without needing a different base object."
medieval_jewellery_neck_coral_bead_necklace,a coral bead necklace,"A coral bead necklace is arranged for the throat or upper chest, where its line of coral beads with a warm sea-worn surface would be plainly visible. A few beads, links, or turns sit out of strict order, making the hand assembly part of the charm. Close inspection of the coral bead necklace shows small tool marks rather than cast-perfect smoothness. The coral bead necklace feels selected for appearance first, with practical wearing kept secondary."
medieval_jewellery_neck_bone_bead_necklace,a bone bead necklace,"Seen flat, bone bead necklace shows a slight unevenness that would soften once worn. The front has the best polish and spacing, while the back is plainer and more practical. The worked parts of the bone bead necklace are decorative, but none suggest a moving catch or concealed compartment. The bone bead necklace leaves room for local marks or motifs without needing a different base object."
medieval_jewellery_neck_horn_bead_necklace,a horn bead necklace,"The horn bead necklace falls in a deliberate curve, not as a loose cord but as jewellery meant to frame the neckline. Its main body is horn with layered translucent streaks through it, with beads chosen more for visible rhythm than identical size giving the eye a place to pause. The worked parts of the horn bead necklace are decorative, but none suggest a moving catch or concealed compartment. The horn bead necklace reads as commoner adornment rather than a tool, charm, or container."
medieval_jewellery_neck_cowrie_shell_necklace,a cowrie shell necklace,"A cowrie shell necklace is arranged for the throat or upper chest, where its line of small cowrie shells with smooth backs and pale mouths would be plainly visible. A few beads, links, or turns sit out of strict order, making the hand assembly part of the charm. The hidden side of the cowrie shell necklace is plainer, so attention stays on beads chosen more for visible rhythm than identical size and the visible finish. The cowrie shell necklace reads as commoner adornment rather than a tool, charm, or container."
medieval_jewellery_neck_conch_shell_necklace,a conch shell necklace,"The conch shell necklace falls in a deliberate curve, not as a loose cord but as jewellery meant to frame the neckline. Its main body is cut conch shell with creamy curves and warmer pinkish edges, with beads chosen more for visible rhythm than identical size giving the eye a place to pause. The worked parts of the conch shell necklace are decorative, but none suggest a moving catch or concealed compartment. The conch shell necklace leaves room for local marks or motifs without needing a different base object."
medieval_jewellery_neck_mother_of_pearl_necklace,a mother-of-pearl necklace,"The mother-of-pearl necklace falls in a deliberate curve, not as a loose cord but as jewellery meant to frame the neckline. Its main body is mother-of-pearl flashing softly under the surface, with beads chosen more for visible rhythm than identical size giving the eye a place to pause. The hidden side of the mother-of-pearl necklace is plainer, so attention stays on beads chosen more for visible rhythm than identical size and the visible finish. The piece would signal wealthy taste while remaining straightforward jewellery."
medieval_jewellery_neck_small_pearl_necklace,a small pearl necklace,"The small pearl necklace falls in a deliberate curve, not as a loose cord but as jewellery meant to frame the neckline. Its main body is small pearls with uneven but gentle lustre, with beads chosen more for visible rhythm than identical size giving the eye a place to pause. The worked parts of the small pearl necklace are decorative, but none suggest a moving catch or concealed compartment. The piece would signal wealthy taste while remaining straightforward jewellery."
medieval_jewellery_neck_lapis_bead_necklace,a lapis bead necklace,"Seen flat, lapis bead necklace shows a slight unevenness that would soften once worn. The front has the best polish and spacing, while the back is plainer and more practical. The worked parts of the lapis bead necklace are decorative, but none suggest a moving catch or concealed compartment. The lapis bead necklace feels selected for appearance first, with practical wearing kept secondary."
medieval_jewellery_neck_carnelibead_necklace,a carnelian bead necklace,"Seen flat, carnelian bead necklace shows a slight unevenness that would soften once worn. The front has the best polish and spacing, while the back is plainer and more practical. Close inspection of the carnelian bead necklace shows small tool marks rather than cast-perfect smoothness. The carnelian bead necklace is meant to be noticed in wear, but nothing about it implies armour or magic."
medieval_jewellery_neck_turquoise_bead_necklace,a turquoise bead necklace,"A turquoise bead necklace carries its value in the rhythm of its material: blue-green turquoise with fine darker lines. The elements are not all identical, but the spacing is careful enough that the variation feels intentional. Fine wear gathers around the necklace's highest places, leaving beads chosen more for visible rhythm than identical size easier to pick out. The turquoise bead necklace reads as wealthy adornment rather than a tool, charm, or container."
medieval_jewellery_neck_jade_bead_necklace,a jade bead necklace,"A jade bead necklace is arranged for the throat or upper chest, where its line of green jade smoothed to a cool waxy finish would be plainly visible. A few beads, links, or turns sit out of strict order, making the hand assembly part of the charm. The hidden side of the jade bead necklace is plainer, so attention stays on beads chosen more for visible rhythm than identical size and the visible finish. The jade bead necklace reads as wealthy adornment rather than a tool, charm, or container."
medieval_jewellery_neck_rock_crystal_necklace,a rock crystal necklace,"Seen flat, rock crystal necklace shows a slight unevenness that would soften once worn. The front has the best polish and spacing, while the back is plainer and more practical. The hidden side of the rock crystal necklace is plainer, so attention stays on beads chosen more for visible rhythm than identical size and the visible finish. The rock crystal necklace carries value through visible material and workmanship, not through hidden mechanism."
medieval_jewellery_neck_agate_bead_string,an agate bead string,"An agate bead string carries its value in the rhythm of its material: agate. The elements are not all identical, but the spacing is careful enough that the variation feels intentional. Small handling marks cross the agate bead string unevenly, especially where it would brush cloth or skin. The agate bead string feels selected for appearance first, with practical wearing kept secondary."
medieval_jewellery_neck_jasper_bead_string,a jasper bead string,"A jasper bead string carries its value in the rhythm of its material: jasper. The elements are not all identical, but the spacing is careful enough that the variation feels intentional. Close inspection of the jasper bead string shows small tool marks rather than cast-perfect smoothness. The jasper bead string feels selected for appearance first, with practical wearing kept secondary."
medieval_jewellery_neck_chalcedony_bead_string,a chalcedony bead string,"A chalcedony bead string is arranged for the throat or upper chest, where its line of chalcedony would be plainly visible. A few beads, links, or turns sit out of strict order, making the hand assembly part of the charm. Close inspection of the chalcedony bead string shows small tool marks rather than cast-perfect smoothness. The chalcedony bead string reads as ordinary market adornment rather than a tool, charm, or container."
medieval_jewellery_neck_quartz_bead_string,a quartz bead string,"The quartz bead string falls in a deliberate curve, not as a loose cord but as jewellery meant to frame the neckline. Its main body is quartz, with beads chosen more for visible rhythm than identical size giving the eye a place to pause. Fine wear gathers around the necklace's highest places, leaving beads chosen more for visible rhythm than identical size easier to pick out. The quartz bead string feels selected for appearance first, with practical wearing kept secondary."
medieval_jewellery_neck_plain_bronze_chain,a plain bronze chain,"Seen flat, plain bronze chain shows a slight unevenness that would soften once worn. The front has the best polish and spacing, while the back is plainer and more practical. Close inspection of the plain bronze chain shows small tool marks rather than cast-perfect smoothness. The plain bronze chain reads as ordinary market adornment rather than a tool, charm, or container."
medieval_jewellery_neck_narrow_silver_chain,a narrow silver chain,"The narrow silver chain falls in a deliberate curve, not as a loose cord but as jewellery meant to frame the neckline. Its main body is pale silver brightened at its raised surfaces, with links or knots set at slightly irregular intervals giving the eye a place to pause. Close inspection of the narrow silver chain shows small tool marks rather than cast-perfect smoothness. The narrow silver chain leaves room for local marks or motifs without needing a different base object."
medieval_jewellery_neck_gold_link_chain,a gold link chain,"A gold link chain is arranged for the throat or upper chest, where its line of deep yellow gold with a warm, steady shine would be plainly visible. A few beads, links, or turns sit out of strict order, making the hand assembly part of the charm. Rubbing has brightened the exposed parts of the gold link chain without making it look neglected. The gold link chain carries value through visible material and workmanship, not through hidden mechanism."
medieval_jewellery_neck_silver_gilt_collar_chain,a silver-gilt collar chain,"A silver-gilt collar chain is arranged for the throat or upper chest, where its line of gold-washed silver, brighter on the raised places and paler at worn edges would be plainly visible. A few beads, links, or turns sit out of strict order, making the hand assembly part of the charm. The hidden side of the silver-gilt collar chain is plainer, so attention stays on links or knots set at slightly irregular intervals and the visible finish. The piece would signal wealthy taste while remaining straightforward jewellery."
medieval_jewellery_neck_brass_merchant_chain,a brass merchant chain,"The brass merchant chain falls in a deliberate curve, not as a loose cord but as jewellery meant to frame the neckline. Its main body is yellow brass polished brighter on the edges, with links or knots set at slightly irregular intervals giving the eye a place to pause. The hidden side of the brass merchant chain is plainer, so attention stays on links or knots set at slightly irregular intervals and the visible finish. The brass merchant chain carries value through visible material and workmanship, not through hidden mechanism."
medieval_jewellery_neck_heavy_court_chain,a heavy court chain,"Seen flat, heavy court chain shows a slight unevenness that would soften once worn. The front has the best polish and spacing, while the back is plainer and more practical. The worked parts of the heavy court chain are decorative, but none suggest a moving catch or concealed compartment. The heavy court chain reads as courtly adornment rather than a tool, charm, or container."
medieval_jewellery_neck_double_strand_silver_necklace,a double-strand silver necklace,"The double-strand silver necklace falls in a deliberate curve, not as a loose cord but as jewellery meant to frame the neckline. Its main body is pale silver brightened at its raised surfaces, with links or knots set at slightly irregular intervals giving the eye a place to pause. Close inspection of the double-strand silver necklace shows small tool marks rather than cast-perfect smoothness. The double-strand silver necklace is meant to be noticed in wear, but nothing about it implies armour or magic."
medieval_jewellery_neck_small_pendant_chain,a small pendant chain,"The small pendant chain falls in a deliberate curve, not as a loose cord but as jewellery meant to frame the neckline. Its main body is pale silver brightened at its raised surfaces, with links or knots set at slightly irregular intervals giving the eye a place to pause. Small handling marks cross the small pendant chain unevenly, especially where it would brush cloth or skin. The small pendant chain carries value through visible material and workmanship, not through hidden mechanism."
medieval_jewellery_neck_leather_token_necklace,a leather token necklace,"The leather token necklace falls in a deliberate curve, not as a loose cord but as jewellery meant to frame the neckline. Its main body is worked leather with creases at the folds, with links or knots set at slightly irregular intervals giving the eye a place to pause. Rubbing has brightened the exposed parts of the leather token necklace without making it look neglected. The leather token necklace reads as commoner adornment rather than a tool, charm, or container."
medieval_jewellery_neck_silk_cord_necklace,a silk cord necklace,"A silk cord necklace carries its value in the rhythm of its material: silk cord with a soft light across its twist. The elements are not all identical, but the spacing is careful enough that the variation feels intentional. The worked parts of the silk cord necklace are decorative, but none suggest a moving catch or concealed compartment. The piece would signal ordinary market taste while remaining straightforward jewellery."
medieval_jewellery_neck_hemp_cord_pendant_string,a hemp cord pendant string,"The hemp cord pendant string falls in a deliberate curve, not as a loose cord but as jewellery meant to frame the neckline. Its main body is coarse hemp cord with small stray fibres, with links or knots set at slightly irregular intervals giving the eye a place to pause. The worked parts of the hemp cord pendant string are decorative, but none suggest a moving catch or concealed compartment. The hemp cord pendant string feels selected for appearance first, with practical wearing kept secondary."
medieval_jewellery_neck_gold_pendant_necklace,a gold pendant necklace,"A gold pendant necklace is arranged for the throat or upper chest, where its line of deep yellow gold with a warm, steady shine would be plainly visible. A few beads, links, or turns sit out of strict order, making the hand assembly part of the charm. The hidden side of the gold pendant necklace is plainer, so attention stays on links or knots set at slightly irregular intervals and the visible finish. The gold pendant necklace carries value through visible material and workmanship, not through hidden mechanism."
medieval_jewellery_neck_silver_crescent_pendant,a silver crescent pendant,"A silver crescent pendant carries its value in the rhythm of its material: pale silver brightened at its raised surfaces. The elements are not all identical, but the spacing is careful enough that the variation feels intentional. Rubbing has brightened the exposed parts of the silver crescent pendant without making it look neglected. The silver crescent pendant reads as merchant adornment rather than a tool, charm, or container."
medieval_jewellery_neck_rock_crystal_pendant,a rock crystal pendant,"A rock crystal pendant carries its value in the rhythm of its material: clear rock crystal with tiny inner veils. The elements are not all identical, but the spacing is careful enough that the variation feels intentional. Small handling marks cross the rock crystal pendant unevenly, especially where it would brush cloth or skin. The rock crystal pendant carries value through visible material and workmanship, not through hidden mechanism."
medieval_jewellery_neck_black_jet_choker,a black jet choker,"The black jet choker falls in a deliberate curve, not as a loose cord but as jewellery meant to frame the neckline. Its main body is black jet polished until it gives back a quiet reflection, with a close line meant to rest high on the throat giving the eye a place to pause. The hidden side of the black jet choker is plainer, so attention stays on a close line meant to rest high on the throat and the visible finish. The piece would signal ordinary market taste while remaining straightforward jewellery."
medieval_jewellery_neck_red_silk_choker,a red silk choker,"The red silk choker falls in a deliberate curve, not as a loose cord but as jewellery meant to frame the neckline. Its main body is silk cord with a soft light across its twist, with a close line meant to rest high on the throat giving the eye a place to pause. Small handling marks cross the red silk choker unevenly, especially where it would brush cloth or skin. The red silk choker reads as ordinary market adornment rather than a tool, charm, or container."
medieval_jewellery_neck_silver_close_collar,a silver close collar,"Seen flat, silver close collar shows a slight unevenness that would soften once worn. The front has the best polish and spacing, while the back is plainer and more practical. Rubbing has brightened the exposed parts of the silver close collar without making it look neglected. The piece would signal wealthy taste while remaining straightforward jewellery."
medieval_jewellery_neck_cowrie_shell_choker,a cowrie shell choker,"Seen flat, cowrie shell choker shows a slight unevenness that would soften once worn. The front has the best polish and spacing, while the back is plainer and more practical. Fine wear gathers around the choker's highest places, leaving a close line meant to rest high on the throat easier to pick out. The piece would signal commoner taste while remaining straightforward jewellery."
medieval_jewellery_neck_gold_bead_choker,a gold bead choker,"A gold bead choker carries its value in the rhythm of its material: deep yellow gold with a warm, steady shine. The elements are not all identical, but the spacing is careful enough that the variation feels intentional. The worked parts of the gold bead choker are decorative, but none suggest a moving catch or concealed compartment. The gold bead choker leaves room for local marks or motifs without needing a different base object."
medieval_jewellery_neck_coral_choker,a coral choker,"Seen flat, coral choker shows a slight unevenness that would soften once worn. The front has the best polish and spacing, while the back is plainer and more practical. The worked parts of the coral choker are decorative, but none suggest a moving catch or concealed compartment. The coral choker leaves room for local marks or motifs without needing a different base object."
medieval_jewellery_neck_beadpattern_glass_choker,a $beadpattern glass choker,"Seen flat, $beadpattern glass choker shows a slight unevenness that would soften once worn. The front has the best polish and spacing, while the back is plainer and more practical. Fine wear gathers around the choker's highest places, leaving the chosen bead pattern breaking the line into visible rhythm easier to pick out. The $beadpattern glass choker reads as ordinary market adornment rather than a tool, charm, or container."
medieval_jewellery_neck_pearl_court_choker,a pearl court choker,"Seen flat, pearl court choker shows a slight unevenness that would soften once worn. The front has the best polish and spacing, while the back is plainer and more practical. Small handling marks cross the pearl court choker unevenly, especially where it would brush cloth or skin. The pearl court choker leaves room for local marks or motifs without needing a different base object."
medieval_jewellery_neck_bronze_neck_ring,a bronze neck ring,"A bronze neck ring carries its value in the rhythm of its material: brown-gold bronze with rubbed high points. The elements are not all identical, but the spacing is careful enough that the variation feels intentional. Fine wear gathers around the torc's highest places, leaving terminals that are finished more boldly than the back curve easier to pick out. The bronze neck ring reads as ordinary market adornment rather than a tool, charm, or container."
medieval_jewellery_neck_twisted_silver_torc,a twisted silver torc,"Seen flat, twisted silver torc shows a slight unevenness that would soften once worn. The front has the best polish and spacing, while the back is plainer and more practical. The hidden side of the twisted silver torc is plainer, so attention stays on terminals that are finished more boldly than the back curve and the visible finish. The twisted silver torc feels selected for appearance first, with practical wearing kept secondary."
medieval_jewellery_neck_heavy_gold_torc,a heavy gold torc,"A heavy gold torc is arranged for the throat or upper chest, where its line of deep yellow gold with a warm, steady shine would be plainly visible. A few beads, links, or turns sit out of strict order, making the hand assembly part of the charm. Rubbing has brightened the exposed parts of the heavy gold torc without making it look neglected. The heavy gold torc leaves room for local marks or motifs without needing a different base object."
medieval_jewellery_neck_iron_neck_ring,an iron neck ring,"The iron neck ring falls in a deliberate curve, not as a loose cord but as jewellery meant to frame the neckline. Its main body is dark wrought iron with a waxed, workmanlike finish, with terminals that are finished more boldly than the back curve giving the eye a place to pause. Rubbing has brightened the exposed parts of the iron neck ring without making it look neglected. The iron neck ring leaves room for local marks or motifs without needing a different base object."
medieval_jewellery_neck_gilded_bronze_neck_ring,a gilded bronze neck ring,"A gilded bronze neck ring carries its value in the rhythm of its material: bronze showing through a thin golden surface at nicks and bends. The elements are not all identical, but the spacing is careful enough that the variation feels intentional. The hidden side of the gilded bronze neck ring is plainer, so attention stays on terminals that are finished more boldly than the back curve and the visible finish. The gilded bronze neck ring reads as wealthy adornment rather than a tool, charm, or container."
medieval_jewellery_neck_plain_copper_torc,a plain copper torc,"The plain copper torc falls in a deliberate curve, not as a loose cord but as jewellery meant to frame the neckline. Its main body is warm reddish copper darkened in the recesses, with terminals that are finished more boldly than the back curve giving the eye a place to pause. Fine wear gathers around the torc's highest places, leaving terminals that are finished more boldly than the back curve easier to pick out. The plain copper torc leaves room for local marks or motifs without needing a different base object."
medieval_jewellery_neck_amber_ended_silver_torc,an amber-ended silver torc,"An amber-ended silver torc is arranged for the throat or upper chest, where its line of pale silver brightened at its raised surfaces would be plainly visible. A few beads, links, or turns sit out of strict order, making the hand assembly part of the charm. The hidden side of the amber-ended silver torc is plainer, so attention stays on visible amber detail worked into the public face and the visible finish. The amber-ended silver torc is meant to be noticed in wear, but nothing about it implies armour or magic."
medieval_jewellery_neck_bone_token_pendant,a bone token pendant,"Seen flat, bone token pendant shows a slight unevenness that would soften once worn. The front has the best polish and spacing, while the back is plainer and more practical. The worked parts of the bone token pendant are decorative, but none suggest a moving catch or concealed compartment. The piece would signal commoner taste while remaining straightforward jewellery."
medieval_jewellery_neck_carved_amber_pendant,a carved amber pendant,"Seen flat, carved amber pendant shows a slight unevenness that would soften once worn. The front has the best polish and spacing, while the back is plainer and more practical. The worked parts of the carved amber pendant are decorative, but none suggest a moving catch or concealed compartment. The carved amber pendant reads as ordinary market adornment rather than a tool, charm, or container."
medieval_jewellery_neck_turquoise_pendant,a turquoise pendant,"A turquoise pendant carries its value in the rhythm of its material: blue-green turquoise with fine darker lines. The elements are not all identical, but the spacing is careful enough that the variation feels intentional. Close inspection of the turquoise pendant shows small tool marks rather than cast-perfect smoothness. The piece would signal merchant taste while remaining straightforward jewellery."
medieval_jewellery_neck_jade_pendant,a jade pendant,"Seen flat, jade pendant shows a slight unevenness that would soften once worn. The front has the best polish and spacing, while the back is plainer and more practical. The hidden side of the jade pendant is plainer, so attention stays on a small suspension hole worn smooth at the top and the visible finish. The jade pendant is meant to be noticed in wear, but nothing about it implies armour or magic."
medieval_jewellery_neck_niello_inlaid_pendant,a niello-inlaid pendant,"The niello-inlaid pendant falls in a deliberate curve, not as a loose cord but as jewellery meant to frame the neckline. Its main body is pale silver brightened at its raised surfaces, with visible niello detail worked into the public face giving the eye a place to pause. Close inspection of the niello-inlaid pendant shows small tool marks rather than cast-perfect smoothness. The niello-inlaid pendant carries value through visible material and workmanship, not through hidden mechanism."
medieval_jewellery_limb_copper_wire_bracelet,a copper wire bracelet,"A copper wire bracelet would show whenever a sleeve, hem, or hand moved aside. The maker has balanced ornament against comfort, keeping the underside smoother than the display face. Rubbing has brightened the exposed parts of the copper wire bracelet without making it look neglected. The copper wire bracelet feels selected for appearance first, with practical wearing kept secondary."
medieval_jewellery_limb_bronze_cuff_bracelet,a bronze cuff bracelet,"This limb ornament is practical in scale even when it is decorative in intent. Brown-gold bronze with rubbed high points shows most clearly on the outer face, while the side that rests against the wearer is quieter. The worked parts of the bronze cuff bracelet are decorative, but none suggest a moving catch or concealed compartment. The bronze cuff bracelet feels selected for appearance first, with practical wearing kept secondary."
medieval_jewellery_limb_brass_bangle,a brass bangle,"The form is simple enough to survive frequent wearing, but not so plain that it disappears. A repeated rhythm of small surface marks breaks up the line of yellow brass polished brighter on the edges. Close inspection of the brass bangle shows small tool marks rather than cast-perfect smoothness. The brass bangle leaves room for local marks or motifs without needing a different base object."
medieval_jewellery_limb_silver_bracelet,a silver bracelet,"A silver bracelet is made to circle a limb, with pale silver brightened at its raised surfaces providing the visible body of the ornament. The edges are kept low and rounded, and a repeated rhythm of small surface marks gives the piece a recognisable worked surface. Rubbing has brightened the exposed parts of the silver bracelet without making it look neglected. The silver bracelet leaves room for local marks or motifs without needing a different base object."
medieval_jewellery_limb_silver_gilt_bracelet,a silver-gilt bracelet,"This limb ornament is practical in scale even when it is decorative in intent. Gold-washed silver, brighter on the raised places and paler at worn edges shows most clearly on the outer face, while the side that rests against the wearer is quieter. The hidden side of the silver-gilt bracelet is plainer, so attention stays on a repeated rhythm of small surface marks and the visible finish. The piece would signal wealthy taste while remaining straightforward jewellery."
medieval_jewellery_limb_gold_bracelet,a gold bracelet,"The form is simple enough to survive frequent wearing, but not so plain that it disappears. A repeated rhythm of small surface marks breaks up the line of deep yellow gold with a warm, steady shine. Rubbing has brightened the exposed parts of the gold bracelet without making it look neglected. The gold bracelet leaves room for local marks or motifs without needing a different base object."
medieval_jewellery_limb_bone_bead_bracelet,a bone bead bracelet,"A bone bead bracelet would show whenever a sleeve, hem, or hand moved aside. The maker has balanced ornament against comfort, keeping the underside smoother than the display face. Rubbing has brightened the exposed parts of the bone bead bracelet without making it look neglected. The bone bead bracelet is meant to be noticed in wear, but nothing about it implies armour or magic."
medieval_jewellery_limb_shell_bead_bracelet,a shell bead bracelet,"A shell bead bracelet would show whenever a sleeve, hem, or hand moved aside. The maker has balanced ornament against comfort, keeping the underside smoother than the display face. The worked parts of the shell bead bracelet are decorative, but none suggest a moving catch or concealed compartment. The shell bead bracelet carries value through visible material and workmanship, not through hidden mechanism."
medieval_jewellery_limb_coral_bead_bracelet,a coral bead bracelet,"A coral bead bracelet is made to circle a limb, with coral beads with a warm sea-worn surface providing the visible body of the ornament. The edges are kept low and rounded, and a repeated rhythm of small surface marks gives the piece a recognisable worked surface. The worked parts of the coral bead bracelet are decorative, but none suggest a moving catch or concealed compartment. The coral bead bracelet carries value through visible material and workmanship, not through hidden mechanism."
medieval_jewellery_limb_jet_bead_bracelet,a jet bead bracelet,"The form is simple enough to survive frequent wearing, but not so plain that it disappears. A repeated rhythm of small surface marks breaks up the line of black jet polished until it gives back a quiet reflection. The hidden side of the jet bead bracelet is plainer, so attention stays on a repeated rhythm of small surface marks and the visible finish. The jet bead bracelet leaves room for local marks or motifs without needing a different base object."
medieval_jewellery_limb_glass_bead_bracelet,a glass bead bracelet,"The form is simple enough to survive frequent wearing, but not so plain that it disappears. A repeated rhythm of small surface marks breaks up the line of coloured glass polished smooth enough to glow at the edges. Fine wear gathers around the bracelet's highest places, leaving a repeated rhythm of small surface marks easier to pick out. The glass bead bracelet carries value through visible material and workmanship, not through hidden mechanism."
medieval_jewellery_limb_faience_bead_bracelet,a faience bead bracelet,"This limb ornament is practical in scale even when it is decorative in intent. Glazed faience with small pooling marks in the colour shows most clearly on the outer face, while the side that rests against the wearer is quieter. Small handling marks cross the faience bead bracelet unevenly, especially where it would brush cloth or skin. The faience bead bracelet carries value through visible material and workmanship, not through hidden mechanism."
medieval_jewellery_limb_leather_cord_bracelet,a leather cord bracelet,"This limb ornament is practical in scale even when it is decorative in intent. Worked leather with creases at the folds shows most clearly on the outer face, while the side that rests against the wearer is quieter. Fine wear gathers around the bracelet's highest places, leaving a repeated rhythm of small surface marks easier to pick out. The leather cord bracelet reads as commoner adornment rather than a tool, charm, or container."
medieval_jewellery_limb_silk_knot_bracelet,a silk knot bracelet,"A silk knot bracelet is made to circle a limb, with silk cord with a soft light across its twist providing the visible body of the ornament. The edges are kept low and rounded, and a repeated rhythm of small surface marks gives the piece a recognisable worked surface. Rubbing has brightened the exposed parts of the silk knot bracelet without making it look neglected. The silk knot bracelet leaves room for local marks or motifs without needing a different base object."
medieval_jewellery_limb_paired_bronze_bracelet_set,a paired bronze bracelet set,"This limb ornament is practical in scale even when it is decorative in intent. Brown-gold bronze with rubbed high points shows most clearly on the outer face, while the side that rests against the wearer is quieter. Rubbing has brightened the exposed parts of the paired bronze bracelet set without making it look neglected. The paired bronze bracelet set is meant to be noticed in wear, but nothing about it implies armour or magic."
medieval_jewellery_limb_paired_silver_bracelet_set,a paired silver bracelet set,"A paired silver bracelet set would show whenever a sleeve, hem, or hand moved aside. The maker has balanced ornament against comfort, keeping the underside smoother than the display face. The worked parts of the paired silver bracelet set are decorative, but none suggest a moving catch or concealed compartment. The paired silver bracelet set feels selected for appearance first, with practical wearing kept secondary."
medieval_jewellery_limb_motif_brass_bracelet,a $motif brass bracelet,"This limb ornament is practical in scale even when it is decorative in intent. Yellow brass polished brighter on the edges shows most clearly on the outer face, while the side that rests against the wearer is quieter. Rubbing has brightened the exposed parts of the $motif brass bracelet without making it look neglected. The $motif brass bracelet is meant to be noticed in wear, but nothing about it implies armour or magic."
