unique_reference,owner_era,availability,family,subfamily,culture_admission,noun,sdesc,material,size,quality,weight_g,cost,tags,components,craft_category,craft_trait,builder_notes
preindustrial_jewellery_armlet_47,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,Jewellery & devotional,personal adornment,cross-cultural,armlet,a geometric quartz armlet,quartz,Tiny,Standard,34,116,Era / Pre-Industrial Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Armlets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Armlet; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Pre-industrial personal adornment catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
preindustrial_jewellery_anklet_48,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,Jewellery & devotional,personal adornment,cross-cultural,anklet,a cloud faience anklet,faience,Tiny,Poor,41,125,Era / Pre-Industrial Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Anklets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Anklet; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Pre-industrial personal adornment catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
preindustrial_jewellery_earrings_49,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,Jewellery & devotional,personal adornment,cross-cultural,earrings,a shell pewter earrings,pewter,Tiny,Standard,48,134,Era / Pre-Industrial Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Earrings; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Pre-industrial personal adornment catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
preindustrial_jewellery_brooch_50,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,Jewellery & devotional,personal adornment,cross-cultural,brooch,a reed copper brooch,copper,Tiny,Good,55,143,Era / Pre-Industrial Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Brooches; Market / Jewellery / Standard Jewellery,Holdable; Wear_Brooch; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Pre-industrial personal adornment catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
preindustrial_jewellery_pin_51,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,Jewellery & devotional,personal adornment,cross-cultural,pin,a rosette bronze pin,bronze,Tiny,Good,62,152,Era / Pre-Industrial Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pins; Market / Jewellery / Standard Jewellery,Holdable; Wear_Pin; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Pre-industrial personal adornment catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
preindustrial_jewellery_hairpin_52,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,Jewellery & devotional,personal adornment,cross-cultural,hairpin,a checker silver hairpin,silver,Tiny,Standard,69,8,Era / Pre-Industrial Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Standard Jewellery,Holdable; Wear_Hairpin; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Pre-industrial personal adornment catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
preindustrial_jewellery_circlet_53,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,Jewellery & devotional,personal adornment,cross-cultural,circlet,a braided gold circlet,gold,Tiny,VeryGood,76,17,Era / Pre-Industrial Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Circlets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Circlet; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Pre-industrial personal adornment catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
preindustrial_jewellery_diadem_54,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,Jewellery & devotional,personal adornment,cross-cultural,diadem,a radiating brass diadem,brass,Tiny,Good,83,26,Era / Pre-Industrial Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Diadems; Market / Jewellery / Standard Jewellery,Holdable; Wear_Diadem; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Pre-industrial personal adornment catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
preindustrial_jewellery_waist_chain_55,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,Jewellery & devotional,personal adornment,cross-cultural,waist chain,a leaf-scroll glass waist chain,glass,Tiny,Standard,90,35,Era / Pre-Industrial Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Waist Chains; Market / Jewellery / Standard Jewellery,Holdable; Wear_Waist_Chain; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Pre-industrial personal adornment catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
preindustrial_jewellery_belt_ornament_56,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,Jewellery & devotional,personal adornment,cross-cultural,belt ornament,a sunburst bone belt ornament,bone,Tiny,Poor,20,44,Era / Pre-Industrial Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Belt Ornaments; Market / Jewellery / Standard Jewellery,Holdable; Wear_Belt_Ornament; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Pre-industrial personal adornment catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
preindustrial_jewellery_badge_57,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,Jewellery & devotional,personal adornment,cross-cultural,badge,a water-wave shell badge,shell,Tiny,Standard,27,53,Era / Pre-Industrial Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Standard Jewellery,Holdable; Wear_Badge; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Pre-industrial personal adornment catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
preindustrial_jewellery_temple_ring_58,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,Jewellery & devotional,personal adornment,cross-cultural,temple ring,a knotted ivory temple ring,ivory,Tiny,Good,34,62,Era / Pre-Industrial Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Temple Rings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Temple_Rings; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Pre-industrial personal adornment catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
preindustrial_jewellery_torc_59,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,Jewellery & devotional,personal adornment,cross-cultural,torc,a flower-head pearl torc,pearl,Tiny,Good,41,71,Era / Pre-Industrial Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Torcs; Market / Jewellery / Standard Jewellery,Holdable; Wear_Torc; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Pre-industrial personal adornment catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
preindustrial_jewellery_wreath_60,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,Jewellery & devotional,personal adornment,cross-cultural,wreath,a star amber wreath,amber,Tiny,Standard,48,80,Era / Pre-Industrial Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Wreaths; Market / Jewellery / Standard Jewellery,Holdable; Wear_Wreath; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Pre-industrial personal adornment catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
preindustrial_door_panel_door_01,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,door,a braided wood door leaf,wood,Large,Standard,24000,45,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_braced_door_02,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,door,a leaf-scroll oak braced door,oak,Large,Good,25800,56,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_lockable_door_03,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,door,a water-wave pine lockable door,pine,Large,Good,27600,67,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_secure_door_04,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,door,a flower-head cedar secure door,cedar,Large,Standard,29400,78,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Secure_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_shutter_05,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,shutter,a bird teak shuttered opening,teak,Large,VeryGood,31200,89,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_screen_06,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,screen,a geometric wood screen door,wood,Large,Good,33000,100,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_lattice_gate_07,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,gate,a shell oak lattice gate,oak,VeryLarge,Standard,34800,111,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_courtyard_gate_08,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,gate,a rosette cedar courtyard gate,cedar,VeryLarge,Poor,36600,122,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_warehouse_gate_09,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,gate,a braided teak warehouse gate,teak,VeryLarge,Standard,38400,133,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Tough_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_garden_gate_10,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,gate,a leaf-scroll wrought iron garden gate,wrought iron,VeryLarge,Good,40200,144,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_grille_11,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,grille,a water-wave wrought iron metal grille,wrought iron,Large,Good,42000,155,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Secure_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_barrier_12,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,barrier,a flower-head bronze barred barrier,bronze,Large,Standard,43800,166,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_hatch_13,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,hatch,a bird pine service hatch,pine,Large,VeryGood,45600,177,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_wicket_14,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,wicket,a geometric teak wicket gate,teak,Large,Good,47400,188,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_panel_door_15,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,door,a shell teak door leaf,teak,Large,Standard,49200,199,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_braced_door_16,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,door,a rosette wood braced door,wood,Large,Poor,51000,210,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_lockable_door_17,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,door,a braided oak lockable door,oak,Large,Standard,52800,221,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_secure_door_18,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,door,a leaf-scroll pine secure door,pine,Large,Good,54600,232,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Secure_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_shutter_19,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,shutter,a water-wave cedar shuttered opening,cedar,Large,Good,56400,243,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_screen_20,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,screen,a flower-head teak screen door,teak,Large,Standard,24000,254,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_lattice_gate_21,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,gate,a bird bronze lattice gate,bronze,VeryLarge,VeryGood,25800,265,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_courtyard_gate_22,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,gate,a geometric oak courtyard gate,oak,VeryLarge,Good,27600,276,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_warehouse_gate_23,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,gate,a shell cedar warehouse gate,cedar,VeryLarge,Standard,29400,287,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Tough_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_garden_gate_24,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,gate,a rosette teak garden gate,teak,VeryLarge,Poor,31200,45,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_grille_25,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,grille,a braided brass metal grille,brass,Large,Standard,33000,56,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Secure_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_barrier_26,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,barrier,a leaf-scroll wrought iron barred barrier,wrought iron,Large,Good,34800,67,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_hatch_27,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,hatch,a water-wave oak service hatch,oak,Large,Good,36600,78,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_wicket_28,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,wicket,a flower-head cedar wicket gate,cedar,Large,Standard,38400,89,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_panel_door_29,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,door,a bird cedar door leaf,cedar,Large,VeryGood,40200,100,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_braced_door_30,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,door,a geometric teak braced door,teak,Large,Good,42000,111,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_lockable_door_31,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,door,a shell wood lockable door,wood,Large,Standard,43800,122,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_secure_door_32,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,door,a rosette oak secure door,oak,Large,Poor,45600,133,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Secure_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_shutter_33,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,shutter,a braided pine shuttered opening,pine,Large,Standard,47400,144,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_screen_34,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,screen,a leaf-scroll wood screen door,wood,Large,Good,49200,155,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_lattice_gate_35,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,gate,a water-wave wrought iron lattice gate,wrought iron,VeryLarge,Good,51000,166,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_courtyard_gate_36,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,gate,a flower-head bronze courtyard gate,bronze,VeryLarge,Standard,52800,177,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
