StableReference	Layer	Domain	SourceFile	SourceLine	EraAdmissions	Material	Components	ProfileBindings	PriceEvidence	Craftable	Lifecycle	Validation	ResolvedNeutralComponents	CraftReferences	OutfitReferences	LifecycleTarget	CatalogueSourceSha256
industrialised_cleaning_personal_care_0079_institutional_bucket	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	80	industrial;modern;nuclear;information	cotton	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0080_institutional_soapdish	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	81	industrial;modern;nuclear;information	mild steel	Holdable		industrial_household	false	salvage	parsed;production-unreviewed	Holdable			industrialised_cleaning_personal_care_0001_plain_waste	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0081_weatherproof_waste	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	82	industrial;modern;nuclear;information	ceramic	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0082_weatherproof_brush	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	83	industrial;modern;nuclear;information	oak	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0083_weatherproof_comb	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	84	industrial;modern;nuclear;information	cotton	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0084_weatherproof_razor	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	85	industrial;modern;nuclear;information	mild steel	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0085_weatherproof_sponge	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	86	industrial;modern;nuclear;information	ceramic	Holdable		industrial_household	false	salvage	parsed;production-unreviewed	Holdable			industrialised_cleaning_personal_care_0001_plain_waste	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0086_weatherproof_cloth	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	87	industrial;modern;nuclear;information	oak	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0087_weatherproof_broom	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	88	industrial;modern;nuclear;information	cotton	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0088_weatherproof_mop	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	89	industrial;modern;nuclear;information	mild steel	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0089_weatherproof_bucket	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	90	industrial;modern;nuclear;information	ceramic	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0090_weatherproof_soapdish	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	91	industrial;modern;nuclear;information	oak	Holdable		industrial_household	false	salvage	parsed;production-unreviewed	Holdable			industrialised_cleaning_personal_care_0001_plain_waste	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0091_service_waste	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	92	industrial;modern;nuclear;information	cotton	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0092_service_brush	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	93	industrial;modern;nuclear;information	mild steel	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0093_service_comb	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	94	industrial;modern;nuclear;information	ceramic	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0094_service_razor	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	95	industrial;modern;nuclear;information	oak	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0095_service_sponge	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	96	industrial;modern;nuclear;information	cotton	Holdable		industrial_household	false	salvage	parsed;production-unreviewed	Holdable			industrialised_cleaning_personal_care_0001_plain_waste	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0096_service_cloth	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	97	industrial;modern;nuclear;information	mild steel	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0097_service_broom	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	98	industrial;modern;nuclear;information	ceramic	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0098_service_mop	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	99	industrial;modern;nuclear;information	oak	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0099_service_bucket	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	100	industrial;modern;nuclear;information	cotton	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0100_service_soapdish	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	101	industrial;modern;nuclear;information	mild steel	Holdable		industrial_household	false	salvage	parsed;production-unreviewed	Holdable			industrialised_cleaning_personal_care_0001_plain_waste	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0101_precision_waste	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	102	industrial;modern;nuclear;information	ceramic	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0102_precision_brush	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	103	industrial;modern;nuclear;information	oak	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0103_precision_comb	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	104	industrial;modern;nuclear;information	cotton	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0104_precision_razor	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	105	industrial;modern;nuclear;information	mild steel	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0105_precision_sponge	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	106	industrial;modern;nuclear;information	ceramic	Holdable		industrial_household	false	salvage	parsed;production-unreviewed	Holdable			industrialised_cleaning_personal_care_0001_plain_waste	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0106_precision_cloth	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	107	industrial;modern;nuclear;information	oak	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0107_precision_broom	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	108	industrial;modern;nuclear;information	cotton	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0108_precision_mop	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	109	industrial;modern;nuclear;information	mild steel	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0109_precision_bucket	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	110	industrial;modern;nuclear;information	ceramic	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0110_precision_soapdish	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	111	industrial;modern;nuclear;information	oak	Holdable		industrial_household	false	salvage	parsed;production-unreviewed	Holdable			industrialised_cleaning_personal_care_0001_plain_waste	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0111_economy_waste	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	112	industrial;modern;nuclear;information	cotton	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0112_economy_brush	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	113	industrial;modern;nuclear;information	mild steel	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0113_economy_comb	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	114	industrial;modern;nuclear;information	ceramic	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0114_economy_razor	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	115	industrial;modern;nuclear;information	oak	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0115_economy_sponge	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	116	industrial;modern;nuclear;information	cotton	Holdable		industrial_household	false	salvage	parsed;production-unreviewed	Holdable			industrialised_cleaning_personal_care_0001_plain_waste	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0116_economy_cloth	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	117	industrial;modern;nuclear;information	mild steel	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0117_economy_broom	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	118	industrial;modern;nuclear;information	ceramic	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0118_economy_mop	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	119	industrial;modern;nuclear;information	oak	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0119_economy_bucket	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	120	industrial;modern;nuclear;information	cotton	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0120_economy_soapdish	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	121	industrial;modern;nuclear;information	mild steel	Holdable		industrial_household	false	salvage	parsed;production-unreviewed	Holdable			industrialised_cleaning_personal_care_0001_plain_waste	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0121_lined_waste	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	122	industrial;modern;nuclear;information	ceramic	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0122_lined_brush	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	123	industrial;modern;nuclear;information	oak	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0123_lined_comb	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	124	industrial;modern;nuclear;information	cotton	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0124_lined_razor	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	125	industrial;modern;nuclear;information	mild steel	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0125_lined_sponge	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	126	industrial;modern;nuclear;information	ceramic	Holdable		industrial_household	false	salvage	parsed;production-unreviewed	Holdable			industrialised_cleaning_personal_care_0001_plain_waste	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0126_lined_cloth	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	127	industrial;modern;nuclear;information	oak	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0127_lined_broom	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	128	industrial;modern;nuclear;information	cotton	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0128_lined_mop	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	129	industrial;modern;nuclear;information	mild steel	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0129_lined_bucket	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	130	industrial;modern;nuclear;information	ceramic	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0130_lined_soapdish	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	131	industrial;modern;nuclear;information	oak	Holdable		industrial_household	false	salvage	parsed;production-unreviewed	Holdable			industrialised_cleaning_personal_care_0001_plain_waste	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0131_ventilated_waste	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	132	industrial;modern;nuclear;information	cotton	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0132_ventilated_brush	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	133	industrial;modern;nuclear;information	mild steel	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0133_ventilated_comb	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	134	industrial;modern;nuclear;information	ceramic	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0134_ventilated_razor	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	135	industrial;modern;nuclear;information	oak	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0135_ventilated_sponge	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	136	industrial;modern;nuclear;information	cotton	Holdable		industrial_household	false	salvage	parsed;production-unreviewed	Holdable			industrialised_cleaning_personal_care_0001_plain_waste	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0136_ventilated_cloth	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	137	industrial;modern;nuclear;information	mild steel	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0137_ventilated_broom	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	138	industrial;modern;nuclear;information	ceramic	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0138_ventilated_mop	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	139	industrial;modern;nuclear;information	oak	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0139_ventilated_bucket	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	140	industrial;modern;nuclear;information	cotton	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0140_ventilated_soapdish	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	141	industrial;modern;nuclear;information	mild steel	Holdable		industrial_household	false	salvage	parsed;production-unreviewed	Holdable			industrialised_cleaning_personal_care_0001_plain_waste	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0141_stackable_waste	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	142	industrial;modern;nuclear;information	ceramic	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0142_stackable_brush	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	143	industrial;modern;nuclear;information	oak	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0143_stackable_comb	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	144	industrial;modern;nuclear;information	cotton	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0144_stackable_razor	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	145	industrial;modern;nuclear;information	mild steel	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0145_stackable_sponge	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	146	industrial;modern;nuclear;information	ceramic	Holdable		industrial_household	false	salvage	parsed;production-unreviewed	Holdable			industrialised_cleaning_personal_care_0001_plain_waste	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0146_stackable_cloth	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	147	industrial;modern;nuclear;information	oak	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0147_stackable_broom	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	148	industrial;modern;nuclear;information	cotton	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0148_stackable_mop	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	149	industrial;modern;nuclear;information	mild steel	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0149_stackable_bucket	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	150	industrial;modern;nuclear;information	ceramic	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0150_stackable_soapdish	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	151	industrial;modern;nuclear;information	oak	Holdable		industrial_household	false	salvage	parsed;production-unreviewed	Holdable			industrialised_cleaning_personal_care_0001_plain_waste	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0151_field_waste	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	152	industrial;modern;nuclear;information	cotton	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0152_field_brush	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	153	industrial;modern;nuclear;information	mild steel	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0153_field_comb	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	154	industrial;modern;nuclear;information	ceramic	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0154_field_razor	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	155	industrial;modern;nuclear;information	oak	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0155_field_sponge	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	156	industrial;modern;nuclear;information	cotton	Holdable		industrial_household	false	salvage	parsed;production-unreviewed	Holdable			industrialised_cleaning_personal_care_0001_plain_waste	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0156_field_cloth	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	157	industrial;modern;nuclear;information	mild steel	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0157_field_broom	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	158	industrial;modern;nuclear;information	ceramic	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0158_field_mop	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	159	industrial;modern;nuclear;information	oak	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0159_field_bucket	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	160	industrial;modern;nuclear;information	cotton	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0160_field_soapdish	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	161	industrial;modern;nuclear;information	mild steel	Holdable		industrial_household	false	salvage	parsed;production-unreviewed	Holdable			industrialised_cleaning_personal_care_0001_plain_waste	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0161_countertop_waste	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	162	industrial;modern;nuclear;information	ceramic	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_cleaning_personal_care_0162_countertop_brush	shared-industrialised	Cleaning and personal care	Items/cleaning-personal-care.items.tsv	163	industrial;modern;nuclear;information	oak	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
