unique_reference,sdesc,fdesc
medieval_writing_iron_pen_knife,an iron pen knife,"This iron pen knife is a small sharp tool with a short blade made for careful writing-room work. The edge is suited to trimming quills, cutting reeds, scraping fibres, and making neat corrections or preparations. It is a precise implement rather than a heavy cutting knife."
medieval_writing_qalam_cutter,a qalam cutting knife,"This qalam cutting knife is cut from reed with a shaped point and split nib for carrying ink. The shaft is straight and light, with the writing end trimmed to suit either broad or fine strokes. It is practical for paper, parchment, papyrus, and calligraphic work where a firm nib is preferred."
medieval_writing_pen_rest,a small pen rest,"This small pen rest is a small support for keeping pens and brushes clear of the writing surface. Its shape provides shallow grooves or raised rests where damp nibs and tips can lie without rolling away. It helps keep ink, pigment, and grit from spreading across a desk or manuscript page."
medieval_writing_bamboo_pen_rack,a bamboo pen rack,"This bamboo pen rack is a small support for keeping pens and brushes clear of the writing surface. Its shape provides shallow grooves or raised rests where damp nibs and tips can lie without rolling away. It helps keep ink, pigment, and grit from spreading across a desk or manuscript page."
medieval_writing_linen_pen_wiper,a linen pen wiper,"This linen pen wiper is a small piece of linen kept for cleaning nibs, fingers, and wet writing tools. The cloth is plain and absorbent, with expected dark marks from ink and soot around the working edge. It belongs beside pens, brushes, knives, and inkwells in a practical writing kit."
medieval_writing_quill_curing_sand,a tray of quill-curing sand,"This tray of quill-curing sand is cut from a trimmed feather shaft with a shaped nib at the point. The plume is partly stripped back so it sits comfortably in the hand, while the slit nib is ready to hold ink. It is a light writing implement for parchment, paper, and other ink-friendly surfaces."
medieval_writing_spare_quill_bundle,a bundle of spare quills,"This bundle of spare quills is cut from a trimmed feather shaft with a shaped nib at the point. The plume is partly stripped back so it sits comfortably in the hand, while the slit nib is ready to hold ink. It is a light writing implement for parchment, paper, and other ink-friendly surfaces."
medieval_writing_reed_pen_bundle,a bundle of reed pens,"This bundle of reed pens is cut from reed with a shaped point and split nib for carrying ink. The shaft is straight and light, with the writing end trimmed to suit either broad or fine strokes. It is practical for paper, parchment, papyrus, and calligraphic work where a firm nib is preferred."
medieval_writing_charcoal_stick_bundle,a bundle of charcoal sticks,"This bundle of charcoal sticks gathers several narrow charcoal writing sticks into a simple tied group. The sticks are dark, light, and a little dusty, with broken ends that leave strong marks on rough surfaces. They are useful for practice boards, temporary marks, sketches, and rough labels."
medieval_writing_soot_ink_cake,a soot-black ink cake,"This soot-black ink cake is a compact block of dark pigment and binder prepared for writing or painting. Its surface is hard and slightly polished where it has been handled, scraped, or rubbed with water. It is meant to be worked into ink or colour as needed rather than carried as loose powder."
medieval_writing_carbon_ink_stick,a carbon ink stick,"This carbon ink stick is a compact block of dark pigment and binder prepared for writing or painting. Its surface is hard and slightly polished where it has been handled, scraped, or rubbed with water. It is meant to be worked into ink or colour as needed rather than carried as loose powder."
medieval_writing_lampblack_packet,a packet of lampblack,"This packet of lampblack holds fine soot-black powder gathered for ink making. The contents are dark, dusty, and prone to smearing, so the packet is kept tightly folded. It is a pigment stock for carbon ink, washes, and dark manuscript details."
medieval_writing_red_ink_cake,a red pigment ink cake,"This red pigment ink cake is a compact block of cinnabar-red pigment and binder prepared for writing or painting. Its surface is hard and slightly polished where it has been handled, scraped, or rubbed with water. It is meant to be worked into ink or colour as needed rather than carried as loose powder."
medieval_writing_blue_pigment_cake,a blue pigment cake,"This blue pigment cake is a compact block of azurite-blue pigment and binder prepared for writing or painting. Its surface is hard and slightly polished where it has been handled, scraped, or rubbed with water. It is meant to be worked into ink or colour as needed rather than carried as loose powder."
medieval_writing_green_pigment_cake,a green pigment cake,"This green pigment cake is a compact block of malachite-green pigment and binder prepared for writing or painting. Its surface is hard and slightly polished where it has been handled, scraped, or rubbed with water. It is meant to be worked into ink or colour as needed rather than carried as loose powder."
medieval_writing_gold_leaf_packet,a packet of gold leaf,"This packet of gold leaf holds fragile sheets of thin gold leaf protected between small wrappers. The leaf catches light at the edges and is delicate enough to tear with careless handling. It is intended for manuscript illumination, initials, borders, and other fine decorative work."
medieval_writing_silver_leaf_packet,a packet of silver leaf,"This packet of silver leaf holds fragile sheets of thin silver leaf protected between small wrappers. The leaf catches light at the edges and is delicate enough to tear with careless handling. It is intended for manuscript illumination, initials, borders, and other fine decorative work."
medieval_writing_powdered_chalk,a pouch of whitening chalk,"This pouch of whitening chalk is a small supply of pale powder or pigment kept for manuscript preparation. The material is dry and crumbly, with dust caught in the folds or mouth of its wrapping. It is useful for whitening, surface preparation, or mixing into writing and painting stock."
medieval_writing_pounce_bag,a small pounce bag,"This small pounce bag is a small cloth bag filled with fine powder for preparing a writing surface. The fabric is tight enough to sift lightly when tapped, leaving a dusting rather than a clump. It is used to dry, smooth, or ready a page before careful ink work."
medieval_writing_pumice_piece,a piece of parchment pumice,"This piece of parchment pumice is a light abrasive stone sized for rubbing parchment and paper surfaces. Its worn face is smooth in the hand but gritty enough to remove grease, raised fibres, or small roughness. It belongs with page preparation, correction, and finishing tools."
medieval_writing_small_clay_inkwell,a small clay inkwell,"This small clay inkwell is a small vessel with a narrow mouth and stable base for holding writing ink. Dark staining gathers around the lip where pens and brushes have been dipped repeatedly. It is shaped to sit beside a page, tablet, or desk while keeping the ink pooled and accessible."
medieval_writing_ceramic_ink_pot,a ceramic ink pot,"This ceramic ink pot is a small vessel with a narrow mouth and stable base for holding writing ink. Dark staining gathers around the lip where pens and brushes have been dipped repeatedly. It is shaped to sit beside a page, tablet, or desk while keeping the ink pooled and accessible."
medieval_writing_glass_inkwell,a small glass inkwell,"This small glass inkwell is a small vessel with a narrow mouth and stable base for holding writing ink. Dark staining gathers around the lip where pens and brushes have been dipped repeatedly. It is shaped to sit beside a page, tablet, or desk while keeping the ink pooled and accessible."
medieval_writing_bronze_travel_inkwell,a bronze travel inkwell,"This bronze travel inkwell is a compact lidded vessel made to carry ink without spilling at the first movement. Its mouth is narrow enough for dipping a pen or brush, and the body has enough weight to sit steady when opened. Stains around the rim show its place in a travelling writing kit."
medieval_writing_double_ceramic_inkwell,a double ceramic inkwell,"This double ceramic inkwell is a small vessel with a narrow mouth and stable base for holding writing ink. Dark staining gathers around the lip where pens and brushes have been dipped repeatedly. It is shaped to sit beside a page, tablet, or desk while keeping the ink pooled and accessible."
medieval_writing_slate_inkstone,a slate inkstone,"This slate inkstone is a flat stone with a shallow grinding area and a small hollow for ink. The surface is smoothed by use, with dark stains where an ink stick would be rubbed with water. It is a central tool for brush writing, calligraphy, and careful ink preparation."
medieval_writing_stone_inkstone,a polished stone inkstone,"This polished stone inkstone is a flat stone with a shallow grinding area and a small hollow for ink. The surface is smoothed by use, with dark stains where an ink stick would be rubbed with water. It is a central tool for brush writing, calligraphy, and careful ink preparation."
medieval_writing_agate_inkstone,a fine agate inkstone,"This fine agate inkstone is a flat stone with a shallow grinding area and a small hollow for ink. The surface is smoothed by use, with dark stains where an ink stick would be rubbed with water. It is a central tool for brush writing, calligraphy, and careful ink preparation."
medieval_writing_jade_inkstone,a small jade inkstone,"This small jade inkstone is a flat stone with a shallow grinding area and a small hollow for ink. The surface is smoothed by use, with dark stains where an ink stick would be rubbed with water. It is a central tool for brush writing, calligraphy, and careful ink preparation."
medieval_writing_pigment_shell,a pigment mixing shell,"This pigment mixing shell is a small shallow surface for mixing ink, binder, and pigment in controlled amounts. Its hollow or wells are smooth and easy to wipe, with faint stains from repeated colours. It is meant for illumination, rubrication, and small-scale manuscript painting."
medieval_writing_shell_palette,a shallow shell palette,"This shallow shell palette is a small shallow surface for mixing ink, binder, and pigment in controlled amounts. Its hollow or wells are smooth and easy to wipe, with faint stains from repeated colours. It is meant for illumination, rubrication, and small-scale manuscript painting."
medieval_writing_stone_pigment_muller,a stone pigment muller,"This stone pigment muller is a heavy smooth tool for grinding pigment into a finer working paste. The working face is worn flat and carries faint stains from mineral colour, soot, and binder. It is used before ink, paint, or illumination colours are ready for a brush."
medieval_writing_palette_slab,a stone palette slab,"This stone palette slab is a small shallow surface for mixing ink, binder, and pigment in controlled amounts. Its hollow or wells are smooth and easy to wipe, with faint stains from repeated colours. It is meant for illumination, rubrication, and small-scale manuscript painting."
medieval_writing_agate_burnisher,an agate burnisher,"This agate burnisher is a compact writing or illumination supply prepared for use at a desk or scriptorium bench. The material is kept in a form that can be rubbed, dipped, mixed, or portioned as needed. It supports ink making, page preparation, colouring, and decorative manuscript work."
medieval_writing_gesso_pot,a small gesso pot,"This small gesso pot is a compact writing or illumination supply prepared for use at a desk or scriptorium bench. The material is kept in a form that can be rubbed, dipped, mixed, or portioned as needed. It supports ink making, page preparation, colouring, and decorative manuscript work."
medieval_writing_gilding_knife,a gilding knife,"This gilding knife is a compact writing or illumination supply prepared for use at a desk or scriptorium bench. The material is kept in a form that can be rubbed, dipped, mixed, or portioned as needed. It supports ink making, page preparation, colouring, and decorative manuscript work."
medieval_writing_gilding_tip,a soft gilding tip,"This soft gilding tip is a compact writing or illumination supply prepared for use at a desk or scriptorium bench. The material is kept in a form that can be rubbed, dipped, mixed, or portioned as needed. It supports ink making, page preparation, colouring, and decorative manuscript work."
medieval_writing_gold_leaf_cushion,a gold-leaf cushion,"This gold-leaf cushion holds fragile sheets of thin gold leaf protected between small wrappers. The leaf catches light at the edges and is delicate enough to tear with careless handling. It is intended for manuscript illumination, initials, borders, and other fine decorative work."
medieval_writing_miniature_detail_brush,a miniature detail brush,"This miniature detail brush is a small brush made for manuscript colour, ink, or fine decorative work. The handle is slim and the bristles are gathered to a controlled point for narrow strokes and tiny details. It belongs with pigments, palettes, and illumination tools rather than with heavy writing stock."
medieval_writing_cedar_scroll_tube,a cedar scroll tube,"This cedar scroll tube is a narrow cedar container shaped to protect rolled documents. The long body is smooth enough not to abrade the scroll, with a fitted mouth, flap, or cap implied by its closed form. It is sized for scrolls, maps, rolls, labels, or other slender document bundles."
medieval_writing_bamboo_scroll_tube,a bamboo scroll tube,"This bamboo scroll tube is a narrow bamboo container shaped to protect rolled documents. The long body is smooth enough not to abrade the scroll, with a fitted mouth, flap, or cap implied by its closed form. It is sized for scrolls, maps, rolls, labels, or other slender document bundles."
medieval_writing_leather_scroll_case,a leather scroll case,"This leather scroll case is a narrow leather container shaped to protect rolled documents. The long body is smooth enough not to abrade the scroll, with a fitted mouth, flap, or cap implied by its closed form. It is sized for scrolls, maps, rolls, labels, or other slender document bundles."
medieval_writing_silk_scroll_wrapper,a silk scroll wrapper,"This silk scroll wrapper is a soft protective covering made to fold around manuscripts, scrolls, or tablets. The textile lies flat but can be wrapped snugly, with enough overlap to shield corners and outer leaves from dust. It is a light document protector rather than a hard case."
medieval_writing_linen_scroll_wrap,a linen scroll wrap,"This linen scroll wrap is a soft protective covering made to fold around manuscripts, scrolls, or tablets. The textile lies flat but can be wrapped snugly, with enough overlap to shield corners and outer leaves from dust. It is a light document protector rather than a hard case."
medieval_writing_leather_document_pouch,a leather document pouch,"This leather document pouch is a flat closable pouch shaped for folded documents and small writing supplies. Its body is flexible, with a flap or tucked closure that protects contents from dust and casual handling. It suits letters, seals, tablets, labels, or compact scribal tools."
medieval_writing_linen_document_pouch,a linen document pouch,"This linen document pouch is a flat closable pouch shaped for folded documents and small writing supplies. Its body is flexible, with a flap or tucked closure that protects contents from dust and casual handling. It suits letters, seals, tablets, labels, or compact scribal tools."
medieval_writing_tablet_wrap,a padded tablet wrap,"This padded tablet wrap is a soft protective covering made to fold around manuscripts, scrolls, or tablets. The textile lies flat but can be wrapped snugly, with enough overlap to shield corners and outer leaves from dust. It is a light document protector rather than a hard case."
medieval_writing_wax_tablet_pouch,a wax-tablet pouch,"This wax-tablet pouch is a flat closable pouch shaped for folded documents and small writing supplies. Its body is flexible, with a flap or tucked closure that protects contents from dust and casual handling. It suits letters, seals, tablets, labels, or compact scribal tools."
medieval_writing_book_satchel,a leather book satchel,"This leather book satchel is a larger carried document bag with room for books, tablets, packets, and writing tools. The body is broad and flat so papers are not crushed into a bundle, with reinforced edges where it is handled most. It is meant for couriers, clerks, notaries, students, or travelling scribes."
medieval_writing_document_satchel,a document satchel,"This document satchel is a larger carried document bag with room for books, tablets, packets, and writing tools. The body is broad and flat so papers are not crushed into a bundle, with reinforced edges where it is handled most. It is meant for couriers, clerks, notaries, students, or travelling scribes."
medieval_writing_courier_document_satchel,a courier document satchel,"This courier document satchel is a larger carried document bag with room for books, tablets, packets, and writing tools. The body is broad and flat so papers are not crushed into a bundle, with reinforced edges where it is handled most. It is meant for couriers, clerks, notaries, students, or travelling scribes."
medieval_writing_notary_satchel,a notary's document satchel,"This notary's document satchel is a larger carried document bag with room for books, tablets, packets, and writing tools. The body is broad and flat so papers are not crushed into a bundle, with reinforced edges where it is handled most. It is meant for couriers, clerks, notaries, students, or travelling scribes."
medieval_writing_palm_leaf_wrapper,a palm-leaf manuscript wrapper,"This palm-leaf manuscript wrapper is a soft protective covering made to fold around manuscripts, scrolls, or tablets. The textile lies flat but can be wrapped snugly, with enough overlap to shield corners and outer leaves from dust. It is a light document protector rather than a hard case."
medieval_writing_silk_manuscript_wrapper,a silk manuscript wrapper,"This silk manuscript wrapper is a soft protective covering made to fold around manuscripts, scrolls, or tablets. The textile lies flat but can be wrapped snugly, with enough overlap to shield corners and outer leaves from dust. It is a light document protector rather than a hard case."
medieval_writing_cypress_book_box,a cypress book box,"This cypress book box is a sturdy cypress storage piece made for documents, books, seals, or archive packets. It has a fitted lid, reinforced corners, and a clean interior sized for protected records rather than loose household clutter. The form suits chancery, library, monastery, school, or merchant archive use."
medieval_writing_cedar_book_box,a cedar book box,"This cedar book box is a sturdy cedar storage piece made for documents, books, seals, or archive packets. It has a fitted lid, reinforced corners, and a clean interior sized for protected records rather than loose household clutter. The form suits chancery, library, monastery, school, or merchant archive use."
medieval_writing_lacquered_book_box,a lacquered book box,"This lacquered book box is a sturdy lacquered storage piece made for documents, books, seals, or archive packets. It has a fitted lid, reinforced corners, and a clean interior sized for protected records rather than loose household clutter. The form suits chancery, library, monastery, school, or merchant archive use."
medieval_writing_small_archive_box,a small archive box,"This small archive box is a sturdy oak storage piece made for documents, books, seals, or archive packets. It has a fitted lid, reinforced corners, and a clean interior sized for protected records rather than loose household clutter. The form suits chancery, library, monastery, school, or merchant archive use."
medieval_writing_large_archive_chest,a large archive chest,"This large archive chest is a sturdy oak storage piece made for documents, books, seals, or archive packets. It has a fitted lid, reinforced corners, and a clean interior sized for protected records rather than loose household clutter. The form suits chancery, library, monastery, school, or merchant archive use."
medieval_writing_deed_box,a deed storage box,"This deed storage box is a sturdy walnut storage piece made for documents, books, seals, or archive packets. It has a fitted lid, reinforced corners, and a clean interior sized for protected records rather than loose household clutter. The form suits chancery, library, monastery, school, or merchant archive use."
medieval_writing_scripture_box,a scripture storage box,"This scripture storage box is a sturdy cypress storage piece made for documents, books, seals, or archive packets. It has a fitted lid, reinforced corners, and a clean interior sized for protected records rather than loose household clutter. The form suits chancery, library, monastery, school, or merchant archive use."
medieval_writing_seal_matrix_box,a seal matrix box,"This seal matrix box is a sturdy cedar storage piece made for documents, books, seals, or archive packets. It has a fitted lid, reinforced corners, and a clean interior sized for protected records rather than loose household clutter. The form suits chancery, library, monastery, school, or merchant archive use."
medieval_writing_wax_and_seal_box,a wax and seal box,"This wax and seal box is a sturdy cedar storage piece made for documents, books, seals, or archive packets. It has a fitted lid, reinforced corners, and a clean interior sized for protected records rather than loose household clutter. The form suits chancery, library, monastery, school, or merchant archive use."
medieval_writing_messenger_tube,a messenger document tube,"This messenger document tube is a narrow bamboo container shaped to protect rolled documents. The long body is smooth enough not to abrade the scroll, with a fitted mouth, flap, or cap implied by its closed form. It is sized for scrolls, maps, rolls, labels, or other slender document bundles."
medieval_writing_courier_scroll_case,a courier scroll case,"This courier scroll case is a narrow leather container shaped to protect rolled documents. The long body is smooth enough not to abrade the scroll, with a fitted mouth, flap, or cap implied by its closed form. It is sized for scrolls, maps, rolls, labels, or other slender document bundles."
medieval_writing_school_tablet_case,a school tablet case,"This school tablet case is a practical document container or protector made from wooden. Its shape is meant to keep writing goods grouped, covered, and easier to carry or shelve. It belongs with the storage side of scribal, courier, school, and archive work."
medieval_writing_document_bookcase_shelves,portable document shelves,"These portable document shelves are compact shelves made for books, scroll tubes, document boxes, and bundled records. The tiers are open and shallow, allowing stored documents to be seen and reached without digging through a chest. They are portable enough for the catalogue but visually suited to an archive, school, or scriptorium."
medieval_writing_locking_document_box,a locking document box,"This locking document box is a sturdy oak storage piece made for documents, books, seals, or archive packets. It has a built-in lock and keyhole, reinforced corners, and a clean interior sized for protected records rather than loose household clutter. The form suits chancery, library, monastery, school, or merchant archive use."
medieval_writing_locking_deed_chest,a locking deed chest,"This locking deed chest is a sturdy oak storage piece made for documents, books, seals, or archive packets. It has a built-in lock and keyhole, reinforced corners, and a clean interior sized for protected records rather than loose household clutter. The form suits chancery, library, monastery, school, or merchant archive use."
medieval_writing_locking_archive_chest,a locking archive chest,"This locking archive chest is a sturdy oak storage piece made for documents, books, seals, or archive packets. It has a built-in lock and keyhole, reinforced corners, and a clean interior sized for protected records rather than loose household clutter. The form suits chancery, library, monastery, school, or merchant archive use."
medieval_writing_chancery_strong_chest,a chancery strong chest,"This chancery strong chest is a sturdy iron storage piece made for documents, books, seals, or archive packets. It has a built-in lock and keyhole, reinforced corners, and a clean interior sized for protected records rather than loose household clutter. The form suits chancery, library, monastery, school, or merchant archive use."
medieval_writing_seal_office_lockbox,a seal office lockbox,"This seal office lockbox is a sturdy brass storage piece made for documents, books, seals, or archive packets. It has a built-in lock and keyhole, reinforced corners, and a clean interior sized for protected records rather than loose household clutter. The form suits chancery, library, monastery, school, or merchant archive use."
medieval_writing_bronze_signet_stamp,a bronze signet stamp,"This bronze signet stamp is a compact seal tool with a shaped face cut for making an authority impression. The metal surface is worn bright along the high points, while the recessed design is kept sharp enough to press into wax or clay. It can serve personal, household, office, or messenger authentication."
medieval_writing_brass_office_seal,a brass office seal,"This brass office seal is a seal matrix with a flat working face and a solid grip or back. The design surface is kept clear of ornament that would blur the impression, while the body shows practical handling wear. It is used to mark wax, clay, or other sealing media with a recognizable authority sign."
medieval_writing_iron_seal_matrix,an iron seal matrix,"This iron seal matrix is a seal matrix with a flat working face and a solid grip or back. The design surface is kept clear of ornament that would blur the impression, while the body shows practical handling wear. It is used to mark wax, clay, or other sealing media with a recognizable authority sign."
medieval_writing_lead_seal_matrix,a lead seal matrix,"This lead seal matrix is a heavy seal matrix or bulla-related tool meant for formal packets and durable impressions. The working face is firm and plain-edged, with enough weight to leave a confident mark in a prepared medium. It suits official records, charters, rolls, and secured archive goods."
medieval_writing_ivory_handled_seal_stamp,an ivory-handled seal stamp,"This ivory-handled seal stamp is a seal matrix with a flat working face and a solid grip or back. The design surface is kept clear of ornament that would blur the impression, while the body shows practical handling wear. It is used to mark wax, clay, or other sealing media with a recognizable authority sign."
medieval_writing_wax_seal_cake,a wax seal cake,"This wax seal cake is a small lump or cake of wax kept for sealing documents and packets. The surface is smooth where it has been wrapped or warmed, and the colour reads dark enough to show an impressed design. It is ready to be softened, pressed, and marked by a seal stamp."
medieval_writing_red_wax_seal_cake,a red wax seal cake,"This red wax seal cake is a small lump or cake of wax kept for sealing documents and packets. The surface is smooth where it has been wrapped or warmed, and the colour reads dark enough to show an impressed design. It is ready to be softened, pressed, and marked by a seal stamp."
medieval_writing_clay_sealing_lump,a lump of sealing clay,"This lump of sealing clay is an authentication good associated with seals, secured documents, and official handling. Its surface or closure point is shaped to carry a mark, impression, tie, or visible authority sign. It belongs with chancery, archive, courier, mercantile, or institutional document work."
medieval_writing_lead_bulla_blank,a blank lead bulla,"This blank lead bulla is a heavy seal matrix or bulla-related tool meant for formal packets and durable impressions. The working face is firm and plain-edged, with enough weight to leave a confident mark in a prepared medium. It suits official records, charters, rolls, and secured archive goods."
medieval_writing_lead_seal_tag,a lead seal tag,"This lead seal tag is a small tag prepared for a written mark and a seal impression. Its surface is compact but clear, with an attachment point for tying it to a bundle, chest, scroll, or packet. It is useful for archive control, messenger custody, and official identification."
medieval_writing_seal_cord,a seal cord,"This seal cord is an authentication good associated with seals, secured documents, and official handling. Its surface or closure point is shaped to carry a mark, impression, tie, or visible authority sign. It belongs with chancery, archive, courier, mercantile, or institutional document work."
medieval_writing_sealable_parchment_charter,a sealable parchment charter,"This sealable parchment charter is a formal document blank or packet prepared to receive a tamper-evident seal. The writing face is left clear while a fold, tail, cord, or lower margin is reserved for wax, clay, or lead authentication. It is suitable for official orders, contracts, letters, writs, and secured records."
medieval_writing_sealed_parchment_roll,a sealable parchment roll,"This sealable parchment roll is a rolled document form prepared with an outer tie or overlap for a seal. The outer layer protects the writing while presenting a clear place for wax, clay, or lead to hold the roll closed. It is suited to secured correspondence, charters, official copies, and archive transfers."
medieval_writing_sealable_rag_paper_letter,a sealable rag-paper letter,"This sealable rag-paper letter is a formal document blank or packet prepared to receive a tamper-evident seal. The writing face is left clear while a fold, tail, cord, or lower margin is reserved for wax, clay, or lead authentication. It is suitable for official orders, contracts, letters, writs, and secured records."
medieval_writing_official_writ,a sealable official writ,"This sealable official writ is a formal document blank or packet prepared to receive a tamper-evident seal. The writing face is left clear while a fold, tail, cord, or lower margin is reserved for wax, clay, or lead authentication. It is suitable for official orders, contracts, letters, writs, and secured records."
medieval_writing_sealable_east_asian_scroll,a sealable paper handscroll,"This sealable paper handscroll is a rolled document form prepared with an outer tie or overlap for a seal. The outer layer protects the writing while presenting a clear place for wax, clay, or lead to hold the roll closed. It is suited to secured correspondence, charters, official copies, and archive transfers."
medieval_writing_sealable_palm_leaf_bundle,a sealable palm-leaf bundle,"This sealable palm-leaf bundle is a corded manuscript packet prepared so its tie can carry a seal. The long leaves are stacked neatly between covers or wraps, with the cord left accessible for authentication. It is meant to show whether the manuscript bundle has been opened since sealing."
medieval_writing_wax_sealable_document,a wax-sealable document,"This wax-sealable document is a formal document blank or packet prepared to receive a tamper-evident seal. The writing face is left clear while a fold, tail, cord, or lower margin is reserved for wax, clay, or lead authentication. It is suitable for official orders, contracts, letters, writs, and secured records."
medieval_writing_clay_sealable_document,a clay-sealable document,"This clay-sealable document is a formal document blank or packet prepared to receive a tamper-evident seal. The writing face is left clear while a fold, tail, cord, or lower margin is reserved for wax, clay, or lead authentication. It is suitable for official orders, contracts, letters, writs, and secured records."
medieval_writing_sealable_paper_envelope,a sealable paper envelope,"This sealable paper envelope is a formal document blank or packet prepared to receive a tamper-evident seal. The writing face is left clear while a fold, tail, cord, or lower margin is reserved for wax, clay, or lead authentication. It is suitable for official orders, contracts, letters, writs, and secured records."
medieval_writing_sealable_scroll,a general sealable scroll,"This general sealable scroll is a rolled document form prepared with an outer tie or overlap for a seal. The outer layer protects the writing while presenting a clear place for wax, clay, or lead to hold the roll closed. It is suited to secured correspondence, charters, official copies, and archive transfers."
medieval_writing_sealable_document_pouch,a sealable document pouch,"This sealable document pouch is built with a closure point prepared to take a visible tamper seal. The flap, lid, or hasp gives a clear place for wax, clay, or lead to bind the opening after the contents are secured. It is intended for courier custody, archive storage, or official handling where broken sealing should be obvious."
medieval_writing_sealable_archive_box,a sealable archive box,"This sealable archive box is built with a closure point prepared to take a visible tamper seal. The flap, lid, or hasp gives a clear place for wax, clay, or lead to bind the opening after the contents are secured. It is intended for courier custody, archive storage, or official handling where broken sealing should be obvious."
medieval_writing_sealable_archive_chest,a sealable archive chest,"This sealable archive chest is built with a closure point prepared to take a visible tamper seal. The flap, lid, or hasp gives a clear place for wax, clay, or lead to bind the opening after the contents are secured. It is intended for courier custody, archive storage, or official handling where broken sealing should be obvious."
medieval_writing_wax_sealable_container,a wax-sealable document box,"This wax-sealable document box is built with a closure point prepared to take a visible tamper seal. The flap, lid, or hasp gives a clear place for wax, clay, or lead to bind the opening after the contents are secured. It is intended for courier custody, archive storage, or official handling where broken sealing should be obvious."
medieval_writing_parchment_scraping_knife,a parchment scraping knife,"This parchment scraping knife is a curved or narrow-edged tool for scraping wet hide into a smoother writing surface. The working edge is keen but controlled, with handling wear where pressure would be applied. It belongs in parchment preparation, especially thinning, smoothing, and cleaning skins on a frame."
medieval_writing_parchment_lunellum,a crescent parchment lunellum,"This crescent parchment lunellum is a curved or narrow-edged tool for scraping wet hide into a smoother writing surface. The working edge is keen but controlled, with handling wear where pressure would be applied. It belongs in parchment preparation, especially thinning, smoothing, and cleaning skins on a frame."
medieval_writing_parchment_stretching_frame,a parchment stretching frame,"This parchment stretching frame is part of the heavy preparation work for stretching and holding parchment stock. Its surfaces show practical wear from tension, damp hide, cord, and repeated workshop handling. It helps turn raw skin into a flatter, thinner, more reliable writing material."
medieval_writing_parchment_lacing_cord,a parchment lacing cord,"This parchment lacing cord is part of the heavy preparation work for stretching and holding parchment stock. Its surfaces show practical wear from tension, damp hide, cord, and repeated workshop handling. It helps turn raw skin into a flatter, thinner, more reliable writing material."
medieval_writing_parchment_pegs,a set of parchment pegs,"This set of parchment pegs is part of the heavy preparation work for stretching and holding parchment stock. Its surfaces show practical wear from tension, damp hide, cord, and repeated workshop handling. It helps turn raw skin into a flatter, thinner, more reliable writing material."
medieval_writing_parchment_fleshing_beam,a parchment fleshing beam,"This parchment fleshing beam is part of the heavy preparation work for stretching and holding parchment stock. Its surfaces show practical wear from tension, damp hide, cord, and repeated workshop handling. It helps turn raw skin into a flatter, thinner, more reliable writing material."
medieval_writing_parchment_whitening_chalk,a lump of whitening chalk,"This lump of whitening chalk is a finishing material for preparing parchment before ink work. It is dry, pale, abrasive, or powdery in the places meant to touch the writing surface. It helps smooth, whiten, dry, or degrease the page so writing sits cleanly."
medieval_writing_parchment_pumice,a piece of parchment pumice,"This piece of parchment pumice is a finishing material for preparing parchment before ink work. It is dry, pale, abrasive, or powdery in the places meant to touch the writing surface. It helps smooth, whiten, dry, or degrease the page so writing sits cleanly."
medieval_writing_parchment_pounce_bag,a parchment pounce bag,"This parchment pounce bag is a finishing material for preparing parchment before ink work. It is dry, pale, abrasive, or powdery in the places meant to touch the writing surface. It helps smooth, whiten, dry, or degrease the page so writing sits cleanly."
medieval_writing_papermaker_mould_deckle,a mould and deckle,"This mould and deckle is a wooden papermaking frame with the removable edge needed to shape a sheet. The working face is broad and flat, meant to lift wet fibres evenly from a vat. It is central to forming handmade paper before pressing and drying."
medieval_writing_papermaker_vat,a papermaker's vat,"This papermaker's vat is a broad wooden vessel used for wet fibre and rag preparation. The interior is plain and work-worn, with room for soaking, beating, or stirring paper stock. It belongs to the messy production side of paper rather than to finished desk work."
medieval_writing_couching_blanket,a couching blanket,"This couching blanket is a thick absorbent textile used between wet paper sheets during pressing. Its surface is soft and slightly matted, meant to draw moisture away without tearing the new sheet. It is a papermaker's working material, not a household blanket."
medieval_writing_press_felt,a papermaker's press felt,"This papermaker's press felt is a thick absorbent textile used between wet paper sheets during pressing. Its surface is soft and slightly matted, meant to draw moisture away without tearing the new sheet. It is a papermaker's working material, not a household blanket."
medieval_writing_lay_press,a papermaker's lay press,"This papermaker's lay press is a wooden pressure tool for flattening sheets, gatherings, or newly made paper stock. The frame and boards are heavy and plain, built to squeeze evenly rather than decorate a room. It is used where wet or newly assembled writing materials need to dry flat."
medieval_writing_rag_sorting_knife,a rag-sorting knife,"This rag-sorting knife is a practical papermaking tool used in preparing, shaping, pressing, or finishing sheet stock. Its construction is workmanlike, with visible wear from wet fibres, sizing, pressure, or repeated handling. It belongs in a paper workshop rather than a finished writing kit."
medieval_writing_rag_beating_trough,a rag-beating trough,"This rag-beating trough is a broad wooden vessel used for wet fibre and rag preparation. The interior is plain and work-worn, with room for soaking, beating, or stirring paper stock. It belongs to the messy production side of paper rather than to finished desk work."
medieval_writing_paper_sizing_brush,a paper sizing brush,This paper sizing brush is a broad working brush for applying sizing to paper or other writing stock. The handle is practical and the bristles are meant to spread liquid evenly over a sheet. It belongs to surface preparation before the material is ready to write on.
