stable_reference	scope	kind	family	noun	short_description	full_description	taste	material	nutrition	freshness	quality	weight_grams	cost	admission_profile
preindustrial_food_duck_and_barley_pot	Shared	Prepared	Poultry	duckbarleypot	a pot of duck and barley	Duck fat glosses barley pearls around pieces of dark meat.	The dish is malty, fatty, and robust.	meat	Rich	Cooked	Good	520	1.48	RegionalOldWorld
preindustrial_food_goose_and_cabbage_pot	Shared	Prepared	Poultry	goosecabbagepot	a pot of goose and cabbage	Soft cabbage has absorbed the abundant juices of simmered goose.	Sweet leaves balance the intensely fatty bird.	meat	Rich	Cooked	Good	530	1.52	European
preindustrial_food_pigeon_and_pea_pot	Shared	Prepared	Poultry	pigeonpeapot	a pot of pigeon and peas	Green peas surround dark pigeon pieces in a light gravy.	Sweet pulses soften the gamey bird flavour.	meat	Hearty	Cooked	Good	480	1.30	RegionalOldWorld
preindustrial_food_fowl_and_onion_stew	Shared	Prepared	Poultry	fowlonionstew	a bowl of fowl-onion stew	Collapsed onions thicken the broth around mixed fowl pieces.	Allium sweetness enriches the delicate meat.	meat	Hearty	Cooked	Good	500	1.25	Universal
preindustrial_food_fowl_and_root_stew	Shared	Prepared	Poultry	fowlrootstew	a bowl of fowl-and-root stew	Tender roots and poultry joints share a softly seasoned gravy.	Earthy sweetness meets clean poultry savour.	meat	Hearty	Cooked	Standard	520	1.10	Universal
preindustrial_food_fowl_and_mushroom_stew	Shared	Prepared	Poultry	fowlmushroomstew	a bowl of mushroom-fowl stew	Brown mushrooms darken the sauce surrounding pale bird meat.	Woodsy depth complements the gentle poultry.	meat	Rich	Cooked	Good	490	1.48	RegionalOldWorld
preindustrial_food_fowl_and_fruit_stew	Shared	Prepared	Poultry	fowlfruitstew	a bowl of fruit-and-fowl stew	Dried fruit glows among poultry pieces in fragrant sauce.	Tart sweetness sharpens the rich bird juices.	meat	Rich	Cooked	Good	480	1.60	RegionalOldWorld
preindustrial_food_fowl_and_nut_stew	Shared	Prepared	Poultry	fowlnutstew	a bowl of nut-thickened fowl	Ground nuts make a creamy sauce around tender poultry.	Roasted richness deepens the mild meat.	meat	Rich	Cooked	Good	470	1.72	Islamicate
preindustrial_food_fowl_yogurt_stew	Shared	Prepared	Poultry	fowlyogurtstew	a bowl of yogurt-braised fowl	Pale cultured sauce clings thickly to softly braised bird.	Clean sourness cuts the poultry fat.	meat	Rich	Cooked	Good	470	1.58	Islamicate
preindustrial_food_saffron_chicken	Shared	Prepared	Poultry	saffronchicken	a dish of saffron chicken	Golden sauce and saffron threads cover neatly cut chicken.	Floral warmth enriches the sweet white meat.	meat	Feast	Cooked	VeryGood	450	2.55	Islamicate
preindustrial_food_honeyed_duck	Shared	Prepared	Poultry	honeyduck	a dish of honeyed duck	Sticky honey glaze shines over slices of fatty duck.	Caramel sweetness meets robust waterfowl savour.	meat	Feast	Cooked	VeryGood	450	2.48	RegionalOldWorld
preindustrial_food_spiced_pigeon	Shared	Prepared	Poultry	spicepigeon	a dish of spiced pigeon	Aromatic gravy coats small joints of dark pigeon meat.	Warm spices round its mineral game flavour.	meat	Rich	Cooked	Good	410	1.72	RegionalOldWorld
preindustrial_food_sour_goose	Shared	Prepared	Poultry	sourgoose	a dish of sour-braised goose	Sharp fruit liquor glazes thick pieces of simmered goose.	Acidity slices through the abundant fat.	meat	Rich	Cooked	Good	450	1.82	RegionalOldWorld
preindustrial_food_plain_roast_chicken	Shared	Prepared	Poultry	roastchicken	a whole roast chicken	Browned skin stretches tightly over a plump roasted chicken.	Juicy mild flesh follows crisp salty skin.	meat	Rich	Cooked	Good	700	2.10	Universal
preindustrial_food_plain_roast_hen	Shared	Prepared	Poultry	roasthen	a whole roast hen	A mature hen has browned darkly during slow hearth roasting.	The firm meat tastes concentrated and savoury.	meat	Rich	Cooked	Good	720	1.95	Universal
preindustrial_food_plain_roast_duck	Shared	Prepared	Poultry	roastduck	a whole roast duck	Crisp mahogany skin covers a duck shining with rendered fat.	It tastes succulent, gamey, and richly roasted.	meat	Feast	Cooked	VeryGood	760	2.80	Universal
preindustrial_food_plain_roast_goose	Shared	Prepared	Poultry	roastgoose	a whole roast goose	A large goose lies deeply browned amid pools of golden fat.	Robust meat and crisp skin taste luxurious.	meat	Feast	Cooked	VeryGood	900	3.40	Universal
preindustrial_food_roast_pigeon	Shared	Prepared	Poultry	roastpigeon	a whole roast pigeon	A compact pigeon shows dark lacquered skin from roasting.	Its juicy flesh is gamey and mineral-rich.	meat	Rich	Cooked	Good	380	1.55	Universal
preindustrial_food_roast_quail	Shared	Prepared	Poultry	roastquail	a brace of roast quail	Two tiny quail bear evenly browned, delicate skins.	Their sweet flesh tastes lightly smoky.	meat	Rich	Cooked	VeryGood	360	1.85	Universal
preindustrial_food_roast_partridge	Shared	Prepared	Poultry	roastpartridge	a whole roast partridge	A plump partridge rests under crisp herb-flecked skin.	The meat is lean, nutty, and gamey.	meat	Rich	Cooked	Good	500	1.90	Universal
preindustrial_food_roast_pheasant	Shared	Prepared	Poultry	roastpheasant	a whole roast pheasant	Long-legged pheasant has been basted to a polished bronze.	Lean flesh carries a refined woodland savour.	meat	Feast	Cooked	VeryGood	650	2.65	Universal
preindustrial_food_roast_guineafowl	Shared	Prepared	Poultry	roastguineafowl	a whole roast guinea fowl	Speckled dark skin crisps over firm, juicy guinea fowl.	It tastes between poultry and mild game.	meat	Rich	Cooked	Good	680	2.10	SubSaharanAfrican
preindustrial_food_herb_roast_fowl	Shared	Prepared	Poultry	herbfowl	a herb-crusted roast fowl	Chopped herbs form a fragrant green-brown crust on fowl.	The crisp skin tastes fresh and savoury.	meat	Rich	Cooked	Good	700	2.18	Universal
preindustrial_food_garlic_roast_fowl	Shared	Prepared	Poultry	garlicfowl	a garlic-roasted fowl	Soft garlic cloves and dark juices surround the carved bird.	Sweet pungency penetrates the moist flesh.	meat	Rich	Cooked	Good	700	2.12	Universal
preindustrial_food_spiced_roast_fowl	Shared	Prepared	Poultry	spicefowl	a spiced roast fowl	A deep aromatic crust colours every exposed part of the bird.	Warm spice follows the crisp, fatty skin.	meat	Feast	Cooked	VeryGood	710	2.52	RegionalOldWorld
preindustrial_food_fruit_glazed_fowl	Shared	Prepared	Poultry	fruitfowl	a fruit-glazed roast fowl	Red-brown fruit glaze lacquers the breast and wings.	Sweet acidity brightens the roasted poultry.	meat	Feast	Cooked	VeryGood	710	2.60	RegionalOldWorld
preindustrial_food_nut_stuffed_fowl	Shared	Prepared	Poultry	nutfowl	a nut-stuffed roast fowl	Toasted nut stuffing spills from the carved bird cavity.	Crunchy richness absorbs the fragrant juices.	meat	Feast	Cooked	VeryGood	820	3.05	RegionalOldWorld
preindustrial_food_bread_stuffed_fowl	Shared	Prepared	Poultry	breadfowl	a bread-stuffed roast fowl	Herbed bread swells beneath the browned skin of this bird.	Soft stuffing tastes deeply of poultry drippings.	meat	Feast	Cooked	VeryGood	840	2.75	RegionalOldWorld
preindustrial_food_grain_stuffed_fowl	Shared	Prepared	Poultry	grainfowl	a grain-stuffed roast fowl	Seasoned kernels fill the cavity of a glossy roasted bird.	Chewy grain carries rich fat and herbs.	meat	Feast	Cooked	VeryGood	850	2.82	Universal
preindustrial_food_fruit_stuffed_fowl	Shared	Prepared	Poultry	fruitstuffedfowl	a fruit-stuffed roast fowl	Dried fruit and crumbs make a colourful aromatic stuffing.	Sweet-tart bursts punctuate the savoury bird.	meat	Feast	Cooked	VeryGood	830	3.00	RegionalOldWorld
preindustrial_food_egg_stuffed_fowl	Shared	Prepared	Poultry	eggstuffedfowl	an egg-stuffed roast fowl	Chopped egg forms a golden filling inside roasted poultry.	Rich yolk complements the juicy meat.	meat	Feast	Cooked	VeryGood	820	2.90	Universal
preindustrial_food_meat_stuffed_fowl	Shared	Prepared	Poultry	meatstuffedfowl	a meat-stuffed roast fowl	Seasoned mince packs the centre of a large browned bird.	Dense savoury filling makes each slice lavish.	meat	Feast	Cooked	VeryGood	900	3.35	Universal
preindustrial_food_roast_fowl_breast	Shared	Prepared	Poultry	fowlbreast	a sliced roast fowl breast	Even slices reveal moist white flesh beneath golden skin.	The taste is delicate, juicy, and buttery.	meat	Rich	Cooked	Good	380	1.48	Universal
preindustrial_food_roast_fowl_leg	Shared	Prepared	Poultry	fowlleg	a roast fowl leg	A browned leg offers crisp skin around dark, succulent meat.	It is richer and gamier than breast.	meat	Rich	Cooked	Good	340	1.25	Universal
preindustrial_food_roast_fowl_wings	Shared	Prepared	Poultry	fowlwings	a plate of roast fowl wings	Small wings show blistered skin and caramelised tips.	They are crisp, salty, and satisfyingly fatty.	meat	Rich	Fresh	Good	330	1.12	Universal
preindustrial_food_grilled_fowl_skewer	Shared	Prepared	Poultry	fowlskewer	a grilled fowl skewer	Alternating pale and dark bird meat browns on a skewer.	Smoke sweetens the juicy poultry pieces.	meat	Hearty	Fresh	Good	320	1.18	Universal
preindustrial_food_spiced_fowl_skewer	Shared	Prepared	Poultry	spicefowlskewer	a spiced fowl skewer	Red-gold seasoning clings to charred poultry cubes.	Aromatic heat follows their smoky sweetness.	meat	Rich	Fresh	Good	320	1.38	RegionalOldWorld
preindustrial_food_grilled_duck_breast	Shared	Prepared	Poultry	duckbreast	a grilled duck breast	Duck breast bears crisp skin and a juicy dark centre.	Rich fat surrounds mineral, gamey flesh.	meat	Rich	Fresh	VeryGood	360	1.85	Universal
preindustrial_food_ember_baked_fowl	Shared	Prepared	Poultry	emberfowl	a leaf-wrapped ember-baked fowl	Leaves and hot embers have sealed moisture inside this bird.	Herbal smoke perfumes the tender flesh.	meat	Rich	Cooked	Good	650	2.05	Universal
preindustrial_food_clay_baked_fowl	Shared	Prepared	Poultry	clayfowl	a clay-baked fowl	Cracked clay reveals a whole bird steamed in its juices.	The meat tastes exceptionally moist and aromatic.	meat	Feast	Cooked	VeryGood	720	2.60	Universal
preindustrial_food_minced_fowl_cake	Shared	Prepared	Poultry	fowlcake	a browned minced-fowl cake	Finely chopped poultry forms a crisp-edged pan-fried cake.	The centre is tender, peppery, and juicy.	meat	Rich	Fresh	Good	330	1.28	Universal
preindustrial_food_fowl_meatballs	Shared	Prepared	Poultry	fowlballs	a bowl of fowl meatballs	Small pale meatballs sit in a lightly thickened savoury sauce.	They taste delicate, herbed, and softly springy.	meat	Rich	Cooked	Good	420	1.38	Universal
preindustrial_food_fowl_meatloaf	Shared	Prepared	Poultry	fowlloaf	a slice of baked fowl loaf	Minced bird and egg bake into a pale, browned-edged loaf.	It is tender, mild, and richly seasoned.	meat	Rich	Cooked	Good	380	1.32	Universal
preindustrial_food_potted_fowl	Shared	Prepared	Poultry	pottedfowl	a crock of potted fowl	Shredded poultry packs beneath a pale cap of seasoned fat.	The spread is silky, salty, and concentrated.	meat	Rich	Preserved	Good	300	1.42	RegionalOldWorld
preindustrial_food_potted_duck	Shared	Prepared	Poultry	pottedduck	a crock of potted duck	Dark duck fibres lie sealed under their own golden fat.	Robust waterfowl savour spreads luxuriously.	meat	Rich	Preserved	VeryGood	300	1.72	RegionalOldWorld
preindustrial_food_jellied_fowl	Shared	Prepared	Poultry	fowljelly	a mould of jellied fowl	Pale poultry pieces and herbs float within clear set broth.	Cool jelly melts into gentle chicken savour.	meat	Standard	Fresh	Good	320	1.28	RegionalOldWorld
preindustrial_food_pressed_fowl	Shared	Prepared	Poultry	pressedfowl	a slice of pressed fowl	Boned cooked poultry forms a compact herb-flecked slice.	It tastes clean, peppery, and broth-rich.	meat	Hearty	Fresh	Good	320	1.18	Universal
preindustrial_food_smoked_chicken	Shared	Prepared	Poultry	smokedchicken	a portion of smoked chicken	Amber smoke stains the skin and outer flesh of chicken.	The mild meat carries a woody saltiness.	meat	Preserved	Preserved	Good	360	1.48	Universal
preindustrial_food_smoked_duck	Shared	Prepared	Poultry	smokedduck	a portion of smoked duck	Dark duck meat gleams beneath smoke-burnished skin and fat.	Woodsmoke intensifies the gamey richness.	meat	Preserved	Preserved	Good	360	1.78	Universal
preindustrial_food_smoked_goose	Shared	Prepared	Poultry	smokedgoose	a portion of smoked goose	Smoke-darkened goose slices show broad ribbons of firm fat.	They taste robust, salty, and resinous.	meat	Preserved	Preserved	Good	380	1.82	Universal
preindustrial_food_salted_fowl	Shared	Prepared	Poultry	saltedfowl	a portion of salted fowl	Cured poultry pieces appear firm, pale, and heavily salted.	The flesh is dense with concentrated savour.	meat	Preserved	Preserved	Standard	350	1.20	Universal
preindustrial_food_dried_fowl_strips	Shared	Prepared	Poultry	driedfowl	a bundle of dried fowl strips	Lean poultry strips have shrivelled dark during careful drying.	They are chewy, salty, and mildly smoky.	meat	Preserved	Preserved	Standard	220	1.15	Universal
preindustrial_food_fowl_scrap_pottage	Shared	Prepared	Poultry	fowlscrappottage	a bowl of fowl-scrap pottage	Tiny bird scraps and grain thicken a humble grey pottage.	It tastes mostly cereal-like with faint poultry savour.	meat	BleakThin	Cooked	Poor	500	0.30	Universal
preindustrial_food_fowl_skin_stew	Shared	Prepared	Poultry	fowlskinstew	a bowl of fowl-skin stew	Soft skin pieces and scant meat float in greasy broth.	It is fatty, slippery, and plainly salty.	meat	BleakSolid	Cooked	Substandard	460	0.38	Universal
preindustrial_food_neck_and_wing_pot	Shared	Prepared	Poultry	neckwingpot	a pot of necks and wings	Bony necks and wing tips crowd a thin household pot.	Gnawed morsels taste savoury beside weak broth.	meat	Hearty	Cooked	Standard	480	0.58	Universal
preindustrial_food_fowl_back_broth_meal	Shared	Prepared	Poultry	fowlbackmeal	a bowl of fowl backs in broth	Chopped backs yield scraps of meat beneath rich golden liquor.	Marrow and skin give the broth body.	meat	Hearty	Cooked	Standard	490	0.62	Universal
preindustrial_food_roast_heart	Shared	Prepared	Offal	roastheart	a sliced roast heart	Dense heart meat lies in dark, close-grained roasted slices.	It tastes beefy, mineral, and pleasantly firm.	meat	Hearty	Cooked	Good	360	1.05	Universal
preindustrial_food_boiled_heart	Shared	Prepared	Offal	boiledheart	a plate of boiled heart	Slow boiling has softened a neatly trimmed whole heart.	The lean muscle tastes mild and iron-rich.	meat	Hearty	Cooked	Standard	380	0.82	Universal
preindustrial_food_stuffed_heart	Shared	Prepared	Offal	stuffedheart	a sliced stuffed heart	Seasoned crumbs fill the chambers of a carefully roasted heart.	The dense meat surrounds soft savoury stuffing.	meat	Rich	Cooked	Good	420	1.32	RegionalOldWorld
preindustrial_food_heart_stew	Shared	Prepared	Offal	heartstew	a bowl of heart stew	Cubes of dark heart hold their shape in onion gravy.	They are firm, meaty, and gently mineral.	meat	Hearty	Cooked	Standard	470	0.90	Universal
preindustrial_food_heart_skewer	Shared	Prepared	Offal	heartskewer	a grilled heart skewer	Lean heart cubes bear a dark smoky crust from grilling.	Char and pepper sharpen their iron savour.	meat	Hearty	Fresh	Good	310	0.92	Universal
preindustrial_food_plain_fried_liver	Shared	Prepared	Offal	friedliver	a plate of fried liver	Browned liver slices remain soft and rosy-brown inside.	Their flavour is rich, mineral, and slightly bitter.	meat	Hearty	Fresh	Standard	340	0.78	Universal
preindustrial_food_onion_fried_liver	Shared	Prepared	Offal	onionliver	a plate of liver and onions	Sweet browned onions cover tender slices of fried liver.	Allium sweetness tempers the iron bitterness.	meat	Hearty	Fresh	Good	400	0.98	Universal
preindustrial_food_boiled_liver	Shared	Prepared	Offal	boiledliver	a plate of boiled liver	Plain liver has been simmered firm and cut into wedges.	It tastes earthy, iron-rich, and plainly salted.	meat	Hearty	Cooked	Standard	360	0.68	Universal
preindustrial_food_liver_stew	Shared	Prepared	Offal	liverstew	a bowl of liver stew	Liver chunks darken the thick gravy of this robust dish.	Strong organ savour dominates the peppered sauce.	meat	Hearty	Cooked	Standard	460	0.76	Universal
preindustrial_food_liver_paste	Shared	Prepared	Offal	liverpaste	a crock of smooth liver paste	Cooked liver and fat have been pounded to a glossy spread.	It is creamy, mineral, and deeply savoury.	meat	Rich	Fresh	Good	260	1.10	Universal
preindustrial_food_spiced_liver_paste	Shared	Prepared	Offal	spiceliverpaste	a crock of spiced liver paste	Fragrant ground spice freckles a silky brown liver spread.	Warm aromatics soften the organ bitterness.	meat	Rich	Fresh	Good	260	1.28	RegionalOldWorld
preindustrial_food_potted_liver	Shared	Prepared	Offal	pottedliver	a crock of potted liver	Coarse liver paste sits protected beneath a cap of fat.	It tastes peppery, rich, and faintly sweet.	meat	Rich	Preserved	Good	280	1.18	RegionalOldWorld
preindustrial_food_roast_kidneys	Shared	Prepared	Offal	roastkidneys	a plate of roast kidneys	Small kidneys show dark crusts and moist, dense centres.	They taste earthy, pungent, and richly meaty.	meat	Hearty	Cooked	Good	330	0.92	Universal
preindustrial_food_grilled_kidneys	Shared	Prepared	Offal	grilledkidneys	a skewer of grilled kidneys	Halved kidneys char along the edges of a thin skewer.	Smoke sharpens their distinctive mineral tang.	meat	Hearty	Fresh	Good	300	0.88	Universal
preindustrial_food_kidney_stew	Shared	Prepared	Offal	kidneystew	a bowl of kidney stew	Dark kidney pieces nestle in a strongly seasoned onion gravy.	The sauce is peppery above pungent organ meat.	meat	Hearty	Cooked	Standard	460	0.82	Universal
preindustrial_food_kidney_and_meat_pie_filling	Shared	Prepared	Offal	kidneyfilling	a bowl of kidney-meat filling	Chopped kidney and meat sit bound in a thick brown gravy.	It tastes robust, peppery, and deeply savoury.	meat	Rich	Cooked	Good	420	1.12	European
preindustrial_food_boiled_lungs	Shared	Prepared	Offal	boiledlungs	a plate of boiled lungs	Pale porous lung pieces have been simmered until springy.	They taste mild, brothy, and slightly mineral.	meat	Hearty	Cooked	Substandard	350	0.48	Universal
preindustrial_food_lung_stew	Shared	Prepared	Offal	lungstew	a bowl of lung stew	Spongy lung morsels float lightly in a dark thin gravy.	They absorb pepper and broth more than meatiness.	meat	Hearty	Cooked	Standard	460	0.58	Universal
preindustrial_food_minced_lung_cakes	Shared	Prepared	Offal	lungcakes	a plate of minced-lung cakes	Chopped lung and grain form small browned pan cakes.	Crisp edges surround a soft, peppery middle.	meat	Hearty	Fresh	Standard	340	0.62	Universal
preindustrial_food_boiled_spleen	Shared	Prepared	Offal	boiledspleen	a plate of boiled spleen	Dark spleen slices appear dense and finely grained.	Their flavour is strong, mineral, and faintly sweet.	meat	Hearty	Cooked	Substandard	350	0.46	Universal
preindustrial_food_spleen_stew	Shared	Prepared	Offal	spleenstew	a bowl of spleen stew	Small dark spleen cubes enrich a thick onion broth.	Iron-rich organ flavour lingers after pepper.	meat	Hearty	Cooked	Standard	450	0.56	Universal
preindustrial_food_roast_sweetbreads	Shared	Prepared	Offal	sweetbreads	a plate of roast sweetbreads	Golden-crusted sweetbreads remain pale and creamy within.	They taste delicate, rich, and softly nutty.	meat	Rich	Fresh	VeryGood	320	1.62	European
preindustrial_food_braised_sweetbreads	Shared	Prepared	Offal	braisedsweetbreads	a dish of braised sweetbreads	Tender glands rest in a glossy herb-scented sauce.	The texture is creamy with refined meat savour.	meat	Rich	Cooked	VeryGood	360	1.70	European
preindustrial_food_boiled_tongue	Shared	Prepared	Offal	boiledtongue	a plate of boiled tongue	Thick peeled tongue slices show a fine, moist grain.	They are tender, beefy, and gently salty.	meat	Hearty	Cooked	Good	380	1.08	Universal
preindustrial_food_roast_tongue	Shared	Prepared	Offal	roasttongue	a plate of roast tongue	Browned tongue slices curl slightly at their crisp edges.	Dense meatiness meets a roasted crust.	meat	Rich	Cooked	Good	370	1.18	Universal
preindustrial_food_pickled_tongue	Shared	Prepared	Offal	pickledtongue	a plate of pickled tongue	Cured tongue slices carry a pink hue and sharp aroma.	They taste tangy, salty, and richly meaty.	meat	Preserved	Preserved	Good	350	1.22	RegionalOldWorld
preindustrial_food_potted_tongue	Shared	Prepared	Offal	pottedtongue	a crock of potted tongue	Finely shredded tongue packs beneath seasoned rendered fat.	The spread is dense, peppery, and succulent.	meat	Rich	Preserved	Good	290	1.28	RegionalOldWorld
preindustrial_food_boiled_tripe	Shared	Prepared	Offal	boiledtripe	a bowl of plain boiled tripe	Honeycombed tripe folds softly in a little salted broth.	It is chewy, mild, and faintly animal.	meat	Hearty	Cooked	Substandard	420	0.52	Universal
preindustrial_food_onion_tripe_stew	Shared	Prepared	Offal	oniontripe	a bowl of onion-tripe stew	Sweet onions cling to long-simmered strips of pale tripe.	The gravy lends savour to the chewy offal.	meat	Hearty	Cooked	Standard	480	0.72	Universal
preindustrial_food_spiced_tripe_stew	Shared	Prepared	Offal	spicetripe	a bowl of spiced tripe	Red-brown spices stain curled tripe in aromatic broth.	Warm heat enlivens the mild, springy pieces.	meat	Hearty	Cooked	Good	470	0.88	RegionalOldWorld
preindustrial_food_tripe_and_grain_pot	Shared	Prepared	Offal	graintripe	a pot of tripe and grain	Soft grain thickens the liquor around pale tripe ribbons.	Chewy offal meets mild, nutty kernels.	meat	Hearty	Cooked	Standard	500	0.68	Universal
preindustrial_food_grilled_tripe	Shared	Prepared	Offal	grilledtripe	a plate of grilled tripe	Boiled tripe has crisped brown along its folded edges.	Smoke and salt enliven its springy chew.	meat	Hearty	Fresh	Good	340	0.78	Universal
preindustrial_food_boiled_intestines	Shared	Prepared	Offal	boiledintestines	a bowl of boiled intestines	Carefully cleaned intestines curl within seasoned broth.	They taste fatty, chewy, and robust.	meat	Hearty	Cooked	Substandard	410	0.50	Universal
preindustrial_food_grilled_intestines	Shared	Prepared	Offal	grilledintestines	a skewer of grilled intestines	Coiled intestine pieces blister darkly over the fire.	The crisp exterior surrounds rich, fatty chew.	meat	Rich	Fresh	Good	330	0.82	Universal
preindustrial_food_intestine_stew	Shared	Prepared	Offal	intestinestew	a bowl of intestine stew	Onions and cleaned intestines share a peppered brown gravy.	Pungent richness lingers beneath the spice.	meat	Hearty	Cooked	Standard	470	0.66	Universal
preindustrial_food_roast_brains	Shared	Prepared	Offal	roastbrains	a plate of roast brains	Delicate brains have browned beneath a fine crumb crust.	The centre is creamy, mild, and buttery.	meat	Rich	Fresh	Good	300	1.02	RegionalOldWorld
preindustrial_food_scrambled_brains	Shared	Prepared	Offal	scrambledbrains	a dish of brains with egg	Soft brains and egg form pale, moist curds together.	It tastes custardy, rich, and gently savoury.	egg	Rich	Fresh	Good	340	1.10	Universal
preindustrial_food_brain_fritters	Shared	Prepared	Offal	brainfritters	a plate of brain fritters	Crisp golden batter encloses soft portions of seasoned brain.	Crunch yields to creamy, peppery richness.	meat	Rich	Fresh	Good	320	1.18	RegionalOldWorld
preindustrial_food_boiled_udder	Shared	Prepared	Offal	boiledudder	a plate of boiled udder	Pale udder slices show pockets of softened dairy fat.	They taste mild, fatty, and slightly milky.	meat	Hearty	Cooked	Substandard	380	0.52	Universal
preindustrial_food_fried_udder	Shared	Prepared	Offal	friedudder	a plate of fried udder	Breaded udder slices have browned crisply in rendered fat.	The tender interior is rich and milky.	meat	Rich	Fresh	Good	350	0.72	RegionalOldWorld
preindustrial_food_boiled_head_meat	Shared	Prepared	Offal	headmeat	a plate of boiled head meat	Cheek, temple, and facial scraps form a moist mixed pile.	Different textures share concentrated meat savour.	meat	Hearty	Cooked	Standard	400	0.62	Universal
preindustrial_food_pressed_head_meat	Shared	Prepared	Offal	headpress	a slice of pressed head meat	Chopped head meat sets firmly within its own clear jelly.	It is cool, peppery, and richly gelatinous.	meat	Hearty	Fresh	Good	330	0.85	RegionalOldWorld
preindustrial_food_roast_cheek	Shared	Prepared	Offal	roastcheek	a plate of roast cheek	Slow roasting has made thick cheek meat dark and tender.	The flesh is succulent, beefy, and sticky.	meat	Rich	Cooked	Good	360	1.12	Universal
preindustrial_food_braised_cheek	Shared	Prepared	Offal	braisedcheek	a bowl of braised cheek	Cheek pieces collapse beneath a glossy reduced sauce.	Gelatinous richness carries deep meat flavour.	meat	Rich	Cooked	Good	400	1.18	Universal
preindustrial_food_boiled_snout	Shared	Prepared	Offal	boiledsnout	a plate of boiled snout	Soft snout slices combine pale skin, fat, and cartilage.	They are chewy, fatty, and gently savoury.	meat	Hearty	Cooked	Substandard	350	0.46	Universal
preindustrial_food_crisped_ears	Shared	Prepared	Offal	crispears	a plate of crisped ears	Thin ear strips have curled and browned in hot fat.	They taste salty, crisp, and gelatinous.	meat	Rich	Fresh	Good	280	0.68	Universal
preindustrial_food_boiled_feet	Shared	Prepared	Offal	boiledfeet	a bowl of boiled feet	Long-simmered feet sit glossy amid thickened cooking liquor.	Their sparse meat is sticky and rich.	meat	Hearty	Cooked	Standard	430	0.48	Universal
preindustrial_food_braised_trotters	Shared	Prepared	Offal	trotters	a dish of braised trotters	Soft trotters gleam beneath a dark aromatic glaze.	The skin is succulent, sticky, and savoury.	meat	Rich	Cooked	Good	450	0.78	Universal
preindustrial_food_pickled_trotters	Shared	Prepared	Offal	pickletrotters	a dish of pickled trotters	Pale cooked feet rest in sharp, spice-scented pickle.	They taste tangy, fatty, and gelatinous.	meat	Preserved	Preserved	Standard	420	0.72	RegionalOldWorld
preindustrial_food_roast_tail	Shared	Prepared	Offal	roasttail	a plate of roast tail	Bony tail sections bear dark caramelised meat and fat.	Gnawed flesh tastes rich and intensely roasted.	meat	Rich	Cooked	Good	400	0.98	Universal
preindustrial_food_tail_stew	Shared	Prepared	Offal	tailstew	a bowl of tail stew	Tail joints thicken a dark stew with abundant gelatin.	The gravy is sticky, beefy, and deep.	meat	Hearty	Cooked	Good	490	0.92	Universal
preindustrial_food_bone_marrow	Shared	Prepared	Offal	marrow	a split bone of roast marrow	A roasted bone lies split to expose trembling golden marrow.	It tastes buttery, beefy, and intensely rich.	meat	Rich	Fresh	Good	300	1.05	Universal
preindustrial_food_marrow_on_bread	Shared	Prepared	Offal	marrowbread	a slice of marrow-spread bread	Hot marrow gleams across a thick slice of toasted bread.	Crisp crumb carries luscious meat butter.	bread	Rich	Fresh	Good	260	1.08	RegionalOldWorld
preindustrial_food_marrow_dumplings	Shared	Prepared	Offal	marrowdumplings	a bowl of marrow dumplings	Rendered marrow enriches small dumplings floating in broth.	They are soft, beefy, and luxuriously fatty.	meat	Rich	Cooked	Good	420	1.20	RegionalOldWorld
preindustrial_food_blood_pudding	Shared	Prepared	Offal	bloodpudding	a slice of blood pudding	Dark cooked blood and grain form a dense round slice.	It tastes mineral, peppery, and deeply savoury.	meat	Hearty	Cooked	Standard	340	0.62	RegionalOldWorld
preindustrial_food_fried_blood_pudding	Shared	Prepared	Offal	friedblood	a plate of fried blood pudding	Thick dark rounds bear crisp edges from the pan.	Their crust sharpens the rich iron flavour.	meat	Hearty	Fresh	Good	340	0.72	RegionalOldWorld
preindustrial_food_blood_and_onion_cake	Shared	Prepared	Offal	bloodcake	a blood-and-onion cake	Sweet onion pieces stud a firm, black-red blood cake.	Allium sweetness tempers its mineral intensity.	meat	Hearty	Cooked	Standard	360	0.64	Universal
preindustrial_food_blood_gravy	Shared	Prepared	Offal	bloodgravy	a bowl of blood-thickened meat	Blood gives the meat gravy a dark, glossy body.	It tastes iron-rich, savoury, and warmly spiced.	meat	Hearty	Cooked	Standard	440	0.82	Universal
preindustrial_food_blood_and_grain_pot	Shared	Prepared	Offal	bloodgrainpot	a pot of blood and grain	Grain and cooked blood form a thick burgundy-brown pottage.	It is earthy, mineral, and very filling.	meat	Hearty	Cooked	Standard	480	0.58	Universal
preindustrial_food_mixed_offal_stew	Shared	Prepared	Offal	offalstew	a bowl of mixed offal stew	Several organ meats give this brown stew varied shapes.	Each bite shifts from mineral to fatty.	meat	Hearty	Cooked	Standard	470	0.68	Universal
preindustrial_food_offal_and_onion_pot	Shared	Prepared	Offal	offalonionpot	a pot of offal and onions	Soft onions nearly conceal chopped heart, liver, and lung.	Sweetness softens the strong organ savour.	meat	Hearty	Cooked	Standard	480	0.72	Universal
preindustrial_food_offal_meat_loaf	Shared	Prepared	Offal	offalloaf	a slice of offal loaf	Minced organs and meat bake into a dark compact loaf.	It is peppery, dense, and iron-rich.	meat	Hearty	Cooked	Standard	380	0.76	Universal
