stable_reference	scope	kind	family	noun	short_description	full_description	taste	material	nutrition	freshness	quality	weight_grams	cost	admission_profile
preindustrial_food_grain_egg_pudding	Shared	Prepared	Egg	pudding	a baked grain-and-egg pudding	Boiled grain sets firmly within a golden egg binding.	Toasted kernels meet a soft savoury custard.	egg	Hearty	Cooked	Good	420	1.04	Universal
preindustrial_food_vegetable_egg_cake	Shared	Prepared	Egg	cake	a vegetable-and-egg cake	Chopped vegetables pattern a thick, pan-browned egg cake.	It tastes fresh, savoury, and softly rich.	egg	Hearty	Fresh	Good	360	1.08	Universal
preindustrial_food_meat_egg_cake	Shared	Prepared	Egg	cake	a meat-and-egg cake	Minced meat binds into a dense golden egg round.	It is juicy, peppery, and deeply savoury.	egg	Rich	Fresh	Good	380	1.26	Universal
preindustrial_food_fish_egg_cake	Shared	Prepared	Egg	cake	a fish-and-egg cake	Flaked fish and egg form a firm pan-browned cake.	Briny savour runs through the tender centre.	egg	Rich	Fresh	Good	370	1.24	MaritimeTrade
preindustrial_food_egg_feast_platter	Shared	Prepared	Egg	platter	an elaborate egg platter	Stuffed, spiced, fried, and pickled eggs crowd a broad plate.	Each bite varies from tangy to richly creamy.	egg	Feast	Fresh	VeryGood	750	3.20	RegionalOldWorld
preindustrial_food_fresh_cheese_drain_bag	Shared	Intermediate	Intermediate	bag	a cloth bag of draining curds	Moist fresh curds continue shedding whey through woven cloth.		cheese	None	None	Standard	700	0.82	Universal
preindustrial_food_pressed_cheese_blank	Shared	Intermediate	Intermediate	wheel	an unripened pressed cheese wheel	A pale new wheel awaits salting, ripening, or smoke.		cheese	None	None	Good	1200	1.35	Universal
preindustrial_food_brining_cheese_wheel	Shared	Intermediate	Intermediate	wheel	a brining cheese wheel	A young cheese wheel rests wet with its first salt cure.		cheese	None	None	Standard	1100	1.28	RegionalOldWorld
preindustrial_food_ripening_cheese_wheel	Shared	Intermediate	Intermediate	wheel	a ripening cheese wheel	A mottled young rind develops over a stored cheese wheel.		cheese	None	None	Good	1150	1.55	RegionalOldWorld
preindustrial_food_cultured_milk_clabber	Shared	Intermediate	Intermediate	crock	a crock of cultured milk clabber	Thickened sour milk awaits straining or further working.		yoghurt	None	None	Standard	900	0.72	Universal
preindustrial_food_churning_cream	Shared	Intermediate	Intermediate	crock	a crock of churning cream	Partly worked cream shows small butter grains in buttermilk.		food	None	None	Standard	900	0.92	Universal
preindustrial_food_washed_butter_grains	Shared	Intermediate	Intermediate	bowl	a bowl of washed butter grains	Tiny butter granules await salting and final pressing.		food	None	None	Good	500	0.82	Universal
preindustrial_food_clarifying_butter	Shared	Intermediate	Intermediate	pot	a pot of clarifying butter	Melted butter separates beneath a layer of milk foam.		food	None	None	Good	600	1.10	RegionalOldWorld
preindustrial_food_raw_egg_custard_mix	Shared	Intermediate	Intermediate	bowl	a bowl of raw custard mixture	Beaten eggs and dairy form an uncooked golden liquid.		egg	None	None	Good	650	1.18	Universal
preindustrial_food_prepared_stuffed_eggs	Shared	Intermediate	Intermediate	tray	a tray of unbaked stuffed eggs	Filled egg halves await baking beneath a cloth cover.		egg	None	None	Good	500	1.25	RegionalOldWorld
preindustrial_food_cheese_and_honey_plate	Shared	Prepared	Dairy	plate	a plate of cheese and honey	A firm cheese wedge sits beside a glistening pool of honey.	Salty nuttiness contrasts with floral sweetness.	cheese	Rich	Fresh	Good	320	1.38	RegionalOldWorld
preindustrial_food_cheese_and_fruit_plate	Shared	Prepared	Dairy	plate	a plate of cheese and fruit	Ripe fruit pieces surround a modest wedge of aged cheese.	Juicy tartness balances sharp dairy savour.	cheese	Rich	Fresh	Good	380	1.42	Universal
preindustrial_food_cheese_and_nut_plate	Shared	Prepared	Dairy	plate	a plate of cheese and nuts	Toasted nuts lie beside neatly cut pieces of firm cheese.	Roasted crunch complements the salty richness.	cheese	Rich	Fresh	Good	340	1.50	RegionalOldWorld
preindustrial_food_warm_whey_cheese	Shared	Prepared	Dairy	bowl	a bowl of warm whey cheese	Delicate whey curds gather in soft clouds across the bowl.	They taste sweetly milky and very light.	cheese	Light	Fresh	Good	330	0.78	Universal
preindustrial_food_scorched_milk_curds	Shared	Prepared	Dairy	bowl	a bowl of scorched milk curds	Browned milk solids speckle curds scraped from a hot pot.	Toasted dairy sweetness carries a smoky edge.	cheese	Standard	Fresh	Standard	320	0.74	Universal
preindustrial_food_baked_yoghurt_dish	Shared	Prepared	Dairy	dish	a dish of baked yoghurt	Strained yoghurt has set beneath a lightly browned surface.	The warm centre remains tart and creamy.	yoghurt	Rich	Cooked	Good	340	1.10	RegionalOldWorld
preindustrial_food_yoghurt_and_grain_bowl	Shared	Prepared	Dairy	bowl	a bowl of yoghurt and grain	Cool cultured dairy pools around warm, tender grain kernels.	Sour creaminess meets nutty cereal warmth.	yoghurt	Hearty	Fresh	Good	430	1.06	Universal
preindustrial_food_sour_cream_root_dish	Shared	Prepared	Dairy	dish	a dish of roots with sour cream	Soft roasted roots carry generous spoonfuls of cultured cream.	Earthy sweetness meets a refreshing dairy tang.	food	Rich	Fresh	Good	420	1.18	RegionalOldWorld
preindustrial_food_cheese_crusted_roots	Shared	Prepared	Dairy	dish	a dish of cheese-crusted roots	A browned cheese crust covers layers of tender root vegetables.	Salty dairy enriches their earthy sweetness.	cheese	Rich	Cooked	Good	430	1.26	RegionalOldWorld
preindustrial_food_sweet_cheese_pudding	Shared	Prepared	Sweet	pudding	a sweet baked cheese pudding	Fresh cheese and egg bake into a softly browned pudding.	It tastes creamy, tangy, and gently sweet.	cheese	Rich	Cooked	Good	360	1.32	RegionalOldWorld
preindustrial_food_honey_cheese_fritters	Shared	Prepared	Sweet	plate	a plate of honeyed cheese fritters	Honey glazes crisp fritters filled with soft fresh cheese.	Crunch, floral sweetness, and dairy tang mingle.	cheese	Rich	Fresh	Good	330	1.48	RegionalOldWorld
preindustrial_food_egg_and_bread_sops	Shared	Prepared	Egg	bowl	a bowl of egg-thickened bread sops	Beaten egg and broth bind soaked bread into soft spoonfuls.	It tastes custardy, savoury, and warmly wheaten.	bread	Hearty	Cooked	Standard	400	0.82	Universal
preindustrial_food_chopped_egg_salad	Shared	Prepared	Egg	bowl	a bowl of chopped dressed eggs	Chopped boiled eggs mingle with herbs and a sharp dressing.	The mixture is creamy, tangy, and fresh.	egg	Standard	Fresh	Good	300	0.94	Universal
preindustrial_food_stuffed_boiled_eggs	Shared	Prepared	Egg	plate	a plate of stuffed boiled eggs	Seasoned yolk filling rises from neatly halved egg whites.	They taste creamy, peppery, and gently sharp.	egg	Rich	Fresh	Good	280	1.12	RegionalOldWorld
preindustrial_food_fried_stuffed_eggs	Shared	Prepared	Egg	plate	a plate of fried stuffed eggs	Filled egg halves wear a crisp golden coating from frying.	Crunch surrounds a rich, savoury yolk centre.	egg	Rich	Fresh	Good	300	1.22	RegionalOldWorld
preindustrial_food_egg_and_cheese_feast_pie	Shared	Prepared	Egg	pie	a rich egg-and-cheese feast pie	A golden pastry encloses layered eggs and pungent melted cheese.	Buttery crust frames a lavish savoury filling.	egg	Feast	Cooked	VeryGood	650	2.85	European
preindustrial_food_spiced_sweet_egg_cake	Shared	Prepared	Sweet	cake	a spiced sweet egg cake	A fragrant golden cake rises softly from eggs and sweetener.	It tastes airy, aromatic, and richly eggy.	egg	Rich	Cooked	Good	380	1.46	RegionalOldWorld
