StableKey	EraAdmissions	Category	Trait	MinimumTraitValue	Difficulty	ProductStableReference	InputMaterial	InputGrams
craft_industrialised_household_furniture_storage_0125_precision_cabinet	industrial;modern;nuclear;information	Household furniture and storage	Labouring	0	Normal	industrialised_household_furniture_storage_0125_precision_cabinet	cast iron	5476
craft_industrialised_household_furniture_storage_0126_precision_shelf	industrial;modern;nuclear;information	Household furniture and storage	Labouring	0	Normal	industrialised_household_furniture_storage_0126_precision_shelf	oak	72
craft_industrialised_household_furniture_storage_0127_precision_bedstead	industrial;modern;nuclear;information	Household furniture and storage	Labouring	0	Normal	industrialised_household_furniture_storage_0127_precision_bedstead	mild steel	112
craft_industrialised_household_furniture_storage_0128_precision_washstand	industrial;modern;nuclear;information	Household furniture and storage	Labouring	0	Normal	industrialised_household_furniture_storage_0128_precision_washstand	cast iron	153
craft_industrialised_household_furniture_storage_0129_precision_screen	industrial;modern;nuclear;information	Household furniture and storage	Labouring	0	Normal	industrialised_household_furniture_storage_0129_precision_screen	oak	194
craft_industrialised_household_furniture_storage_0130_precision_rack	industrial;modern;nuclear;information	Household furniture and storage	Labouring	0	Normal	industrialised_household_furniture_storage_0130_precision_rack	mild steel	234
craft_industrialised_household_furniture_storage_0131_precision_chest	industrial;modern;nuclear;information	Household furniture and storage	Labouring	0	Normal	industrialised_household_furniture_storage_0131_precision_chest	cast iron	275
craft_industrialised_household_furniture_storage_0132_precision_bench	industrial;modern;nuclear;information	Household furniture and storage	Labouring	0	Normal	industrialised_household_furniture_storage_0132_precision_bench	oak	316
craft_industrialised_household_furniture_storage_0133_economy_scrap	industrial;modern;nuclear;information	Household furniture and storage	Labouring	0	Normal	industrialised_household_furniture_storage_0133_economy_scrap	mild steel	356
craft_industrialised_household_furniture_storage_0134_economy_chair	industrial;modern;nuclear;information	Household furniture and storage	Labouring	0	Normal	industrialised_household_furniture_storage_0134_economy_chair	cast iron	397
craft_industrialised_household_furniture_storage_0135_economy_stool	industrial;modern;nuclear;information	Household furniture and storage	Labouring	0	Normal	industrialised_household_furniture_storage_0135_economy_stool	oak	438
craft_industrialised_household_furniture_storage_0136_economy_table	industrial;modern;nuclear;information	Household furniture and storage	Labouring	0	Normal	industrialised_household_furniture_storage_0136_economy_table	mild steel	479
craft_industrialised_household_furniture_storage_0137_economy_cabinet	industrial;modern;nuclear;information	Household furniture and storage	Labouring	0	Normal	industrialised_household_furniture_storage_0137_economy_cabinet	cast iron	519
craft_industrialised_household_furniture_storage_0138_economy_shelf	industrial;modern;nuclear;information	Household furniture and storage	Labouring	0	Normal	industrialised_household_furniture_storage_0138_economy_shelf	oak	560
craft_industrialised_household_furniture_storage_0139_economy_bedstead	industrial;modern;nuclear;information	Household furniture and storage	Labouring	0	Normal	industrialised_household_furniture_storage_0139_economy_bedstead	mild steel	601
craft_industrialised_household_furniture_storage_0140_economy_washstand	industrial;modern;nuclear;information	Household furniture and storage	Labouring	0	Normal	industrialised_household_furniture_storage_0140_economy_washstand	cast iron	641
craft_industrialised_household_furniture_storage_0141_economy_screen	industrial;modern;nuclear;information	Household furniture and storage	Labouring	0	Normal	industrialised_household_furniture_storage_0141_economy_screen	oak	682
craft_industrial_household_furniture_storage_0001_lined_bedstead	industrial	Household furniture and storage	Labouring	0	Normal	industrial_household_furniture_storage_0001_lined_bedstead	mild steel	429
craft_industrial_household_furniture_storage_0002_lined_washstand	industrial	Household furniture and storage	Labouring	0	Normal	industrial_household_furniture_storage_0002_lined_washstand	cast iron	470
craft_industrial_household_furniture_storage_0003_lined_screen	industrial	Household furniture and storage	Labouring	0	Normal	industrial_household_furniture_storage_0003_lined_screen	oak	510
craft_industrial_household_furniture_storage_0004_lined_rack	industrial	Household furniture and storage	Labouring	0	Normal	industrial_household_furniture_storage_0004_lined_rack	mild steel	551
craft_industrial_household_furniture_storage_0005_lined_chest	industrial	Household furniture and storage	Labouring	0	Normal	industrial_household_furniture_storage_0005_lined_chest	cast iron	592
craft_industrial_household_furniture_storage_0006_lined_bench	industrial	Household furniture and storage	Labouring	0	Normal	industrial_household_furniture_storage_0006_lined_bench	oak	632
craft_industrial_household_furniture_storage_0007_ventilated_scrap	industrial	Household furniture and storage	Labouring	0	Normal	industrial_household_furniture_storage_0007_ventilated_scrap	mild steel	673
craft_industrial_household_furniture_storage_0008_ventilated_chair	industrial	Household furniture and storage	Labouring	0	Normal	industrial_household_furniture_storage_0008_ventilated_chair	cast iron	714
craft_industrial_household_furniture_storage_0009_ventilated_stool	industrial	Household furniture and storage	Labouring	0	Normal	industrial_household_furniture_storage_0009_ventilated_stool	oak	755
craft_industrialised_kitchen_appliances_0001_plain_scrap	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0001_plain_scrap	cast iron	540
craft_industrialised_kitchen_appliances_0002_plain_kettle	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0002_plain_kettle	copper	581
craft_industrialised_kitchen_appliances_0003_plain_pan	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0003_plain_pan	ceramic	622
craft_industrialised_kitchen_appliances_0004_plain_pot	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0004_plain_pot	mild steel	662
craft_industrialised_kitchen_appliances_0005_plain_grater	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0005_plain_grater	cast iron	703
craft_industrialised_kitchen_appliances_0006_plain_whisk	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0006_plain_whisk	copper	744
craft_industrialised_kitchen_appliances_0007_plain_ladle	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0007_plain_ladle	ceramic	784
craft_industrialised_kitchen_appliances_0008_plain_stove	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0008_plain_stove	mild steel	825
craft_industrialised_kitchen_appliances_0009_plain_toaster	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0009_plain_toaster	cast iron	866
craft_industrialised_kitchen_appliances_0010_plain_mixer	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0010_plain_mixer	copper	906
craft_industrialised_kitchen_appliances_0011_plain_press	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0011_plain_press	ceramic	947
craft_industrialised_kitchen_appliances_0012_plain_strainer	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0012_plain_strainer	mild steel	988
craft_industrialised_kitchen_appliances_0013_reinforced_scrap	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0013_reinforced_scrap	cast iron	1028
craft_industrialised_kitchen_appliances_0014_reinforced_kettle	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0014_reinforced_kettle	copper	1069
craft_industrialised_kitchen_appliances_0015_reinforced_pan	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0015_reinforced_pan	ceramic	1110
craft_industrialised_kitchen_appliances_0016_reinforced_pot	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0016_reinforced_pot	mild steel	1151
craft_industrialised_kitchen_appliances_0017_reinforced_grater	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0017_reinforced_grater	cast iron	1191
craft_industrialised_kitchen_appliances_0018_reinforced_whisk	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0018_reinforced_whisk	copper	1232
craft_industrialised_kitchen_appliances_0019_reinforced_ladle	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0019_reinforced_ladle	ceramic	1273
craft_industrialised_kitchen_appliances_0020_reinforced_stove	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0020_reinforced_stove	mild steel	1313
craft_industrialised_kitchen_appliances_0021_reinforced_toaster	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0021_reinforced_toaster	cast iron	1354
craft_industrialised_kitchen_appliances_0022_reinforced_mixer	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0022_reinforced_mixer	copper	1395
craft_industrialised_kitchen_appliances_0023_reinforced_press	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0023_reinforced_press	ceramic	1436
craft_industrialised_kitchen_appliances_0024_reinforced_strainer	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0024_reinforced_strainer	mild steel	1476
craft_industrialised_kitchen_appliances_0025_compact_scrap	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0025_compact_scrap	cast iron	1517
craft_industrialised_kitchen_appliances_0026_compact_kettle	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0026_compact_kettle	copper	1558
craft_industrialised_kitchen_appliances_0027_compact_pan	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0027_compact_pan	ceramic	1598
craft_industrialised_kitchen_appliances_0028_compact_pot	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0028_compact_pot	mild steel	1639
craft_industrialised_kitchen_appliances_0029_compact_grater	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0029_compact_grater	cast iron	1680
craft_industrialised_kitchen_appliances_0030_compact_whisk	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0030_compact_whisk	copper	1720
craft_industrialised_kitchen_appliances_0031_compact_ladle	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0031_compact_ladle	ceramic	1761
craft_industrialised_kitchen_appliances_0032_compact_stove	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0032_compact_stove	mild steel	1802
craft_industrialised_kitchen_appliances_0033_compact_toaster	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0033_compact_toaster	cast iron	1843
craft_industrialised_kitchen_appliances_0034_compact_mixer	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0034_compact_mixer	copper	1883
craft_industrialised_kitchen_appliances_0035_compact_press	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0035_compact_press	ceramic	1924
craft_industrialised_kitchen_appliances_0036_compact_strainer	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0036_compact_strainer	mild steel	1965
craft_industrialised_kitchen_appliances_0037_heavy_duty_scrap	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0037_heavy_duty_scrap	cast iron	2005
craft_industrialised_kitchen_appliances_0038_heavy_duty_kettle	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0038_heavy_duty_kettle	copper	2046
craft_industrialised_kitchen_appliances_0039_heavy_duty_pan	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0039_heavy_duty_pan	ceramic	2087
craft_industrialised_kitchen_appliances_0040_heavy_duty_pot	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0040_heavy_duty_pot	mild steel	2127
craft_industrialised_kitchen_appliances_0041_heavy_duty_grater	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0041_heavy_duty_grater	cast iron	2168
craft_industrialised_kitchen_appliances_0042_heavy_duty_whisk	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0042_heavy_duty_whisk	copper	2209
craft_industrialised_kitchen_appliances_0043_heavy_duty_ladle	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0043_heavy_duty_ladle	ceramic	2250
craft_industrialised_kitchen_appliances_0044_heavy_duty_stove	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0044_heavy_duty_stove	mild steel	2290
craft_industrialised_kitchen_appliances_0045_heavy_duty_toaster	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0045_heavy_duty_toaster	cast iron	2331
craft_industrialised_kitchen_appliances_0046_heavy_duty_mixer	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0046_heavy_duty_mixer	copper	2372
craft_industrialised_kitchen_appliances_0047_heavy_duty_press	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0047_heavy_duty_press	ceramic	2412
craft_industrialised_kitchen_appliances_0048_heavy_duty_strainer	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0048_heavy_duty_strainer	mild steel	2453
craft_industrialised_kitchen_appliances_0049_folding_scrap	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0049_folding_scrap	cast iron	2494
craft_industrialised_kitchen_appliances_0050_folding_kettle	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0050_folding_kettle	copper	2534
craft_industrialised_kitchen_appliances_0051_folding_pan	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0051_folding_pan	ceramic	2575
craft_industrialised_kitchen_appliances_0052_folding_pot	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0052_folding_pot	mild steel	2616
craft_industrialised_kitchen_appliances_0053_folding_grater	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0053_folding_grater	cast iron	2656
craft_industrialised_kitchen_appliances_0054_folding_whisk	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0054_folding_whisk	copper	2697
craft_industrialised_kitchen_appliances_0055_folding_ladle	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0055_folding_ladle	ceramic	2738
craft_industrialised_kitchen_appliances_0056_folding_stove	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0056_folding_stove	mild steel	2779
craft_industrialised_kitchen_appliances_0057_folding_toaster	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0057_folding_toaster	cast iron	2819
craft_industrialised_kitchen_appliances_0058_folding_mixer	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0058_folding_mixer	copper	2860
craft_industrialised_kitchen_appliances_0059_folding_press	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0059_folding_press	ceramic	2901
craft_industrialised_kitchen_appliances_0060_folding_strainer	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0060_folding_strainer	mild steel	2941
craft_industrialised_kitchen_appliances_0061_portable_scrap	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0061_portable_scrap	cast iron	2982
craft_industrialised_kitchen_appliances_0062_portable_kettle	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0062_portable_kettle	copper	3023
craft_industrialised_kitchen_appliances_0063_portable_pan	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0063_portable_pan	ceramic	3064
craft_industrialised_kitchen_appliances_0064_portable_pot	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0064_portable_pot	mild steel	3104
craft_industrialised_kitchen_appliances_0065_portable_grater	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0065_portable_grater	cast iron	3145
craft_industrialised_kitchen_appliances_0066_portable_whisk	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0066_portable_whisk	copper	3186
craft_industrialised_kitchen_appliances_0067_portable_ladle	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0067_portable_ladle	ceramic	3226
craft_industrialised_kitchen_appliances_0068_portable_stove	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0068_portable_stove	mild steel	3267
craft_industrialised_kitchen_appliances_0069_portable_toaster	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0069_portable_toaster	cast iron	3308
craft_industrialised_kitchen_appliances_0070_portable_mixer	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0070_portable_mixer	copper	3348
craft_industrialised_kitchen_appliances_0071_portable_press	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0071_portable_press	ceramic	3389
craft_industrialised_kitchen_appliances_0072_portable_strainer	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0072_portable_strainer	mild steel	3430
craft_industrialised_kitchen_appliances_0073_workshop_scrap	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0073_workshop_scrap	cast iron	3471
craft_industrialised_kitchen_appliances_0074_workshop_kettle	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0074_workshop_kettle	copper	3511
craft_industrialised_kitchen_appliances_0075_workshop_pan	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0075_workshop_pan	ceramic	3552
craft_industrialised_kitchen_appliances_0076_workshop_pot	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0076_workshop_pot	mild steel	3593
craft_industrialised_kitchen_appliances_0077_workshop_grater	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0077_workshop_grater	cast iron	3633
craft_industrialised_kitchen_appliances_0078_workshop_whisk	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0078_workshop_whisk	copper	3674
craft_industrialised_kitchen_appliances_0079_workshop_ladle	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0079_workshop_ladle	ceramic	3715
craft_industrialised_kitchen_appliances_0080_workshop_stove	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0080_workshop_stove	mild steel	3755
craft_industrialised_kitchen_appliances_0081_workshop_toaster	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0081_workshop_toaster	cast iron	3796
craft_industrialised_kitchen_appliances_0082_workshop_mixer	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0082_workshop_mixer	copper	3837
craft_industrialised_kitchen_appliances_0083_workshop_press	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0083_workshop_press	ceramic	3878
craft_industrialised_kitchen_appliances_0084_workshop_strainer	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0084_workshop_strainer	mild steel	3918
craft_industrialised_kitchen_appliances_0085_institutional_scrap	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0085_institutional_scrap	cast iron	3959
craft_industrialised_kitchen_appliances_0086_institutional_kettle	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0086_institutional_kettle	copper	4000
craft_industrialised_kitchen_appliances_0087_institutional_pan	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0087_institutional_pan	ceramic	4040
craft_industrialised_kitchen_appliances_0088_institutional_pot	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0088_institutional_pot	mild steel	4081
craft_industrialised_kitchen_appliances_0089_institutional_grater	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0089_institutional_grater	cast iron	4122
craft_industrialised_kitchen_appliances_0090_institutional_whisk	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0090_institutional_whisk	copper	4162
craft_industrialised_kitchen_appliances_0091_institutional_ladle	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0091_institutional_ladle	ceramic	4203
craft_industrialised_kitchen_appliances_0092_institutional_stove	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0092_institutional_stove	mild steel	4244
craft_industrialised_kitchen_appliances_0093_institutional_toaster	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0093_institutional_toaster	cast iron	4284
craft_industrialised_kitchen_appliances_0094_institutional_mixer	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0094_institutional_mixer	copper	4325
craft_industrialised_kitchen_appliances_0095_institutional_press	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0095_institutional_press	ceramic	4366
craft_industrialised_kitchen_appliances_0096_institutional_strainer	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0096_institutional_strainer	mild steel	4407
craft_industrialised_kitchen_appliances_0097_weatherproof_scrap	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0097_weatherproof_scrap	cast iron	4447
craft_industrialised_kitchen_appliances_0098_weatherproof_kettle	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0098_weatherproof_kettle	copper	4488
craft_industrialised_kitchen_appliances_0099_weatherproof_pan	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0099_weatherproof_pan	ceramic	4529
craft_industrialised_kitchen_appliances_0100_weatherproof_pot	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0100_weatherproof_pot	mild steel	4569
craft_industrialised_kitchen_appliances_0101_weatherproof_grater	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0101_weatherproof_grater	cast iron	4610
craft_industrialised_kitchen_appliances_0102_weatherproof_whisk	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0102_weatherproof_whisk	copper	4651
craft_industrialised_kitchen_appliances_0103_weatherproof_ladle	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0103_weatherproof_ladle	ceramic	4692
craft_industrialised_kitchen_appliances_0104_weatherproof_stove	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0104_weatherproof_stove	mild steel	4732
craft_industrialised_kitchen_appliances_0105_weatherproof_toaster	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0105_weatherproof_toaster	cast iron	4773
craft_industrialised_kitchen_appliances_0106_weatherproof_mixer	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0106_weatherproof_mixer	copper	4814
craft_industrialised_kitchen_appliances_0107_weatherproof_press	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0107_weatherproof_press	ceramic	4854
craft_industrialised_kitchen_appliances_0108_weatherproof_strainer	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0108_weatherproof_strainer	mild steel	4895
craft_industrialised_kitchen_appliances_0109_service_scrap	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0109_service_scrap	cast iron	4936
craft_industrialised_kitchen_appliances_0110_service_kettle	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0110_service_kettle	copper	4976
craft_industrialised_kitchen_appliances_0111_service_pan	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0111_service_pan	ceramic	5017
craft_industrialised_kitchen_appliances_0112_service_pot	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0112_service_pot	mild steel	5058
craft_industrialised_kitchen_appliances_0113_service_grater	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0113_service_grater	cast iron	5098
craft_industrialised_kitchen_appliances_0114_service_whisk	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0114_service_whisk	copper	5139
craft_industrialised_kitchen_appliances_0115_service_ladle	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0115_service_ladle	ceramic	5180
craft_industrialised_kitchen_appliances_0116_service_stove	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0116_service_stove	mild steel	5221
craft_industrialised_kitchen_appliances_0117_service_toaster	industrial;modern;nuclear;information	Kitchen and appliances	Labouring	0	Normal	industrialised_kitchen_appliances_0117_service_toaster	cast iron	5261
craft_industrial_kitchen_appliances_0001_institutional_kettle	industrial	Kitchen and appliances	Labouring	0	Normal	industrial_kitchen_appliances_0001_institutional_kettle	copper	540
craft_industrial_kitchen_appliances_0002_institutional_pan	industrial	Kitchen and appliances	Labouring	0	Normal	industrial_kitchen_appliances_0002_institutional_pan	ceramic	581
craft_industrial_kitchen_appliances_0003_institutional_pot	industrial	Kitchen and appliances	Labouring	0	Normal	industrial_kitchen_appliances_0003_institutional_pot	mild steel	622
craft_industrial_kitchen_appliances_0004_institutional_grater	industrial	Kitchen and appliances	Labouring	0	Normal	industrial_kitchen_appliances_0004_institutional_grater	cast iron	662
craft_industrial_kitchen_appliances_0005_institutional_whisk	industrial	Kitchen and appliances	Labouring	0	Normal	industrial_kitchen_appliances_0005_institutional_whisk	copper	703
craft_industrial_kitchen_appliances_0006_institutional_ladle	industrial	Kitchen and appliances	Labouring	0	Normal	industrial_kitchen_appliances_0006_institutional_ladle	ceramic	744
craft_industrial_kitchen_appliances_0007_institutional_stove	industrial	Kitchen and appliances	Labouring	0	Normal	industrial_kitchen_appliances_0007_institutional_stove	mild steel	784
