StableReference	PhysicalKind	Family	Admissions	Concept	Ownership	Material	LiquidDependency	Components	Tags	IngredientProfile	NutritionProfile	DietaryProfile	FreshnessProfile	HealthBindings	ProductionRoute	FailureFamily	EvidenceRoute	Rationale	ReviewState
industrialised_food_plant_013	Item	plant-foods	industrial;modern;nuclear;information	institutional pea puree (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_plant_013	nutrition_plant-foods	dietary_plant-foods	freshness_shelf		route_industrialised_food_plant_013	failure_food_unusable	evidence_plant-foods	Plant dishes whose ingredient, processing, nutrition or serving form is genuinely later and distinct. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_plant_014	Item	plant-foods	industrial;modern;nuclear;information	institutional mushroom cutlet (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_plant_014	nutrition_plant-foods	dietary_plant-foods	freshness_shelf		route_industrialised_food_plant_014	failure_food_unusable	evidence_plant-foods	Plant dishes whose ingredient, processing, nutrition or serving form is genuinely later and distinct. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrial_food_plant_001	Item	plant-foods	industrial	standardised bean loaf (industrial form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era	ingredient_industrial_food_plant_001	nutrition_plant-foods	dietary_plant-foods	freshness_shelf		route_industrial_food_plant_001	failure_food_unusable	evidence_plant-foods	Plant dishes whose ingredient, processing, nutrition or serving form is genuinely later and distinct. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrial_food_plant_002	Item	plant-foods	industrial	standardised lentil stew (industrial form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era	ingredient_industrial_food_plant_002	nutrition_plant-foods	dietary_plant-foods	freshness_shelf		route_industrial_food_plant_002	failure_food_unusable	evidence_plant-foods	Plant dishes whose ingredient, processing, nutrition or serving form is genuinely later and distinct. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_plant_001	Item	plant-foods	modern	standardised bean loaf (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_plant_001	nutrition_plant-foods	dietary_plant-foods	freshness_shelf		route_modern_food_plant_001	failure_food_unusable	evidence_plant-foods	Plant dishes whose ingredient, processing, nutrition or serving form is genuinely later and distinct. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_plant_002	Item	plant-foods	modern	standardised lentil stew (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_plant_002	nutrition_plant-foods	dietary_plant-foods	freshness_shelf		route_modern_food_plant_002	failure_food_unusable	evidence_plant-foods	Plant dishes whose ingredient, processing, nutrition or serving form is genuinely later and distinct. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_plant_003	Item	plant-foods	modern	standardised pea puree (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_plant_003	nutrition_plant-foods	dietary_plant-foods	freshness_shelf		route_modern_food_plant_003	failure_food_unusable	evidence_plant-foods	Plant dishes whose ingredient, processing, nutrition or serving form is genuinely later and distinct. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_plant_004	Item	plant-foods	modern	standardised mushroom cutlet (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_plant_004	nutrition_plant-foods	dietary_plant-foods	freshness_shelf		route_modern_food_plant_004	failure_food_unusable	evidence_plant-foods	Plant dishes whose ingredient, processing, nutrition or serving form is genuinely later and distinct. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
nuclear_food_plant_001	Item	plant-foods	nuclear	standardised bean loaf (nuclear form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Nuclear Era	ingredient_nuclear_food_plant_001	nutrition_plant-foods	dietary_plant-foods	freshness_shelf		route_nuclear_food_plant_001	failure_food_unusable	evidence_plant-foods	Plant dishes whose ingredient, processing, nutrition or serving form is genuinely later and distinct. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
information_food_plant_001	Item	plant-foods	information	standardised bean loaf (information form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Information Age Era	ingredient_information_food_plant_001	nutrition_plant-foods	dietary_plant-foods	freshness_shelf		route_information_food_plant_001	failure_food_unusable	evidence_plant-foods	Plant dishes whose ingredient, processing, nutrition or serving form is genuinely later and distinct. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
information_food_plant_002	Item	plant-foods	information	standardised lentil stew (information form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Information Age Era	ingredient_information_food_plant_002	nutrition_plant-foods	dietary_plant-foods	freshness_shelf		route_information_food_plant_002	failure_food_unusable	evidence_plant-foods	Plant dishes whose ingredient, processing, nutrition or serving form is genuinely later and distinct. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_fruit_nut_001	Item	fruit-and-nuts	industrial;modern;nuclear;information	standardised fruit puree (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_fruit_nut_001	nutrition_fruit-and-nuts	dietary_fruit-and-nuts	freshness_shelf		route_industrialised_food_fruit_nut_001	failure_food_unusable	evidence_fruit-and-nuts	Industrial drying, pureeing, portioning and other transformations, excluding packages themselves. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_fruit_nut_002	Item	fruit-and-nuts	industrial;modern;nuclear;information	standardised dried fruit mixture (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_fruit_nut_002	nutrition_fruit-and-nuts	dietary_fruit-and-nuts	freshness_shelf		route_industrialised_food_fruit_nut_002	failure_food_unusable	evidence_fruit-and-nuts	Industrial drying, pureeing, portioning and other transformations, excluding packages themselves. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_fruit_nut_003	Item	fruit-and-nuts	industrial;modern;nuclear;information	standardised nut butter (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_fruit_nut_003	nutrition_fruit-and-nuts	dietary_fruit-and-nuts	freshness_shelf		route_industrialised_food_fruit_nut_003	failure_food_unusable	evidence_fruit-and-nuts	Industrial drying, pureeing, portioning and other transformations, excluding packages themselves. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_fruit_nut_004	Item	fruit-and-nuts	industrial;modern;nuclear;information	standardised seed paste (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_fruit_nut_004	nutrition_fruit-and-nuts	dietary_fruit-and-nuts	freshness_shelf		route_industrialised_food_fruit_nut_004	failure_food_unusable	evidence_fruit-and-nuts	Industrial drying, pureeing, portioning and other transformations, excluding packages themselves. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_fruit_nut_005	Item	fruit-and-nuts	industrial;modern;nuclear;information	standardised fruit compote (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_fruit_nut_005	nutrition_fruit-and-nuts	dietary_fruit-and-nuts	freshness_shelf		route_industrialised_food_fruit_nut_005	failure_food_unusable	evidence_fruit-and-nuts	Industrial drying, pureeing, portioning and other transformations, excluding packages themselves. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_fruit_nut_006	Item	fruit-and-nuts	industrial;modern;nuclear;information	standardised candied peel (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_fruit_nut_006	nutrition_fruit-and-nuts	dietary_fruit-and-nuts	freshness_shelf		route_industrialised_food_fruit_nut_006	failure_food_unusable	evidence_fruit-and-nuts	Industrial drying, pureeing, portioning and other transformations, excluding packages themselves. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_fruit_nut_007	Item	fruit-and-nuts	industrial;modern;nuclear;information	standardised nut brittle (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_fruit_nut_007	nutrition_fruit-and-nuts	dietary_fruit-and-nuts	freshness_shelf		route_industrialised_food_fruit_nut_007	failure_food_unusable	evidence_fruit-and-nuts	Industrial drying, pureeing, portioning and other transformations, excluding packages themselves. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_fruit_nut_008	Item	fruit-and-nuts	industrial;modern;nuclear;information	standardised fruit leather (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_fruit_nut_008	nutrition_fruit-and-nuts	dietary_fruit-and-nuts	freshness_shelf		route_industrialised_food_fruit_nut_008	failure_food_unusable	evidence_fruit-and-nuts	Industrial drying, pureeing, portioning and other transformations, excluding packages themselves. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_fruit_nut_009	Item	fruit-and-nuts	industrial;modern;nuclear;information	standardised roasted nut mixture (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_fruit_nut_009	nutrition_fruit-and-nuts	dietary_fruit-and-nuts	freshness_shelf		route_industrialised_food_fruit_nut_009	failure_food_unusable	evidence_fruit-and-nuts	Industrial drying, pureeing, portioning and other transformations, excluding packages themselves. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_fruit_nut_010	Item	fruit-and-nuts	industrial;modern;nuclear;information	standardised preserved fruit pulp (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_fruit_nut_010	nutrition_fruit-and-nuts	dietary_fruit-and-nuts	freshness_shelf		route_industrialised_food_fruit_nut_010	failure_food_unusable	evidence_fruit-and-nuts	Industrial drying, pureeing, portioning and other transformations, excluding packages themselves. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrial_food_fruit_nut_001	Item	fruit-and-nuts	industrial	standardised fruit puree (industrial form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era	ingredient_industrial_food_fruit_nut_001	nutrition_fruit-and-nuts	dietary_fruit-and-nuts	freshness_shelf		route_industrial_food_fruit_nut_001	failure_food_unusable	evidence_fruit-and-nuts	Industrial drying, pureeing, portioning and other transformations, excluding packages themselves. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_fruit_nut_001	Item	fruit-and-nuts	modern	standardised fruit puree (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_fruit_nut_001	nutrition_fruit-and-nuts	dietary_fruit-and-nuts	freshness_shelf		route_modern_food_fruit_nut_001	failure_food_unusable	evidence_fruit-and-nuts	Industrial drying, pureeing, portioning and other transformations, excluding packages themselves. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_fruit_nut_002	Item	fruit-and-nuts	modern	standardised dried fruit mixture (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_fruit_nut_002	nutrition_fruit-and-nuts	dietary_fruit-and-nuts	freshness_shelf		route_modern_food_fruit_nut_002	failure_food_unusable	evidence_fruit-and-nuts	Industrial drying, pureeing, portioning and other transformations, excluding packages themselves. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_fruit_nut_003	Item	fruit-and-nuts	modern	standardised nut butter (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_fruit_nut_003	nutrition_fruit-and-nuts	dietary_fruit-and-nuts	freshness_shelf		route_modern_food_fruit_nut_003	failure_food_unusable	evidence_fruit-and-nuts	Industrial drying, pureeing, portioning and other transformations, excluding packages themselves. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
nuclear_food_fruit_nut_001	Item	fruit-and-nuts	nuclear	standardised fruit puree (nuclear form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Nuclear Era	ingredient_nuclear_food_fruit_nut_001	nutrition_fruit-and-nuts	dietary_fruit-and-nuts	freshness_shelf		route_nuclear_food_fruit_nut_001	failure_food_unusable	evidence_fruit-and-nuts	Industrial drying, pureeing, portioning and other transformations, excluding packages themselves. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
information_food_fruit_nut_001	Item	fruit-and-nuts	information	standardised fruit puree (information form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Information Age Era	ingredient_information_food_fruit_nut_001	nutrition_fruit-and-nuts	dietary_fruit-and-nuts	freshness_shelf		route_information_food_fruit_nut_001	failure_food_unusable	evidence_fruit-and-nuts	Industrial drying, pureeing, portioning and other transformations, excluding packages themselves. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
information_food_fruit_nut_002	Item	fruit-and-nuts	information	standardised dried fruit mixture (information form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Information Age Era	ingredient_information_food_fruit_nut_002	nutrition_fruit-and-nuts	dietary_fruit-and-nuts	freshness_shelf		route_information_food_fruit_nut_002	failure_food_unusable	evidence_fruit-and-nuts	Industrial drying, pureeing, portioning and other transformations, excluding packages themselves. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_dairy_egg_001	Item	dairy-and-eggs	industrial;modern;nuclear;information	standardised cultured milk (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_dairy_egg_001	nutrition_dairy-and-eggs	dietary_dairy-and-eggs	freshness_chilled	Food-Borne Illness	route_industrialised_food_dairy_egg_001	failure_food_unusable	evidence_dairy-and-eggs	Later dairy and egg processing with explicit perishability and nutrition distinctions. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_dairy_egg_002	Item	dairy-and-eggs	industrial;modern;nuclear;information	standardised condensed milk (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_dairy_egg_002	nutrition_dairy-and-eggs	dietary_dairy-and-eggs	freshness_chilled	Food-Borne Illness	route_industrialised_food_dairy_egg_002	failure_food_unusable	evidence_dairy-and-eggs	Later dairy and egg processing with explicit perishability and nutrition distinctions. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_dairy_egg_003	Item	dairy-and-eggs	industrial;modern;nuclear;information	standardised dried milk (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_dairy_egg_003	nutrition_dairy-and-eggs	dietary_dairy-and-eggs	freshness_chilled	Food-Borne Illness	route_industrialised_food_dairy_egg_003	failure_food_unusable	evidence_dairy-and-eggs	Later dairy and egg processing with explicit perishability and nutrition distinctions. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_dairy_egg_004	Item	dairy-and-eggs	industrial;modern;nuclear;information	standardised processed cheese (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_dairy_egg_004	nutrition_dairy-and-eggs	dietary_dairy-and-eggs	freshness_chilled	Food-Borne Illness	route_industrialised_food_dairy_egg_004	failure_food_unusable	evidence_dairy-and-eggs	Later dairy and egg processing with explicit perishability and nutrition distinctions. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_dairy_egg_005	Item	dairy-and-eggs	industrial;modern;nuclear;information	standardised egg powder (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_dairy_egg_005	nutrition_dairy-and-eggs	dietary_dairy-and-eggs	freshness_chilled	Food-Borne Illness	route_industrialised_food_dairy_egg_005	failure_food_unusable	evidence_dairy-and-eggs	Later dairy and egg processing with explicit perishability and nutrition distinctions. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_dairy_egg_006	Item	dairy-and-eggs	industrial;modern;nuclear;information	standardised set custard (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_dairy_egg_006	nutrition_dairy-and-eggs	dietary_dairy-and-eggs	freshness_chilled	Food-Borne Illness	route_industrialised_food_dairy_egg_006	failure_food_unusable	evidence_dairy-and-eggs	Later dairy and egg processing with explicit perishability and nutrition distinctions. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_dairy_egg_007	Item	dairy-and-eggs	industrial;modern;nuclear;information	standardised milk pudding (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_dairy_egg_007	nutrition_dairy-and-eggs	dietary_dairy-and-eggs	freshness_chilled	Food-Borne Illness	route_industrialised_food_dairy_egg_007	failure_food_unusable	evidence_dairy-and-eggs	Later dairy and egg processing with explicit perishability and nutrition distinctions. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_dairy_egg_008	Item	dairy-and-eggs	industrial;modern;nuclear;information	standardised yoghurt (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_dairy_egg_008	nutrition_dairy-and-eggs	dietary_dairy-and-eggs	freshness_chilled	Food-Borne Illness	route_industrialised_food_dairy_egg_008	failure_food_unusable	evidence_dairy-and-eggs	Later dairy and egg processing with explicit perishability and nutrition distinctions. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_dairy_egg_009	Item	dairy-and-eggs	industrial;modern;nuclear;information	standardised frozen cream (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_dairy_egg_009	nutrition_dairy-and-eggs	dietary_dairy-and-eggs	freshness_chilled	Food-Borne Illness	route_industrialised_food_dairy_egg_009	failure_food_unusable	evidence_dairy-and-eggs	Later dairy and egg processing with explicit perishability and nutrition distinctions. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_dairy_egg_010	Item	dairy-and-eggs	industrial;modern;nuclear;information	standardised pasteurised cream (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_dairy_egg_010	nutrition_dairy-and-eggs	dietary_dairy-and-eggs	freshness_chilled	Food-Borne Illness	route_industrialised_food_dairy_egg_010	failure_food_unusable	evidence_dairy-and-eggs	Later dairy and egg processing with explicit perishability and nutrition distinctions. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_dairy_egg_011	Item	dairy-and-eggs	industrial;modern;nuclear;information	institutional cultured milk (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_dairy_egg_011	nutrition_dairy-and-eggs	dietary_dairy-and-eggs	freshness_chilled	Food-Borne Illness	route_industrialised_food_dairy_egg_011	failure_food_unusable	evidence_dairy-and-eggs	Later dairy and egg processing with explicit perishability and nutrition distinctions. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_dairy_egg_012	Item	dairy-and-eggs	industrial;modern;nuclear;information	institutional condensed milk (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_dairy_egg_012	nutrition_dairy-and-eggs	dietary_dairy-and-eggs	freshness_chilled	Food-Borne Illness	route_industrialised_food_dairy_egg_012	failure_food_unusable	evidence_dairy-and-eggs	Later dairy and egg processing with explicit perishability and nutrition distinctions. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_dairy_egg_013	Item	dairy-and-eggs	industrial;modern;nuclear;information	institutional dried milk (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_dairy_egg_013	nutrition_dairy-and-eggs	dietary_dairy-and-eggs	freshness_chilled	Food-Borne Illness	route_industrialised_food_dairy_egg_013	failure_food_unusable	evidence_dairy-and-eggs	Later dairy and egg processing with explicit perishability and nutrition distinctions. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_dairy_egg_014	Item	dairy-and-eggs	industrial;modern;nuclear;information	institutional processed cheese (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_dairy_egg_014	nutrition_dairy-and-eggs	dietary_dairy-and-eggs	freshness_chilled	Food-Borne Illness	route_industrialised_food_dairy_egg_014	failure_food_unusable	evidence_dairy-and-eggs	Later dairy and egg processing with explicit perishability and nutrition distinctions. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrial_food_dairy_egg_001	Item	dairy-and-eggs	industrial	standardised cultured milk (industrial form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era	ingredient_industrial_food_dairy_egg_001	nutrition_dairy-and-eggs	dietary_dairy-and-eggs	freshness_chilled	Food-Borne Illness	route_industrial_food_dairy_egg_001	failure_food_unusable	evidence_dairy-and-eggs	Later dairy and egg processing with explicit perishability and nutrition distinctions. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrial_food_dairy_egg_002	Item	dairy-and-eggs	industrial	standardised condensed milk (industrial form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era	ingredient_industrial_food_dairy_egg_002	nutrition_dairy-and-eggs	dietary_dairy-and-eggs	freshness_chilled	Food-Borne Illness	route_industrial_food_dairy_egg_002	failure_food_unusable	evidence_dairy-and-eggs	Later dairy and egg processing with explicit perishability and nutrition distinctions. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_dairy_egg_001	Item	dairy-and-eggs	modern	standardised cultured milk (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_dairy_egg_001	nutrition_dairy-and-eggs	dietary_dairy-and-eggs	freshness_chilled	Food-Borne Illness	route_modern_food_dairy_egg_001	failure_food_unusable	evidence_dairy-and-eggs	Later dairy and egg processing with explicit perishability and nutrition distinctions. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_dairy_egg_002	Item	dairy-and-eggs	modern	standardised condensed milk (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_dairy_egg_002	nutrition_dairy-and-eggs	dietary_dairy-and-eggs	freshness_chilled	Food-Borne Illness	route_modern_food_dairy_egg_002	failure_food_unusable	evidence_dairy-and-eggs	Later dairy and egg processing with explicit perishability and nutrition distinctions. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_dairy_egg_003	Item	dairy-and-eggs	modern	standardised dried milk (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_dairy_egg_003	nutrition_dairy-and-eggs	dietary_dairy-and-eggs	freshness_chilled	Food-Borne Illness	route_modern_food_dairy_egg_003	failure_food_unusable	evidence_dairy-and-eggs	Later dairy and egg processing with explicit perishability and nutrition distinctions. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_dairy_egg_004	Item	dairy-and-eggs	modern	standardised processed cheese (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_dairy_egg_004	nutrition_dairy-and-eggs	dietary_dairy-and-eggs	freshness_chilled	Food-Borne Illness	route_modern_food_dairy_egg_004	failure_food_unusable	evidence_dairy-and-eggs	Later dairy and egg processing with explicit perishability and nutrition distinctions. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
nuclear_food_dairy_egg_001	Item	dairy-and-eggs	nuclear	standardised cultured milk (nuclear form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Nuclear Era	ingredient_nuclear_food_dairy_egg_001	nutrition_dairy-and-eggs	dietary_dairy-and-eggs	freshness_chilled	Food-Borne Illness	route_nuclear_food_dairy_egg_001	failure_food_unusable	evidence_dairy-and-eggs	Later dairy and egg processing with explicit perishability and nutrition distinctions. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
information_food_dairy_egg_001	Item	dairy-and-eggs	information	standardised cultured milk (information form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Information Age Era	ingredient_information_food_dairy_egg_001	nutrition_dairy-and-eggs	dietary_dairy-and-eggs	freshness_chilled	Food-Borne Illness	route_information_food_dairy_egg_001	failure_food_unusable	evidence_dairy-and-eggs	Later dairy and egg processing with explicit perishability and nutrition distinctions. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
information_food_dairy_egg_002	Item	dairy-and-eggs	information	standardised condensed milk (information form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Information Age Era	ingredient_information_food_dairy_egg_002	nutrition_dairy-and-eggs	dietary_dairy-and-eggs	freshness_chilled	Food-Borne Illness	route_information_food_dairy_egg_002	failure_food_unusable	evidence_dairy-and-eggs	Later dairy and egg processing with explicit perishability and nutrition distinctions. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
